t,n,i,j_left,x_grid(j_left),position,velocity,E_i
0.629984,32,39,19,0.589049,0.740008,0.00430924,-0.00735543
0.629984,32,40,20,0.785398,0.838565,0.00475651,-0.00810759
0.629984,32,41,20,0.785398,0.937082,0.00515557,-0.00879079
0.629984,32,42,21,0.981748,1.03556,0.00550786,-0.00937792
0.629984,32,43,21,0.981748,1.13399,0.00580447,-0.00988531
0.629984,32,44,22,1.1781,1.23237,0.0060482,-0.0102851
0.629984,32,45,22,1.1781,1.3307,0.0062309,-0.0105974
0.629984,32,46,23,1.37445,1.42898,0.00635657,-0.0107951
0.629984,32,47,23,1.37445,1.52721,0.00641824,-0.0109007
0.629984,32,48,24,1.5708,1.62538,0.00642084,-0.0108894
0.629984,32,49,24,1.5708,1.72351,0.00635904,-0.0107847
0.629984,32,50,25,1.76715,1.82158,0.00623827,-0.0105656
0.629984,32,51,25,1.76715,1.91959,0.00605527,-0.010255
0.629984,32,52,26,1.9635,2.01756,0.0058156,-0.00983742
0.629984,32,53,26,1.9635,2.11548,0.00551834,-0.00933314
0.629984,32,54,27,2.15984,2.21336,0.00516886,-0.00873367
0.629984,32,55,27,2.15984,2.31119,0.00476871,-0.00805539
0.629984,32,56,28,2.35619,2.40898,0.00432277,-0.00729732
0.629984,32,57,28,2.35619,2.50674,0.00383507,-0.00647129
0.629984,32,58,29,2.55254,2.60446,0.00330984,-0.00558363
0.629984,32,59,29,2.55254,2.70216,0.00275331,-0.00464164
0.629984,32,60,30,2.74889,2.79984,0.00216909,-0.00365803
0.629984,32,61,30,2.74889,2.89749,0.00156514,-0.00263623
0.629984,32,62,31,2.94524,2.99514,0.000944563,-0.00159368
0.629984,32,63,31,2.94524,3.09278,0.000316432,-0.000531215
0.649671,33,0,0,-3.14159,-3.09278,-0.000305974,0.000542967
0.649671,33,1,0,-3.14159,-2.99516,-0.000913189,0.00162893
0.649671,33,2,1,-2.94524,-2.89752,-0.00151324,0.00269456
0.649671,33,3,1,-2.94524,-2.79988,-0.00209708,0.00373897
0.649671,33,4,2,-2.74889,-2.70221,-0.00266193,0.00474438
0.649671,33,5,2,-2.74889,-2.60453,-0.00319991,0.00570721
0.649671,33,6,3,-2.55254,-2.50681,-0.00370766,0.00661459
0.649671,33,7,3,-2.55254,-2.40906,-0.00417911,0.0074589
0.649671,33,8,4,-2.35619,-2.31128,-0.00461012,0.00823388
0.649671,33,9,4,-2.35619,-2.21346,-0.00499692,0.00892716
0.649671,33,10,5,-2.15984,-2.11559,-0.0053346,0.00954006
0.649671,33,11,5,-2.15984,-2.01767,-0.00562193,0.0100555
0.649671,33,12,6,-1.9635,-1.91971,-0.00585338,0.0104825
0.649671,33,13,6,-1.9635,-1.82169,-0.00603027,0.0108
0.649671,33,14,7,-1.76715,-1.72363,-0.00614672,0.0110241
0.649671,33,15,7,-1.76715,-1.62551,-0.00620646,0.0111311
0.649671,33,16,8,-1.5708,-1.52733,-0.00620364,0.0111429
0.649671,33,17,8,-1.5708,-1.4291,-0.00614404,0.0110349
0.649671,33,18,9,-1.37445,-1.33082,-0.00602227,0.0108331
0.649671,33,19,9,-1.37445,-1.23248,-0.00584572,0.0105137
0.649671,33,20,10,-1.1781,-1.1341,-0.00560986,0.0101053
0.649671,33,21,10,-1.1781,-1.03566,-0.00532324,0.00958656
0.649671,33,22,11,-0.981748,-0.93718,-0.0049825,0.00898652
0.649671,33,23,11,-0.981748,-0.838655,-0.00459689,0.00828808
0.649671,33,24,12,-0.785398,-0.74009,-0.00416443,0.00751928
0.649671,33,25,12,-0.785398,-0.641488,-0.0036947,0.00666778
0.649671,33,26,13,-0.589049,-0.542854,-0.00318711,0.00575988
0.649671,33,27,13,-0.589049,-0.444192,-0.00265131,0.00478799
0.649671,33,28,14,-0.392699,-0.345507,-0.00208798,0.00377638
0.649671,33,29,14,-0.392699,-0.246804,-0.00150669,0.00272148
0.649671,33,30,15,-0.19635,-0.148088,-0.000909069,0.00164586
0.649671,33,31,15,-0.19635,-0.0493636,-0.000304596,0.000548631
0.649671,33,32,16,0,0.0493636,0.000304596,-0.000548631
0.649671,33,33,16,0,0.148088,0.000909069,-0.00164586
0.649671,33,34,17,0.19635,0.246804,0.00150669,-0.00272148
0.649671,33,35,17,0.19635,0.345507,0.00208798,-0.00377638
0.649671,33,36,18,0.392699,0.444192,0.00265131,-0.00478799
0.649671,33,37,18,0.392699,0.542854,0.00318711,-0.00575988
0.649671,33,38,19,0.589049,0.641488,0.0036947,-0.00666778
0.649671,33,39,19,0.589049,0.74009,0.00416443,-0.00751928
0.649671,33,40,20,0.785398,0.838655,0.00459689,-0.00828808
0.649671,33,41,20,0.785398,0.93718,0.0049825,-0.00898652
0.649671,33,42,21,0.981748,1.03566,0.00532324,-0.00958656
0.649671,33,43,21,0.981748,1.1341,0.00560986,-0.0101053
0.649671,33,44,22,1.1781,1.23248,0.00584572,-0.0105137
0.649671,33,45,22,1.1781,1.33082,0.00602227,-0.0108331
0.649671,33,46,23,1.37445,1.4291,0.00614404,-0.0110349
0.649671,33,47,23,1.37445,1.52733,0.00620364,-0.0111429
0.649671,33,48,24,1.5708,1.62551,0.00620646,-0.0111311
0.649671,33,49,24,1.5708,1.72363,0.00614672,-0.0110241
0.649671,33,50,25,1.76715,1.82169,0.00603027,-0.0108
0.649671,33,51,25,1.76715,1.91971,0.00585338,-0.0104825
0.649671,33,52,26,1.9635,2.01767,0.00562193,-0.0100555
0.649671,33,53,26,1.9635,2.11559,0.0053346,-0.00954006
0.649671,33,54,27,2.15984,2.21346,0.00499692,-0.00892716
0.649671,33,55,27,2.15984,2.31128,0.00461012,-0.00823388
0.649671,33,56,28,2.35619,2.40906,0.00417911,-0.0074589
0.649671,33,57,28,2.35619,2.50681,0.00370766,-0.00661459
0.649671,33,58,29,2.55254,2.60453,0.00319991,-0.00570721
0.649671,33,59,29,2.55254,2.70221,0.00266193,-0.00474438
0.649671,33,60,30,2.74889,2.79988,0.00209708,-0.00373897
0.649671,33,61,30,2.74889,2.89752,0.00151324,-0.00269456
0.649671,33,62,31,2.94524,2.99516,0.000913189,-0.00162893
0.649671,33,63,31,2.94524,3.09278,0.000305974,-0.000542967
0.669358,34,0,0,-3.14159,-3.09279,-0.000295284,0.000554304
0.669358,34,1,0,-3.14159,-2.99517,-0.00088112,0.00166295
0.669358,34,2,1,-2.94524,-2.89755,-0.0014602,0.00275084
0.669358,34,3,1,-2.94524,-2.79992,-0.00202347,0.00381705
0.669358,34,4,2,-2.74889,-2.70226,-0.00256853,0.00484349
0.669358,34,5,2,-2.74889,-2.60459,-0.00308756,0.00582643
0.669358,34,6,3,-2.55254,-2.50688,-0.00357744,0.00675284
0.669358,34,7,3,-2.55254,-2.40914,-0.00403226,0.00761477
0.669358,34,8,4,-2.35619,-2.31137,-0.00444802,0.00840606
0.669358,34,9,4,-2.35619,-2.21355,-0.00482117,0.00911381
0.669358,34,10,5,-2.15984,-2.11569,-0.00514679,0.00973969
0.669358,34,11,5,-2.15984,-2.01778,-0.00542397,0.0102659
0.669358,34,12,6,-1.9635,-1.91982,-0.00564701,0.010702
0.669358,34,13,6,-1.9635,-1.82181,-0.00581765,0.0110261
0.669358,34,14,7,-1.76715,-1.72374,-0.00592969,0.0112551
0.669358,34,15,7,-1.76715,-1.62562,-0.00598733,0.0113643
0.669358,34,16,8,-1.5708,-1.52745,-0.00598427,0.0113766
0.669358,34,17,8,-1.5708,-1.42922,-0.0059268,0.0112662
0.669358,34,18,9,-1.37445,-1.33093,-0.00580899,0.0110604
0.669358,34,19,9,-1.37445,-1.2326,-0.00563874,0.0107343
0.669358,34,20,10,-1.1781,-1.1342,-0.00541092,0.0103175
0.669358,34,21,10,-1.1781,-1.03576,-0.00513451,0.00978782
0.669358,34,22,11,-0.981748,-0.937275,-0.00480558,0.00917533
0.669358,34,23,11,-0.981748,-0.838743,-0.00443372,0.00846219
0.669358,34,24,12,-0.785398,-0.740169,-0.0040164,0.00767734
0.669358,34,25,12,-0.785398,-0.641558,-0.00356343,0.00680793
0.669358,34,26,13,-0.589049,-0.542914,-0.00307371,0.005881
0.669358,34,27,13,-0.589049,-0.444243,-0.00255704,0.00488866
0.669358,34,28,14,-0.392699,-0.345547,-0.00201363,0.00385581
0.669358,34,29,14,-0.392699,-0.246833,-0.00145311,0.00277872
0.669358,34,30,15,-0.19635,-0.148105,-0.000876667,0.00168048
