t,n,dt,Kinetic Energy,Electric Energy,Total Energy
0,0,0.984351,0.0016,4.71103e-31,0.0016
0.984351,1,0.984351,0.0016,0.000601506,0.00220151
1.9687,2,0.984351,0.00135228,3.97214e-06,0.00135625
2.95305,3,0.984351,0.00184645,0.000593701,0.00244016
3.9374,4,0.984351,0.0011091,1.55749e-05,0.00112467
4.92175,5,0.984351,0.00208453,0.000578277,0.00266281
5.9061,6,0.984351,0.000877356,3.47146e-05,0.000912071
6.89045,7,0.984351,0.00230878,0.00055567,0.00286445
7.8748,8,0.984351,0.000662571,6.06887e-05,0.000723259
8.85916,9,0.984351,0.00251259,0.000526415,0.003039
9.84351,10,0.984351,0.000470769,9.30196e-05,0.000563788
10.8279,11,0.984351,0.00269146,0.00049134,0.0031828
11.8122,12,0.984351,0.000306573,0.000130675,0.000437248
12.7966,13,0.984351,0.0028399,0.000451277,0.00329118
13.7809,14,0.984351,0.000174539,0.000172856,0.000347396
14.7653,15,0.984351,0.00295491,0.00040736,0.00336227
15.7496,16,0.984351,7.7895e-05,0.000218295,0.00029619
16.734,17,0.984351,0.00303262,0.000360627,0.00339325
17.7183,18,0.984351,1.92791e-05,0.000265968,0.000285248
18.7027,19,0.984351,0.00307188,0.000312409,0.00338429
19.687,20,0.984351,1.67891e-07,0.00031449,0.000314658
20.6714,21,0.984351,0.00307081,0.000263835,0.00333464
21.6557,22,0.984351,2.10311e-05,0.000362728,0.000383759
22.6401,23,0.984351,0.00303027,0.000216301,0.00324657
23.6244,24,0.984351,8.14261e-05,0.000409312,0.000490738
24.6088,25,0.984351,0.00295052,0.000170906,0.00312142
25.5931,26,0.984351,0.000179617,0.000453132,0.000632748
26.5775,27,0.984351,0.00283439,0.000128973,0.00296336
27.5618,28,0.984351,0.000313278,0.000492962,0.000806239
28.5462,29,0.984351,0.00268419,9.1451e-05,0.00277564
29.5305,30,0.984351,0.000478652,0.000527835,0.00100649
30.5149,31,0.984351,0.00250451,5.94561e-05,0.00256396
