t,n,i,j_left,x_grid(j_left),position,velocity,E_i
2.6728,24,1,20,0.785398,0.951146,-0.198388,0.0387282
2.78416,25,0,11,-0.981748,-0.929532,0.194075,-0.040079
2.78416,25,1,20,0.785398,0.929532,-0.194075,0.040079
2.89553,26,0,11,-0.981748,-0.908416,0.189611,-0.0413988
2.89553,26,1,20,0.785398,0.908416,-0.189611,0.0413988
3.0069,27,0,11,-0.981748,-0.887813,0.185001,-0.0426865
3.0069,27,1,20,0.785398,0.887813,-0.185001,0.0426865
3.11826,28,0,11,-0.981748,-0.86774,0.180247,-0.043941
3.11826,28,1,20,0.785398,0.86774,-0.180247,0.043941
3.22963,29,0,11,-0.981748,-0.848211,0.175353,-0.0451616
3.22963,29,1,20,0.785398,0.848211,-0.175353,0.0451616
3.341,30,0,11,-0.981748,-0.829243,0.170324,-0.0463471
3.341,30,1,20,0.785398,0.829243,-0.170324,0.0463471
3.45236,31,0,11,-0.981748,-0.810849,0.165162,-0.0474967
3.45236,31,1,20,0.785398,0.810849,-0.165162,0.0474967
3.56373,32,0,11,-0.981748,-0.793045,0.159873,-0.0486095
3.56373,32,1,20,0.785398,0.793045,-0.159873,0.0486095
3.6751,33,0,12,-0.785398,-0.775843,0.154459,-0.0496846
3.6751,33,1,19,0.589049,0.775843,-0.154459,0.0496846
3.78646,34,0,12,-0.785398,-0.759258,0.148926,-0.0507212
3.78646,34,1,19,0.589049,0.759258,-0.148926,0.0507212
3.89783,35,0,12,-0.785398,-0.743301,0.143278,-0.0517184
3.89783,35,1,19,0.589049,0.743301,-0.143278,0.0517184
4.0092,36,0,12,-0.785398,-0.727986,0.137518,-0.0526756
4.0092,36,1,19,0.589049,0.727986,-0.137518,0.0526756
4.12056,37,0,12,-0.785398,-0.713325,0.131652,-0.053592
4.12056,37,1,19,0.589049,0.713325,-0.131652,0.053592
4.23193,38,0,12,-0.785398,-0.699328,0.125683,-0.0544668
4.23193,38,1,19,0.589049,0.699328,-0.125683,0.0544668
4.3433,39,0,12,-0.785398,-0.686006,0.119617,-0.0552994
4.3433,39,1,19,0.589049,0.686006,-0.119617,0.0552994
4.45466,40,0,12,-0.785398,-0.673371,0.113459,-0.0560891
4.45466,40,1,19,0.589049,0.673371,-0.113459,0.0560891
4.56603,41,0,12,-0.785398,-0.661431,0.107213,-0.0568353
4.56603,41,1,19,0.589049,0.661431,-0.107213,0.0568353
4.6774,42,0,12,-0.785398,-0.650196,0.100883,-0.0575375
4.6774,42,1,19,0.589049,0.650196,-0.100883,0.0575375
4.78876,43,0,12,-0.785398,-0.639675,0.0944752,-0.0581951
4.78876,43,1,19,0.589049,0.639675,-0.0944752,0.0581951
4.90013,44,0,12,-0.785398,-0.629875,0.0879942,-0.0588076
4.90013,44,1,19,0.589049,0.629875,-0.0879942,0.0588076
5.0115,45,0,12,-0.785398,-0.620805,0.081445,-0.0593745
5.0115,45,1,19,0.589049,0.620805,-0.081445,0.0593745
5.12286,46,0,12,-0.785398,-0.612471,0.0748327,-0.0598953
5.12286,46,1,19,0.589049,0.612471,-0.0748327,0.0598953
5.23423,47,0,12,-0.785398,-0.60488,0.0681624,-0.0603698
5.23423,47,1,19,0.589049,0.60488,-0.0681624,0.0603698
5.34559,48,0,12,-0.785398,-0.598038,0.0614392,-0.0607974
5.34559,48,1,19,0.589049,0.598038,-0.0614392,0.0607974
5.45696,49,0,12,-0.785398,-0.591949,0.0546684,-0.0611779
5.45696,49,1,19,0.589049,0.591949,-0.0546684,0.0611779
5.56833,50,0,13,-0.589049,-0.58662,0.0478552,-0.061511
5.56833,50,1,18,0.392699,0.58662,-0.0478552,0.061511
5.67969,51,0,13,-0.589049,-0.582053,0.0410049,-0.0617964
5.67969,51,1,18,0.392699,0.582053,-0.0410049,0.0617964
5.79106,52,0,13,-0.589049,-0.578253,0.0341229,-0.0620339
5.79106,52,1,18,0.392699,0.578253,-0.0341229,0.0620339
5.90243,53,0,13,-0.589049,-0.575222,0.0272144,-0.0622234
5.90243,53,1,18,0.392699,0.575222,-0.0272144,0.0622234
6.01379,54,0,13,-0.589049,-0.572963,0.0202848,-0.0623646
6.01379,54,1,18,0.392699,0.572963,-0.0202848,0.0623646
6.12516,55,0,13,-0.589049,-0.571478,0.0133394,-0.0624574
6.12516,55,1,18,0.392699,0.571478,-0.0133394,0.0624574
6.23653,56,0,13,-0.589049,-0.570767,0.00638377,-0.0625018
6.23653,56,1,18,0.392699,0.570767,-0.00638377,0.0625018
6.34789,57,0,13,-0.589049,-0.570831,-0.000576841,-0.0624978
6.34789,57,1,18,0.392699,0.570831,0.000576841,0.0624978
6.45926,58,0,13,-0.589049,-0.57167,-0.00753701,-0.0624454
6.45926,58,1,18,0.392699,0.57167,0.00753701,0.0624454
6.57063,59,0,13,-0.589049,-0.573284,-0.0144913,-0.0623445
6.57063,59,1,18,0.392699,0.573284,0.0144913,0.0623445
6.68199,60,0,13,-0.589049,-0.575671,-0.0214344,-0.0621953
6.68199,60,1,18,0.392699,0.575671,0.0214344,0.0621953
6.79336,61,0,13,-0.589049,-0.57883,-0.0283609,-0.0619979
6.79336,61,1,18,0.392699,0.57883,0.0283609,0.0619979
6.90473,62,0,13,-0.589049,-0.582757,-0.0352654,-0.0617524
6.90473,62,1,18,0.392699,0.582757,0.0352654,0.0617524
7.01609,63,0,13,-0.589049,-0.587451,-0.0421426,-0.0614591
7.01609,63,1,18,0.392699,0.587451,0.0421426,0.0614591
7.12746,64,0,12,-0.785398,-0.592906,-0.048987,-0.0611181
7.12746,64,1,19,0.589049,0.592906,0.048987,0.0611181
7.23883,65,0,12,-0.785398,-0.59912,-0.0557936,-0.0607298
7.23883,65,1,19,0.589049,0.59912,0.0557936,0.0607298
7.35019,66,0,12,-0.785398,-0.606086,-0.0625568,-0.0602944
7.35019,66,1,19,0.589049,0.606086,0.0625568,0.0602944
7.46156,67,0,12,-0.785398,-0.613801,-0.0692716,-0.0598122
7.46156,67,1,19,0.589049,0.613801,0.0692716,0.0598122
7.57293,68,0,12,-0.785398,-0.622257,-0.0759327,-0.0592837
7.57293,68,1,19,0.589049,0.622257,0.0759327,0.0592837
7.68429,69,0,12,-0.785398,-0.631449,-0.0825349,-0.0587092
7.68429,69,1,19,0.589049,0.631449,0.0825349,0.0587092
7.79566,70,0,12,-0.785398,-0.641369,-0.0890732,-0.0580892
7.79566,70,1,19,0.589049,0.641369,0.0890732,0.0580892
7.90703,71,0,12,-0.785398,-0.652009,-0.0955424,-0.0574242
7.90703,71,1,19,0.589049,0.652009,0.0955424,0.0574242
8.01839,72,0,12,-0.785398,-0.663361,-0.101937,-0.0567147
8.01839,72,1,19,0.589049,0.663361,0.101937,0.0567147
8.12976,73,0,12,-0.785398,-0.675417,-0.108254,-0.0559612
8.12976,73,1,19,0.589049,0.675417,0.108254,0.0559612
8.24113,74,0,12,-0.785398,-0.688167,-0.114486,-0.0551643
8.24113,74,1,19,0.589049,0.688167,0.114486,0.0551643
8.35249,75,0,12,-0.785398,-0.701601,-0.120629,-0.0543247
8.35249,75,1,19,0.589049,0.701601,0.120629,0.0543247
8.46386,76,0,12,-0.785398,-0.715709,-0.126679,-0.053443
8.46386,76,1,19,0.589049,0.715709,0.126679,0.053443
8.57523,77,0,12,-0.785398,-0.73048,-0.132631,-0.0525198
8.57523,77,1,19,0.589049,0.73048,0.132631,0.0525198
8.68659,78,0,12,-0.785398,-0.745902,-0.13848,-0.0515559
8.68659,78,1,19,0.589049,0.745902,0.13848,0.0515559
8.79796,79,0,12,-0.785398,-0.761963,-0.144222,-0.0505521
8.79796,79,1,19,0.589049,0.761963,0.144222,0.0505521
8.90932,80,0,12,-0.785398,-0.778651,-0.149851,-0.0495091
8.90932,80,1,19,0.589049,0.778651,0.149851,0.0495091
9.02069,81,0,11,-0.981748,-0.795954,-0.155365,-0.0484276
9.02069,81,1,20,0.785398,0.795954,0.155365,0.0484276
9.13206,82,0,11,-0.981748,-0.813857,-0.160758,-0.0473087
9.13206,82,1,20,0.785398,0.813857,0.160758,0.0473087
9.24342,83,0,11,-0.981748,-0.832347,-0.166027,-0.0461531
9.24342,83,1,20,0.785398,0.832347,0.166027,0.0461531
9.35479,84,0,11,-0.981748,-0.851409,-0.171167,-0.0449617
9.35479,84,1,20,0.785398,0.851409,0.171167,0.0449617
9.46616,85,0,11,-0.981748,-0.871029,-0.176174,-0.0437355
9.46616,85,1,20,0.785398,0.871029,0.176174,0.0437355
9.57752,86,0,11,-0.981748,-0.891191,-0.181045,-0.0424753
9.57752,86,1,20,0.785398,0.891191,0.181045,0.0424753
9.68889,87,0,11,-0.981748,-0.91188,-0.185775,-0.0411822
9.68889,87,1,20,0.785398,0.91188,0.185775,0.0411822
9.80026,88,0,11,-0.981748,-0.93308,-0.190361,-0.0398572
9.80026,88,1,20,0.785398,0.93308,0.190361,0.0398572
9.91162,89,0,11,-0.981748,-0.954775,-0.1948,-0.0385014
9.91162,89,1,20,0.785398,0.954775,0.1948,0.0385014
10.023,90,0,11,-0.981748,-0.976946,-0.199088,-0.0371156
10.023,90,1,20,0.785398,0.976946,0.199088,0.0371156
10.1344,91,0,10,-1.1781,-0.999578,-0.203221,-0.0357011
10.1344,91,1,21,0.981748,0.999578,0.203221,0.0357011
10.2457,92,0,10,-1.1781,-1.02265,-0.207197,-0.0342589
10.2457,92,1,21,0.981748,1.02265,0.207197,0.0342589
10.3571,93,0,10,-1.1781,-1.04615,-0.211012,-0.0327902
10.3571,93,1,21,0.981748,1.04615,0.211012,0.0327902
10.4685,94,0,10,-1.1781,-1.07006,-0.214664,-0.0312961
10.4685,94,1,21,0.981748,1.07006,0.214664,0.0312961
10.5798,95,0,10,-1.1781,-1.09435,-0.21815,-0.0297777
10.5798,95,1,21,0.981748,1.09435,0.21815,0.0297777
10.6912,96,0,10,-1.1781,-1.11902,-0.221466,-0.0282362
10.6912,96,1,21,0.981748,1.11902,0.221466,0.0282362
10.8026,97,0,10,-1.1781,-1.14403,-0.22461,-0.0266728
10.8026,97,1,21,0.981748,1.14403,0.22461,0.0266728
10.9139,98,0,10,-1.1781,-1.16938,-0.227581,-0.0250887
10.9139,98,1,21,0.981748,1.16938,0.227581,0.0250887
11.0253,99,0,9,-1.37445,-1.19503,-0.230375,-0.0234852
11.0253,99,1,22,1.1781,1.19503,0.230375,0.0234852
11.1367,100,0,9,-1.37445,-1.22098,-0.23299,-0.0218635
11.1367,100,1,22,1.1781,1.22098,0.23299,0.0218635
11.248,101,0,9,-1.37445,-1.2472,-0.235425,-0.0202249
11.248,101,1,22,1.1781,1.2472,0.235425,0.0202249
11.3594,102,0,9,-1.37445,-1.27367,-0.237678,-0.0185705
11.3594,102,1,22,1.1781,1.27367,0.237678,0.0185705
11.4708,103,0,9,-1.37445,-1.30037,-0.239746,-0.0169018
11.4708,103,1,22,1.1781,1.30037,0.239746,0.0169018
11.5821,104,0,9,-1.37445,-1.32728,-0.241628,-0.01522
11.5821,104,1,22,1.1781,1.32728,0.241628,0.01522
11.6935,105,0,9,-1.37445,-1.35437,-0.243323,-0.0135263
11.6935,105,1,22,1.1781,1.35437,0.243323,0.0135263
11.8049,106,0,8,-1.5708,-1.38164,-0.244829,-0.0118222
11.8049,106,1,23,1.37445,1.38164,0.244829,0.0118222
11.9162,107,0,8,-1.5708,-1.40905,-0.246146,-0.0101089
11.9162,107,1,23,1.37445,1.40905,0.246146,0.0101089
12.0276,108,0,8,-1.5708,-1.43659,-0.247272,-0.00838784
12.0276,108,1,23,1.37445,1.43659,0.247272,0.00838784
12.139,109,0,8,-1.5708,-1.46423,-0.248206,-0.00666022
12.139,109,1,23,1.37445,1.46423,0.248206,0.00666022
12.2503,110,0,8,-1.5708,-1.49196,-0.248948,-0.00492744
12.2503,110,1,23,1.37445,1.49196,0.248948,0.00492744
12.3617,111,0,8,-1.5708,-1.51974,-0.249496,-0.00319085
12.3617,111,1,23,1.37445,1.51974,0.249496,0.00319085
12.4731,112,0,8,-1.5708,-1.54757,-0.249852,-0.00145178
12.4731,112,1,23,1.37445,1.54757,0.249852,0.00145178
12.5844,113,0,7,-1.76715,-1.57541,-0.250013,0.00028842
12.5844,113,1,24,1.5708,1.57541,0.250013,-0.00028842
12.6958,114,0,7,-1.76715,-1.60325,-0.249981,0.00202839
12.6958,114,1,24,1.5708,1.60325,0.249981,-0.00202839
12.8072,115,0,7,-1.76715,-1.63106,-0.249755,0.00376679
12.8072,115,1,24,1.5708,1.63106,0.249755,-0.00376679
12.9185,116,0,7,-1.76715,-1.65883,-0.249336,0.00550227
12.9185,116,1,24,1.5708,1.65883,0.249336,-0.00550227
13.0299,117,0,7,-1.76715,-1.68653,-0.248723,0.00723349
13.0299,117,1,24,1.5708,1.68653,0.248723,-0.00723349
13.1413,118,0,7,-1.76715,-1.71414,-0.247918,0.00895909
13.1413,118,1,24,1.5708,1.71414,0.247918,-0.00895909
13.2526,119,0,7,-1.76715,-1.74164,-0.24692,0.0106778
13.2526,119,1,24,1.5708,1.74164,0.24692,-0.0106778
13.364,120,0,6,-1.9635,-1.76901,-0.245731,0.0123881
13.364,120,1,25,1.76715,1.76901,0.245731,-0.0123881
13.4754,121,0,6,-1.9635,-1.79622,-0.244351,0.0140889
13.4754,121,1,25,1.76715,1.79622,0.244351,-0.0140889
13.5867,122,0,6,-1.9635,-1.82326,-0.242782,0.0157788
13.5867,122,1,25,1.76715,1.82326,0.242782,-0.0157788
13.6981,123,0,6,-1.9635,-1.8501,-0.241025,0.0174564
13.6981,123,1,25,1.76715,1.8501,0.241025,-0.0174564
13.8095,124,0,6,-1.9635,-1.87672,-0.239081,0.0191205
13.8095,124,1,25,1.76715,1.87672,0.239081,-0.0191205
13.9208,125,0,6,-1.9635,-1.90311,-0.236951,0.0207698
13.9208,125,1,25,1.76715,1.90311,0.236951,-0.0207698
14.0322,126,0,6,-1.9635,-1.92924,-0.234638,0.022403
14.0322,126,1,25,1.76715,1.92924,0.234638,-0.022403
14.1436,127,0,6,-1.9635,-1.9551,-0.232143,0.0240188
14.1436,127,1,25,1.76715,1.9551,0.232143,-0.0240188
14.2549,128,0,5,-2.15984,-1.98065,-0.229468,0.025616
14.2549,128,1,26,1.9635,1.98065,0.229468,-0.025616
14.3663,129,0,5,-2.15984,-2.00589,-0.226616,0.0271933
14.3663,129,1,26,1.9635,2.00589,0.226616,-0.0271933
14.4777,130,0,5,-2.15984,-2.03079,-0.223587,0.0287496
14.4777,130,1,26,1.9635,2.03079,0.223587,-0.0287496
14.589,131,0,5,-2.15984,-2.05533,-0.220385,0.0302836
14.589,131,1,26,1.9635,2.05533,0.220385,-0.0302836
14.7004,132,0,5,-2.15984,-2.0795,-0.217013,0.0317941
14.7004,132,1,26,1.9635,2.0795,0.217013,-0.0317941
14.8118,133,0,5,-2.15984,-2.10327,-0.213472,0.0332799
14.8118,133,1,26,1.9635,2.10327,0.213472,-0.0332799
14.9231,134,0,5,-2.15984,-2.12664,-0.209766,0.03474
14.9231,134,1,26,1.9635,2.12664,0.209766,-0.03474
15.0345,135,0,5,-2.15984,-2.14957,-0.205897,0.0361731
15.0345,135,1,26,1.9635,2.14957,0.205897,-0.0361731
15.1459,136,0,4,-2.35619,-2.17205,-0.201869,0.0375782
15.1459,136,1,27,2.15984,2.17205,0.201869,-0.0375782
15.2572,137,0,4,-2.35619,-2.19406,-0.197684,0.0389541
15.2572,137,1,27,2.15984,2.19406,0.197684,-0.0389541
15.3686,138,0,4,-2.35619,-2.21559,-0.193345,0.0402999
15.3686,138,1,27,2.15984,2.21559,0.193345,-0.0402999
15.48,139,0,4,-2.35619,-2.23663,-0.188857,0.0416144
15.48,139,1,27,2.15984,2.23663,0.188857,-0.0416144
15.5913,140,0,4,-2.35619,-2.25714,-0.184223,0.0428967
15.5913,140,1,27,2.15984,2.25714,0.184223,-0.0428967
15.7027,141,0,4,-2.35619,-2.27713,-0.179446,0.0441457
15.7027,141,1,27,2.15984,2.27713,0.179446,-0.0441457
15.8141,142,0,4,-2.35619,-2.29656,-0.174529,0.0453605
15.8141,142,1,27,2.15984,2.29656,0.174529,-0.0453605
15.9254,143,0,4,-2.35619,-2.31544,-0.169478,0.0465401
15.9254,143,1,27,2.15984,2.31544,0.169478,-0.0465401
16.0368,144,0,4,-2.35619,-2.33374,-0.164295,0.0476837
16.0368,144,1,27,2.15984,2.33374,0.164295,-0.0476837
16.1482,145,0,4,-2.35619,-2.35144,-0.158984,0.0487903
16.1482,145,1,27,2.15984,2.35144,0.158984,-0.0487903
16.2595,146,0,3,-2.55254,-2.36854,-0.153551,0.0498591
16.2595,146,1,28,2.35619,2.36854,0.153551,-0.0498591
16.3709,147,0,3,-2.55254,-2.38502,-0.147998,0.0508892
16.3709,147,1,28,2.35619,2.38502,0.147998,-0.0508892
16.4823,148,0,3,-2.55254,-2.40087,-0.142331,0.0518799
16.4823,148,1,28,2.35619,2.40087,0.142331,-0.0518799
16.5936,149,0,3,-2.55254,-2.41608,-0.136553,0.0528303
16.5936,149,1,28,2.35619,2.41608,0.136553,-0.0528303
16.705,150,0,3,-2.55254,-2.43063,-0.130669,0.0537398
16.705,150,1,28,2.35619,2.43063,0.130669,-0.0537398
16.8164,151,0,3,-2.55254,-2.44452,-0.124685,0.0546077
16.8164,151,1,28,2.35619,2.44452,0.124685,-0.0546077
16.9277,152,0,3,-2.55254,-2.45773,-0.118603,0.0554332
16.9277,152,1,28,2.35619,2.45773,0.118603,-0.0554332
17.0391,153,0,3,-2.55254,-2.47025,-0.11243,0.0562158
17.0391,153,1,28,2.35619,2.47025,0.11243,-0.0562158
17.1505,154,0,3,-2.55254,-2.48207,-0.106169,0.0569548
17.1505,154,1,28,2.35619,2.48207,0.106169,-0.0569548
17.2618,155,0,3,-2.55254,-2.49319,-0.0998263,0.0576496
17.2618,155,1,28,2.35619,2.49319,0.0998263,-0.0576496
17.3732,156,0,3,-2.55254,-2.50359,-0.0934061,0.0582997
17.3732,156,1,28,2.35619,2.50359,0.0934061,-0.0582997
17.4845,157,0,3,-2.55254,-2.51327,-0.0869134,0.0589047
17.4845,157,1,28,2.35619,2.51327,0.0869134,-0.0589047
17.5959,158,0,3,-2.55254,-2.52222,-0.0803534,0.059464
17.5959,158,1,28,2.35619,2.52222,0.0803534,-0.059464
17.7073,159,0,3,-2.55254,-2.53043,-0.0737311,0.0599772
17.7073,159,1,28,2.35619,2.53043,0.0737311,-0.0599772
17.8186,160,0,3,-2.55254,-2.5379,-0.0670516,0.0604439
17.8186,160,1,28,2.35619,2.5379,0.0670516,-0.0604439
17.93,161,0,3,-2.55254,-2.54462,-0.0603202,0.0608637
17.93,161,1,28,2.35619,2.54462,0.0603202,-0.0608637
18.0414,162,0,3,-2.55254,-2.55058,-0.053542,0.0612364
18.0414,162,1,28,2.35619,2.55058,0.053542,-0.0612364
18.1527,163,0,2,-2.74889,-2.55578,-0.0467223,0.0615616
18.1527,163,1,29,2.55254,2.55578,0.0467223,-0.0615616
18.2641,164,0,2,-2.74889,-2.56022,-0.0398664,0.0618391
18.2641,164,1,29,2.55254,2.56022,0.0398664,-0.0618391
18.3755,165,0,2,-2.74889,-2.5639,-0.0329796,0.0620687
18.3755,165,1,29,2.55254,2.5639,0.0329796,-0.0620687
18.4868,166,0,2,-2.74889,-2.5668,-0.0260673,0.0622501
18.4868,166,1,29,2.55254,2.5668,0.0260673,-0.0622501
18.5982,167,0,2,-2.74889,-2.56893,-0.0191347,0.0623833
18.5982,167,1,29,2.55254,2.56893,0.0191347,-0.0623833
18.7096,168,0,2,-2.74889,-2.57029,-0.0121873,0.0624681
18.7096,168,1,29,2.55254,2.57029,0.0121873,-0.0624681
18.8209,169,0,2,-2.74889,-2.57087,-0.0052304,0.0625045
18.8209,169,1,29,2.55254,2.57087,0.0052304,-0.0625045
18.9323,170,0,2,-2.74889,-2.57068,0.00173051,0.0624925
18.9323,170,1,29,2.55254,2.57068,-0.00173051,-0.0624925
19.0437,171,0,2,-2.74889,-2.56971,0.00869008,0.062432
19.0437,171,1,29,2.55254,2.56971,-0.00869008,-0.062432
19.155,172,0,2,-2.74889,-2.56797,0.0156429,0.0623231
19.155,172,1,29,2.55254,2.56797,-0.0156429,-0.0623231
19.2664,173,0,2,-2.74889,-2.56545,0.0225836,0.0621659
19.2664,173,1,29,2.55254,2.56545,-0.0225836,-0.0621659
19.3778,174,0,2,-2.74889,-2.56216,0.0295068,0.0619605
19.3778,174,1,29,2.55254,2.56216,-0.0295068,-0.0619605
19.4891,175,0,2,-2.74889,-2.55811,0.0364072,0.0617071
19.4891,175,1,29,2.55254,2.55811,-0.0364072,-0.0617071
19.6005,176,0,2,-2.74889,-2.55329,0.0432793,0.0614059
19.6005,176,1,29,2.55254,2.55329,-0.0432793,-0.0614059
19.7119,177,0,3,-2.55254,-2.54771,0.0501178,0.0610571
19.7119,177,1,28,2.35619,2.54771,-0.0501178,-0.0610571
19.8232,178,0,3,-2.55254,-2.54137,0.0569176,0.0606609
19.8232,178,1,28,2.35619,2.54137,-0.0569176,-0.0606609
19.9346,179,0,3,-2.55254,-2.53428,0.0636731,0.0602177
19.9346,179,1,28,2.35619,2.53428,-0.0636731,-0.0602177
20.046,180,0,3,-2.55254,-2.52644,0.0703794,0.0597278
20.046,180,1,28,2.35619,2.52644,-0.0703794,-0.0597278
20.1573,181,0,3,-2.55254,-2.51786,0.0770311,0.0591917
20.1573,181,1,28,2.35619,2.51786,-0.0770311,-0.0591917
20.2687,182,0,3,-2.55254,-2.50855,0.083623,0.0586096
20.2687,182,1,28,2.35619,2.50855,-0.083623,-0.0586096
20.3801,183,0,3,-2.55254,-2.49851,0.0901502,0.0579821
20.3801,183,1,28,2.35619,2.49851,-0.0901502,-0.0579821
20.4914,184,0,3,-2.55254,-2.48775,0.0966075,0.0573097
20.4914,184,1,28,2.35619,2.48775,-0.0966075,-0.0573097
20.6028,185,0,3,-2.55254,-2.47628,0.10299,0.0565928
20.6028,185,1,28,2.35619,2.47628,-0.10299,-0.0565928
20.7142,186,0,3,-2.55254,-2.46411,0.109292,0.0558321
20.7142,186,1,28,2.35619,2.46411,-0.109292,-0.0558321
20.8255,187,0,3,-2.55254,-2.45125,0.11551,0.0550281
20.8255,187,1,28,2.35619,2.45125,-0.11551,-0.0550281
20.9369,188,0,3,-2.55254,-2.4377,0.121639,0.0541815
20.9369,188,1,28,2.35619,2.4377,-0.121639,-0.0541815
21.0483,189,0,3,-2.55254,-2.42348,0.127673,0.0532928
21.0483,189,1,28,2.35619,2.42348,-0.127673,-0.0532928
21.1596,190,0,3,-2.55254,-2.4086,0.133608,0.0523629
21.1596,190,1,28,2.35619,2.4086,-0.133608,-0.0523629
21.271,191,0,3,-2.55254,-2.39307,0.139439,0.0513923
21.271,191,1,28,2.35619,2.39307,-0.139439,-0.0513923
21.3824,192,0,3,-2.55254,-2.37691,0.145162,0.0503819
21.3824,192,1,28,2.35619,2.37691,-0.145162,-0.0503819
21.4937,193,0,3,-2.55254,-2.36012,0.150773,0.0493325
21.4937,193,1,28,2.35619,2.36012,-0.150773,-0.0493325
21.6051,194,0,4,-2.35619,-2.34271,0.156267,0.0482448
21.6051,194,1,27,2.15984,2.34271,-0.156267,-0.0482448
21.7165,195,0,4,-2.35619,-2.32471,0.16164,0.0471197
21.7165,195,1,27,2.15984,2.32471,-0.16164,-0.0471197
21.8278,196,0,4,-2.35619,-2.30613,0.166888,0.0459581
21.8278,196,1,27,2.15984,2.30613,-0.166888,-0.0459581
21.9392,197,0,4,-2.35619,-2.28697,0.172006,0.0447609
21.9392,197,1,27,2.15984,2.28697,-0.172006,-0.0447609
22.0506,198,0,4,-2.35619,-2.26726,0.176991,0.0435289
22.0506,198,1,27,2.15984,2.26726,-0.176991,-0.0435289
22.1619,199,0,4,-2.35619,-2.24701,0.181838,0.0422633
22.1619,199,1,27,2.15984,2.24701,-0.181838,-0.0422633
22.2733,200,0,4,-2.35619,-2.22623,0.186545,0.0409648
22.2733,200,1,27,2.15984,2.22623,-0.186545,-0.0409648
22.3847,201,0,4,-2.35619,-2.20495,0.191107,0.0396346
22.3847,201,1,27,2.15984,2.20495,-0.191107,-0.0396346
22.496,202,0,4,-2.35619,-2.18318,0.195521,0.0382737
22.496,202,1,27,2.15984,2.18318,-0.195521,-0.0382737
22.6074,203,0,4,-2.35619,-2.16093,0.199784,0.0368832
22.6074,203,1,27,2.15984,2.16093,-0.199784,-0.0368832
