t,n,j,x_grid,rho,phi,E_j,Q_net
0.984351,1,1,-2.94524,-0.0192545,-0.0193165,-0.00381765,2.39791e-15
0.984351,1,2,-2.74889,-0.0181374,-0.0181957,-0.00748858,2.39791e-15
0.984351,1,3,-2.55254,-0.0163232,-0.0163757,-0.0108717,2.39791e-15
0.984351,1,4,-2.35619,-0.0138817,-0.0139264,-0.0138371,2.39791e-15
0.984351,1,5,-2.15984,-0.0109068,-0.0109419,-0.0162707,2.39791e-15
0.984351,1,6,-1.9635,-0.00751274,-0.00753692,-0.018079,2.39791e-15
0.984351,1,7,-1.76715,-0.00382996,-0.00384229,-0.0191926,2.39791e-15
0.984351,1,8,-1.5708,2.66454e-15,2.9841e-16,-0.0195686,2.39791e-15
0.984351,1,9,-1.37445,0.00382996,0.00384229,-0.0191926,2.39791e-15
0.984351,1,10,-1.1781,0.00751274,0.00753692,-0.018079,2.39791e-15
0.984351,1,11,-0.981748,0.0109068,0.0109419,-0.0162707,2.39791e-15
0.984351,1,12,-0.785398,0.0138817,0.0139264,-0.0138371,2.39791e-15
0.984351,1,13,-0.589049,0.0163232,0.0163757,-0.0108717,2.39791e-15
0.984351,1,14,-0.392699,0.0181374,0.0181957,-0.00748858,2.39791e-15
0.984351,1,15,-0.19635,0.0192545,0.0193165,-0.00381765,2.39791e-15
0.984351,1,16,0,0.0196317,0.0196949,-1.76697e-17,2.39791e-15
0.984351,1,17,0.19635,0.0192545,0.0193165,0.00381765,2.39791e-15
0.984351,1,18,0.392699,0.0181374,0.0181957,0.00748858,2.39791e-15
0.984351,1,19,0.589049,0.0163232,0.0163757,0.0108717,2.39791e-15
0.984351,1,20,0.785398,0.0138817,0.0139264,0.0138371,2.39791e-15
0.984351,1,21,0.981748,0.0109068,0.0109419,0.0162707,2.39791e-15
0.984351,1,22,1.1781,0.00751274,0.00753692,0.018079,2.39791e-15
0.984351,1,23,1.37445,0.00382996,0.00384229,0.0191926,2.39791e-15
0.984351,1,24,1.5708,-3.10862e-15,-9.84173e-18,0.0195686,2.39791e-15
0.984351,1,25,1.76715,-0.00382996,-0.00384229,0.0191926,2.39791e-15
0.984351,1,26,1.9635,-0.00751274,-0.00753692,0.018079,2.39791e-15
0.984351,1,27,2.15984,-0.0109068,-0.0109419,0.0162707,2.39791e-15
0.984351,1,28,2.35619,-0.0138817,-0.0139264,0.0138371,2.39791e-15
0.984351,1,29,2.55254,-0.0163232,-0.0163757,0.0108717,2.39791e-15
0.984351,1,30,2.74889,-0.0181374,-0.0181957,0.00748858,2.39791e-15
0.984351,1,31,2.94524,-0.0192545,-0.0193165,0.00381765,2.39791e-15
0.984351,1,32,3.14159,-0.0196317,-0.0196949,-1.53727e-15,2.39791e-15
1.9687,2,0,-3.14159,-0.00195463,-0.00168355,3.6223e-16,2.48511e-15
1.9687,2,1,-2.94524,-0.00189603,-0.00164587,-0.000378038,2.48511e-15
1.9687,2,2,-2.74889,-0.00172567,-0.00153509,-0.000733598,2.48511e-15
1.9687,2,3,-2.55254,-0.00145924,-0.00135778,-0.00104628,2.48511e-15
1.9687,2,4,-2.35619,-0.00112061,-0.00112422,-0.00129955,2.48511e-15
1.9687,2,5,-2.15984,-0.000738925,-0.000847452,-0.00148211,2.48511e-15
1.9687,2,6,-1.9635,-0.000344949,-0.000542196,-0.00158852,2.48511e-15
1.9687,2,7,-1.76715,3.25193e-05,-0.000223641,-0.00161919,2.48511e-15
1.9687,2,8,-1.5708,0.000369849,9.36596e-05,-0.00157969,2.48511e-15
1.9687,2,9,-1.37445,0.000650872,0.000396702,-0.00147948,2.48511e-15
1.9687,2,10,-1.1781,0.000867994,0.000674651,-0.00133037,2.48511e-15
1.9687,2,11,-0.981748,0.00102199,0.000919136,-0.00114482,2.48511e-15
1.9687,2,12,-0.785398,0.00112061,0.00112422,-0.000934468,2.48511e-15
1.9687,2,13,-0.589049,0.00117617,0.0012861,-0.000708983,2.48511e-15
1.9687,2,14,-0.392699,0.00120263,0.00140264,-0.000475445,2.48511e-15
1.9687,2,15,-0.19635,0.00121264,0.00147281,-0.000238327,2.48511e-15
1.9687,2,16,0,0.00121494,0.00149623,1.22032e-16,2.48511e-15
1.9687,2,17,0.19635,0.00121264,0.00147281,0.000238327,2.48511e-15
1.9687,2,18,0.392699,0.00120263,0.00140264,0.000475445,2.48511e-15
1.9687,2,19,0.589049,0.00117617,0.0012861,0.000708983,2.48511e-15
1.9687,2,20,0.785398,0.00112061,0.00112422,0.000934468,2.48511e-15
1.9687,2,21,0.981748,0.00102199,0.000919136,0.00114482,2.48511e-15
1.9687,2,22,1.1781,0.000867994,0.000674651,0.00133037,2.48511e-15
1.9687,2,23,1.37445,0.000650872,0.000396702,0.00147948,2.48511e-15
1.9687,2,24,1.5708,0.000369849,9.36596e-05,0.00157969,2.48511e-15
1.9687,2,25,1.76715,3.25193e-05,-0.000223641,0.00161919,2.48511e-15
1.9687,2,26,1.9635,-0.000344949,-0.000542196,0.00158852,2.48511e-15
1.9687,2,27,2.15984,-0.000738925,-0.000847452,0.00148211,2.48511e-15
1.9687,2,28,2.35619,-0.00112061,-0.00112422,0.00129955,2.48511e-15
1.9687,2,29,2.55254,-0.00145924,-0.00135778,0.00104628,2.48511e-15
1.9687,2,30,2.74889,-0.00172567,-0.00153509,0.000733598,2.48511e-15
1.9687,2,31,2.94524,-0.00189603,-0.00164587,0.000378038,2.48511e-15
1.9687,2,32,3.14159,-0.00195463,-0.00168355,3.6223e-16,2.48511e-15
2.95305,3,0,-3.14159,0.0194499,0.0195532,3.0392e-15,-4.79582e-16
2.95305,3,1,-2.94524,0.0190794,0.0191783,0.0037826,-4.79582e-16
2.95305,3,2,-2.74889,0.0179816,0.0180678,0.00742106,-4.79582e-16
2.95305,3,3,-2.55254,0.0161971,0.0162641,0.0107765,-4.79582e-16
2.95305,3,4,-2.35619,0.0137924,0.0138359,0.0137207,-4.79582e-16
2.95305,3,5,-2.15984,0.0108573,0.0108759,0.0161407,-4.79582e-16
2.95305,3,6,-1.9635,0.00750222,0.00749742,0.0179432,-4.79582e-16
2.95305,3,7,-1.76715,0.00385428,0.00382967,0.0190581,-4.79582e-16
2.95305,3,8,-1.5708,5.25319e-05,1.3327e-05,0.0194416,-4.79582e-16
2.95305,3,9,-1.37445,-0.00375716,-0.00380504,0.0190779,-4.79582e-16
2.95305,3,10,-1.1781,-0.00742775,-0.00747856,0.0179799,-4.79582e-16
2.95305,3,11,-0.981748,-0.0108168,-0.0108657,0.0161887,-4.79582e-16
2.95305,3,12,-0.785398,-0.0137921,-0.0138358,0.0137727,-4.79582e-16
2.95305,3,13,-0.589049,-0.0162372,-0.0162743,0.0108246,-4.79582e-16
2.95305,3,14,-0.392699,-0.018056,-0.0180867,0.00745787,-4.79582e-16
2.95305,3,15,-0.19635,-0.0191769,-0.019203,0.00380254,-4.79582e-16
2.95305,3,16,0,-0.0195555,-0.0195799,-7.95139e-17,-4.79582e-16
2.95305,3,17,0.19635,-0.0191769,-0.019203,-0.00380254,-4.79582e-16
2.95305,3,18,0.392699,-0.018056,-0.0180867,-0.00745787,-4.79582e-16
2.95305,3,19,0.589049,-0.0162372,-0.0162743,-0.0108246,-4.79582e-16
2.95305,3,20,0.785398,-0.0137921,-0.0138358,-0.0137727,-4.79582e-16
2.95305,3,21,0.981748,-0.0108168,-0.0108657,-0.0161887,-4.79582e-16
2.95305,3,22,1.1781,-0.00742775,-0.00747856,-0.0179799,-4.79582e-16
2.95305,3,23,1.37445,-0.00375716,-0.00380504,-0.0190779,-4.79582e-16
2.95305,3,24,1.5708,5.25319e-05,1.3327e-05,-0.0194416,-4.79582e-16
2.95305,3,25,1.76715,0.00385428,0.00382967,-0.0190581,-4.79582e-16
2.95305,3,26,1.9635,0.00750222,0.00749742,-0.0179432,-4.79582e-16
2.95305,3,27,2.15984,0.0108573,0.0108759,-0.0161407,-4.79582e-16
2.95305,3,28,2.35619,0.0137924,0.0138359,-0.0137207,-4.79582e-16
2.95305,3,29,2.55254,0.0161971,0.0162641,-0.0107765,-4.79582e-16
2.95305,3,30,2.74889,0.0179816,0.0180678,-0.00742106,-4.79582e-16
2.95305,3,31,2.94524,0.0190794,0.0191783,-0.0037826,-4.79582e-16
2.95305,3,32,3.14159,0.0194499,0.0195532,3.0392e-15,-4.79582e-16
3.9374,4,0,-3.14159,0.00315856,0.0031688,-8.73548e-16,2.44151e-15
3.9374,4,1,-2.94524,0.00309772,0.00310792,0.000614209,2.44151e-15
3.9374,4,2,-2.74889,0.0029176,0.0029276,0.00120476,2.44151e-15
3.9374,4,3,-2.55254,0.00262533,0.00263481,0.00174894,2.44151e-15
3.9374,4,4,-2.35619,0.0022324,0.0022408,0.00222584,2.44151e-15
3.9374,4,5,-2.15984,0.00175409,0.00176072,0.00261722,2.44151e-15
3.9374,4,6,-1.9635,0.00120883,0.00121302,0.0029081,2.44151e-15
3.9374,4,7,-1.76715,0.000617442,0.000618712,0.0030874,2.44151e-15
3.9374,4,8,-1.5708,2.38228e-06,6.00897e-07,0.00314825,2.44151e-15
3.9374,4,9,-1.37445,-0.000613046,-0.000617602,0.00308829,2.44151e-15
3.9374,4,10,-1.1781,-0.00120548,-0.00121217,0.00290976,2.44151e-15
3.9374,4,11,-0.981748,-0.0017523,-0.00176026,0.00261938,2.44151e-15
3.9374,4,12,-0.785398,-0.00223243,-0.0022408,0.00222818,2.44151e-15
3.9374,4,13,-0.589049,-0.00262716,-0.00263527,0.00175109,2.44151e-15
3.9374,4,14,-0.392699,-0.00292095,-0.00292845,0.00120641,2.44151e-15
3.9374,4,15,-0.19635,-0.00310208,-0.00310902,0.0006151,2.44151e-15
3.9374,4,16,0,-0.00316328,-0.00317,8.39313e-17,2.44151e-15
3.9374,4,17,0.19635,-0.00310208,-0.00310902,-0.0006151,2.44151e-15
3.9374,4,18,0.392699,-0.00292095,-0.00292845,-0.00120641,2.44151e-15
3.9374,4,19,0.589049,-0.00262716,-0.00263527,-0.00175109,2.44151e-15
3.9374,4,20,0.785398,-0.00223243,-0.0022408,-0.00222818,2.44151e-15
3.9374,4,21,0.981748,-0.0017523,-0.00176026,-0.00261938,2.44151e-15
3.9374,4,22,1.1781,-0.00120548,-0.00121217,-0.00290976,2.44151e-15
3.9374,4,23,1.37445,-0.000613046,-0.000617602,-0.00308829,2.44151e-15
3.9374,4,24,1.5708,2.38228e-06,6.00897e-07,-0.00314825,2.44151e-15
3.9374,4,25,1.76715,0.000617442,0.000618712,-0.0030874,2.44151e-15
3.9374,4,26,1.9635,0.00120883,0.00121302,-0.0029081,2.44151e-15
3.9374,4,27,2.15984,0.00175409,0.00176072,-0.00261722,2.44151e-15
3.9374,4,28,2.35619,0.0022324,0.0022408,-0.00222584,2.44151e-15
3.9374,4,29,2.55254,0.00262533,0.00263481,-0.00174894,2.44151e-15
3.9374,4,30,2.74889,0.0029176,0.0029276,-0.00120476,2.44151e-15
3.9374,4,31,2.94524,0.00309772,0.00310792,-0.000614209,2.44151e-15
3.9374,4,32,3.14159,0.00315856,0.0031688,-8.73548e-16,2.44151e-15
4.92175,5,0,-3.14159,-0.0192043,-0.0192998,-2.20872e-15,2.5723e-15
4.92175,5,1,-2.94524,-0.0188381,-0.0189297,-0.0037348,2.5723e-15
4.92175,5,2,-2.74889,-0.0177528,-0.0178332,-0.0073271,2.5723e-15
4.92175,5,3,-2.55254,-0.0159889,-0.0160523,-0.0106397,2.5723e-15
4.92175,5,4,-2.35619,-0.0136124,-0.013655,-0.0135458,2.5723e-15
4.92175,5,5,-2.15984,-0.0107122,-0.0107329,-0.0159339,2.5723e-15
4.92175,5,6,-1.9635,-0.00739804,-0.00739779,-0.0177118,2.5723e-15
4.92175,5,7,-1.76715,-0.00379564,-0.00377747,-0.0188108,2.5723e-15
4.92175,5,8,-1.5708,-4.26472e-05,-1.08219e-05,-0.0191876,2.5723e-15
4.92175,5,9,-1.37445,0.00371679,0.00375747,-0.0188269,2.5723e-15
4.92175,5,10,-1.1781,0.00733756,0.00738247,-0.0177416,2.5723e-15
4.92175,5,11,-0.981748,0.0106793,0.0107246,-0.0159728,2.5723e-15
4.92175,5,12,-0.785398,0.0136121,0.013655,-0.013588,2.5723e-15
4.92175,5,13,-0.589049,0.0160215,0.0160606,-0.0106787,2.5723e-15
4.92175,5,14,-0.392699,0.0178133,0.0178485,-0.00735701,2.5723e-15
4.92175,5,15,-0.19635,0.0189172,0.0189497,-0.003751,2.5723e-15
4.92175,5,16,0,0.0192901,0.0193215,1.94367e-16,2.5723e-15
4.92175,5,17,0.19635,0.0189172,0.0189497,0.003751,2.5723e-15
4.92175,5,18,0.392699,0.0178133,0.0178485,0.00735701,2.5723e-15
4.92175,5,19,0.589049,0.0160215,0.0160606,0.0106787,2.5723e-15
4.92175,5,20,0.785398,0.0136121,0.013655,0.013588,2.5723e-15
4.92175,5,21,0.981748,0.0106793,0.0107246,0.0159728,2.5723e-15
4.92175,5,22,1.1781,0.00733756,0.00738247,0.0177416,2.5723e-15
4.92175,5,23,1.37445,0.00371679,0.00375747,0.0188269,2.5723e-15
4.92175,5,24,1.5708,-4.26472e-05,-1.08219e-05,0.0191876,2.5723e-15
4.92175,5,25,1.76715,-0.00379564,-0.00377747,0.0188108,2.5723e-15
4.92175,5,26,1.9635,-0.00739804,-0.00739779,0.0177118,2.5723e-15
4.92175,5,27,2.15984,-0.0107122,-0.0107329,0.0159339,2.5723e-15
4.92175,5,28,2.35619,-0.0136124,-0.013655,0.0135458,2.5723e-15
4.92175,5,29,2.55254,-0.0159889,-0.0160523,0.0106397,2.5723e-15
4.92175,5,30,2.74889,-0.0177528,-0.0178332,0.0073271,2.5723e-15
4.92175,5,31,2.94524,-0.0188381,-0.0189297,0.0037348,2.5723e-15
4.92175,5,32,3.14159,-0.0192043,-0.0192998,-2.20872e-15,2.5723e-15
5.9061,6,0,-3.14159,-0.00506016,-0.0048162,-9.85088e-16,5.4062e-15
5.9061,6,1,-2.94524,-0.00494323,-0.00471866,-0.00098208,5.4062e-15
5.9061,6,2,-2.74889,-0.00459989,-0.00443054,-0.00191897,5.4062e-15
5.9061,6,3,-2.55254,-0.00405186,-0.00396508,-0.00276836,5.4062e-15
5.9061,6,4,-2.35619,-0.00333293,-0.00334341,-0.00349336,5.4062e-15
5.9061,6,5,-2.15984,-0.0024858,-0.00259324,-0.00406461,5.4062e-15
5.9061,6,6,-1.9635,-0.00155818,-0.00174724,-0.00446163,5.4062e-15
5.9061,6,7,-1.76715,-0.000598569,-0.000841168,-0.00467336,5.4062e-15
5.9061,6,8,-1.5708,0.000347511,8.79831e-05,-0.00469801,5.4062e-15
5.9061,6,9,-1.37445,0.00124064,0.00100374,-0.0045421,5.4062e-15
5.9061,6,10,-1.1781,0.00204948,0.00187166,-0.00421909,5.4062e-15
5.9061,6,11,-0.981748,0.00275155,0.00266057,-0.00374775,5.4062e-15
5.9061,6,12,-0.785398,0.00333271,0.0033434,-0.00315043,5.4062e-15
5.9061,6,13,-0.589049,0.00378582,0.00389774,-0.00245157,5.4062e-15
5.9061,6,14,-0.392699,0.00410859,0.00430613,-0.00167654,5.4062e-15
5.9061,6,15,-0.19635,0.00430145,0.00455611,-0.000850882,5.4062e-15
5.9061,6,16,0,0.00436556,0.00464027,-2.45168e-16,5.4062e-15
5.9061,6,17,0.19635,0.00430145,0.00455611,0.000850882,5.4062e-15
5.9061,6,18,0.392699,0.00410859,0.00430613,0.00167654,5.4062e-15
5.9061,6,19,0.589049,0.00378582,0.00389774,0.00245157,5.4062e-15
5.9061,6,20,0.785398,0.00333271,0.0033434,0.00315043,5.4062e-15
5.9061,6,21,0.981748,0.00275155,0.00266057,0.00374775,5.4062e-15
5.9061,6,22,1.1781,0.00204948,0.00187166,0.00421909,5.4062e-15
5.9061,6,23,1.37445,0.00124064,0.00100374,0.0045421,5.4062e-15
5.9061,6,24,1.5708,0.000347511,8.79831e-05,0.00469801,5.4062e-15
5.9061,6,25,1.76715,-0.000598569,-0.000841168,0.00467336,5.4062e-15
5.9061,6,26,1.9635,-0.00155818,-0.00174724,0.00446163,5.4062e-15
5.9061,6,27,2.15984,-0.0024858,-0.00259324,0.00406461,5.4062e-15
5.9061,6,28,2.35619,-0.00333293,-0.00334341,0.00349336,5.4062e-15
5.9061,6,29,2.55254,-0.00405186,-0.00396508,0.00276836,5.4062e-15
5.9061,6,30,2.74889,-0.00459989,-0.00443054,0.00191897,5.4062e-15
5.9061,6,31,2.94524,-0.00494323,-0.00471866,0.00098208,5.4062e-15
5.9061,6,32,3.14159,-0.00506016,-0.0048162,-9.85088e-16,5.4062e-15
6.89045,7,0,-3.14159,0.0187522,0.0189008,5.02704e-15,-3.48787e-16
6.89045,7,1,-2.94524,0.0183991,0.0185393,0.00364732,-3.48787e-16
6.89045,7,2,-2.74889,0.0173519,0.0174685,0.00715716,-3.48787e-16
6.89045,7,3,-2.55254,0.0156474,0.0157287,0.0103969,-3.48787e-16
6.89045,7,4,-2.35619,0.0133461,0.0133857,0.0132433,-3.48787e-16
6.89045,7,5,-2.15984,0.0105307,0.0105281,0.0155874,-3.48787e-16
6.89045,7,6,-1.9635,0.0073042,0.0072645,0.0173383,-3.48787e-16
6.89045,7,7,-1.76715,0.00378664,0.00371933,0.0184272,-3.48787e-16
6.89045,7,8,-1.5708,0.000111091,2.81682e-05,0.0188098,-3.48787e-16
6.89045,7,9,-1.37445,-0.00358129,-0.00366727,0.0184691,-3.48787e-16
6.89045,7,10,-1.1781,-0.00714683,-0.00722465,0.0174159,-3.48787e-16
6.89045,7,11,-0.981748,-0.0104453,-0.0105065,0.0156888,-3.48787e-16
6.89045,7,12,-0.785398,-0.0133457,-0.0133856,0.0133531,-3.48787e-16
6.89045,7,13,-0.589049,-0.0157323,-0.0157503,0.0104984,-3.48787e-16
6.89045,7,14,-0.392699,-0.0175093,-0.0175083,0.00723493,-3.48787e-16
6.89045,7,15,-0.19635,-0.018605,-0.0185914,0.00368942,-3.48787e-16
6.89045,7,16,0,-0.0189752,-0.0189572,-5.30092e-16,-3.48787e-16
6.89045,7,17,0.19635,-0.018605,-0.0185914,-0.00368942,-3.48787e-16
6.89045,7,18,0.392699,-0.0175093,-0.0175083,-0.00723493,-3.48787e-16
6.89045,7,19,0.589049,-0.0157323,-0.0157503,-0.0104984,-3.48787e-16
6.89045,7,20,0.785398,-0.0133457,-0.0133856,-0.0133531,-3.48787e-16
6.89045,7,21,0.981748,-0.0104453,-0.0105065,-0.0156888,-3.48787e-16
6.89045,7,22,1.1781,-0.00714683,-0.00722465,-0.0174159,-3.48787e-16
6.89045,7,23,1.37445,-0.00358129,-0.00366727,-0.0184691,-3.48787e-16
6.89045,7,24,1.5708,0.000111091,2.81682e-05,-0.0188098,-3.48787e-16
6.89045,7,25,1.76715,0.00378664,0.00371933,-0.0184272,-3.48787e-16
6.89045,7,26,1.9635,0.0073042,0.0072645,-0.0173383,-3.48787e-16
6.89045,7,27,2.15984,0.0105307,0.0105281,-0.0155874,-3.48787e-16
6.89045,7,28,2.35619,0.0133461,0.0133857,-0.0132433,-3.48787e-16
6.89045,7,29,2.55254,0.0156474,0.0157287,-0.0103969,-3.48787e-16
6.89045,7,30,2.74889,0.0173519,0.0174685,-0.00715716,-3.48787e-16
6.89045,7,31,2.94524,0.0183991,0.0185393,-0.00364732,-3.48787e-16
6.89045,7,32,3.14159,0.0187522,0.0189008,5.02704e-15,-3.48787e-16
7.8748,8,0,-3.14159,0.0062295,0.00625384,8.21643e-16,-1.70034e-15
7.8748,8,1,-2.94524,0.00610987,0.00613376,0.00121141,-1.70034e-15
7.8748,8,2,-2.74889,0.00575563,0.00577812,0.00237631,-1.70034e-15
7.8748,8,3,-2.55254,0.00518062,0.00520058,0.00344997,-1.70034e-15
7.8748,8,4,-2.35619,0.00440714,0.00442332,0.00439125,-1.70034e-15
7.8748,8,5,-2.15984,0.00346498,0.00347614,0.00516409,-1.70034e-15
7.8748,8,6,-1.9635,0.00239017,0.00239538,0.00573892,-1.70034e-15
7.8748,8,7,-1.76715,0.0012236,0.00122248,0.0060937,-1.70034e-15
7.8748,8,8,-1.5708,9.48705e-06,2.39254e-06,0.00621476,-1.70034e-15
7.8748,8,9,-1.37445,-0.00120609,-0.00121806,0.00609728,-1.70034e-15
7.8748,8,10,-1.1781,-0.00237683,-0.00239201,0.00574553,-1.70034e-15
7.8748,8,11,-0.981748,-0.00345784,-0.00347432,0.00517271,-1.70034e-15
7.8748,8,12,-0.785398,-0.00440725,-0.00442333,0.00440056,-1.70034e-15
7.8748,8,13,-0.589049,-0.00518792,-0.00520242,0.00345856,-1.70034e-15
7.8748,8,14,-0.392699,-0.00576897,-0.0057815,0.00238287,-1.70034e-15
7.8748,8,15,-0.19635,-0.00612722,-0.00613817,0.00121496,-1.70034e-15
7.8748,8,16,0,-0.00624827,-0.00625861,-9.05575e-17,-1.70034e-15
7.8748,8,17,0.19635,-0.00612722,-0.00613817,-0.00121496,-1.70034e-15
7.8748,8,18,0.392699,-0.00576897,-0.0057815,-0.00238287,-1.70034e-15
7.8748,8,19,0.589049,-0.00518792,-0.00520242,-0.00345856,-1.70034e-15
7.8748,8,20,0.785398,-0.00440725,-0.00442333,-0.00440056,-1.70034e-15
7.8748,8,21,0.981748,-0.00345784,-0.00347432,-0.00517271,-1.70034e-15
7.8748,8,22,1.1781,-0.00237683,-0.00239201,-0.00574553,-1.70034e-15
7.8748,8,23,1.37445,-0.00120609,-0.00121806,-0.00609728,-1.70034e-15
7.8748,8,24,1.5708,9.48705e-06,2.39254e-06,-0.00621476,-1.70034e-15
7.8748,8,25,1.76715,0.0012236,0.00122248,-0.0060937,-1.70034e-15
7.8748,8,26,1.9635,0.00239017,0.00239538,-0.00573892,-1.70034e-15
7.8748,8,27,2.15984,0.00346498,0.00347614,-0.00516409,-1.70034e-15
7.8748,8,28,2.35619,0.00440714,0.00442332,-0.00439125,-1.70034e-15
7.8748,8,29,2.55254,0.00518062,0.00520058,-0.00344997,-1.70034e-15
7.8748,8,30,2.74889,0.00575563,0.00577812,-0.00237631,-1.70034e-15
7.8748,8,31,2.94524,0.00610987,0.00613376,-0.00121141,-1.70034e-15
7.8748,8,32,3.14159,0.0062295,0.00625384,8.21643e-16,-1.70034e-15
8.85916,9,0,-3.14159,-0.0182867,-0.0184055,-3.47211e-15,-4.44703e-15
8.85916,9,1,-2.94524,-0.0179404,-0.018053,-0.00355658,-4.44703e-15
8.85916,9,2,-2.74889,-0.0169138,-0.0170088,-0.00697838,-4.44703e-15
8.85916,9,3,-2.55254,-0.0152438,-0.0153126,-0.0101354,-4.44703e-15
8.85916,9,4,-2.35619,-0.0129907,-0.0130286,-0.0129074,-4.44703e-15
8.85916,9,5,-2.15984,-0.0102371,-0.0102439,-0.0151877,-4.44703e-15
8.85916,9,6,-1.9635,-0.00708504,-0.00706442,-0.0168883,-4.44703e-15
8.85916,9,7,-1.76715,-0.00365326,-0.00361183,-0.0179426,-4.44703e-15
8.85916,9,8,-1.5708,-7.25334e-05,-1.83986e-05,-0.0183083,-4.44703e-15
8.85916,9,9,-1.37445,0.00351917,0.00357783,-0.01797,-4.44703e-15
8.85916,9,10,-1.1781,0.00698223,0.00703839,-0.016939,-4.44703e-15
8.85916,9,11,-0.981748,0.0101812,0.0102298,-0.015254,-4.44703e-15
8.85916,9,12,-0.785398,0.0129904,0.0130286,-0.0129791,-4.44703e-15
8.85916,9,13,-0.589049,0.0152992,0.0153266,-0.0102018,-4.44703e-15
8.85916,9,14,-0.392699,0.0170166,0.0170348,-0.0070292,-4.44703e-15
8.85916,9,15,-0.19635,0.0180749,0.018087,-0.00358409,-4.44703e-15
8.85916,9,16,0,0.0184324,0.0184423,6.62616e-16,-4.44703e-15
8.85916,9,17,0.19635,0.0180749,0.018087,0.00358409,-4.44703e-15
8.85916,9,18,0.392699,0.0170166,0.0170348,0.0070292,-4.44703e-15
8.85916,9,19,0.589049,0.0152992,0.0153266,0.0102018,-4.44703e-15
8.85916,9,20,0.785398,0.0129904,0.0130286,0.0129791,-4.44703e-15
8.85916,9,21,0.981748,0.0101812,0.0102298,0.015254,-4.44703e-15
8.85916,9,22,1.1781,0.00698223,0.00703839,0.016939,-4.44703e-15
8.85916,9,23,1.37445,0.00351917,0.00357783,0.01797,-4.44703e-15
8.85916,9,24,1.5708,-7.25334e-05,-1.83986e-05,0.0183083,-4.44703e-15
8.85916,9,25,1.76715,-0.00365326,-0.00361183,0.0179426,-4.44703e-15
8.85916,9,26,1.9635,-0.00708504,-0.00706442,0.0168883,-4.44703e-15
8.85916,9,27,2.15984,-0.0102371,-0.0102439,0.0151877,-4.44703e-15
