t,n,i,position,velocity,E_i
10.2372,130,1,0.396824,-0.204558,-0.0287288
10.2372,130,2,-0.967175,-0.305532,-0.00188533
10.2372,130,3,-2.67796,-0.128946,-0.0211227
10.316,131,0,2.90695,1.772,0.0664301
10.316,131,1,0.380924,-0.201917,-0.0335434
10.316,131,2,-0.991188,-0.304927,-0.00769379
10.316,131,3,-2.68796,-0.126962,-0.0251929
10.3947,132,0,3.04599,1.76561,0.0810718
10.3947,132,1,0.365261,-0.198898,-0.0383319
10.3947,132,2,-1.01512,-0.303864,-0.0134963
10.3947,132,3,-2.69778,-0.12466,-0.0292436
10.4735,133,0,-3.09868,1.75899,0.0841537
10.4735,133,1,0.349884,-0.195274,-0.046019
10.4735,133,2,-1.03898,-0.302986,-0.0111501
10.4735,133,3,-2.70752,-0.123743,-0.0116435
10.5522,134,0,-2.9609,1.74969,0.118027
10.5522,134,1,0.334829,-0.191173,-0.052083
10.5522,134,2,-1.06276,-0.302011,-0.0123827
10.5522,134,3,-2.71724,-0.12341,-0.00422842
10.631,135,0,-2.8239,1.73961,0.127978
10.631,135,1,0.320103,-0.187007,-0.0528981
10.631,135,2,-1.08636,-0.299687,-0.0295062
10.631,135,3,-2.72673,-0.120425,-0.0379063
10.7097,136,0,-2.68744,1.73291,0.0851193
10.7097,136,1,0.30573,-0.18251,-0.0571088
10.7097,136,2,-1.10973,-0.296807,-0.0365669
10.7097,136,3,-2.73626,-0.121098,0.00855638
10.7885,137,0,-2.55117,1.7305,0.0306249
10.7885,137,1,0.291741,-0.177652,-0.0616923
10.7885,137,2,-1.13284,-0.293478,-0.0422754
10.7885,137,3,-2.74625,-0.126874,0.0733428
10.8672,138,0,-2.41472,1.73267,-0.0275813
10.8672,138,1,0.278161,-0.172437,-0.0662279
10.8672,138,2,-1.15566,-0.289702,-0.0479512
10.8672,138,3,-2.75712,-0.138037,0.14176
10.946,139,0,-2.27819,1.73382,-0.0146238
10.946,139,1,0.265021,-0.166868,-0.0707122
10.946,139,2,-1.17814,-0.285482,-0.0535898
10.946,139,3,-2.76885,-0.148978,0.138926
11.0247,140,0,-2.14165,1.73385,-0.000343829
11.0247,140,1,0.252346,-0.160951,-0.0751417
11.0247,140,2,-1.20025,-0.280821,-0.0591869
11.0247,140,3,-2.78142,-0.159583,0.134672
11.1035,141,0,-2.0052,1.73275,0.0139364
11.1035,141,1,0.240165,-0.15469,-0.079513
11.1035,141,2,-1.22196,-0.275723,-0.0647381
11.1035,141,3,-2.7948,-0.169845,0.130315
11.1822,142,0,-1.86892,1.73053,0.0282058
11.1822,142,1,0.228503,-0.148089,-0.0838226
11.1822,142,2,-1.24324,-0.270192,-0.0702391
11.1822,142,3,-2.80895,-0.179756,0.125856
11.261,143,0,-1.73291,1.72719,0.0424534
11.261,143,1,0.217388,-0.141154,-0.0880672
11.261,143,2,-1.26405,-0.264232,-0.0756857
11.261,143,3,-2.82386,-0.189308,0.1213
11.3397,144,0,-1.59725,1.72272,0.056668
11.3397,144,1,0.206844,-0.13389,-0.0922436
11.3397,144,2,-1.28435,-0.257848,-0.0810736
11.3397,144,3,-2.83949,-0.198494,0.116649
11.4185,145,0,-1.46203,1.71715,0.0708387
11.4185,145,1,0.196898,-0.126302,-0.0963485
11.4185,145,2,-1.30412,-0.251044,-0.0863986
11.4185,145,3,-2.85582,-0.207306,0.111908
11.4972,146,0,-1.32712,1.7132,0.0500488
11.4972,146,1,0.187574,-0.118398,-0.100379
11.4972,146,2,-1.32354,-0.246575,-0.056751
11.4972,146,3,-2.8728,-0.215739,0.107081
11.576,147,0,-1.19222,1.713,0.00264556
11.576,147,1,0.178898,-0.110182,-0.104331
11.576,147,2,-1.34295,-0.246537,-0.000484782
11.576,147,3,-2.89043,-0.223784,0.10217
11.6547,148,0,-1.05695,1.71776,-0.0604342
11.6547,148,1,0.170892,-0.101661,-0.108203
11.6547,148,2,-1.36281,-0.252164,0.0714562
11.6547,148,3,-2.90865,-0.231437,0.0971805
11.7335,149,0,-0.921268,1.72302,-0.066893
11.7335,149,1,0.163581,-0.0928421,-0.11199
11.7335,149,2,-1.38321,-0.258997,0.0867677
11.7335,149,3,-2.92745,-0.238691,0.0921154
11.8122,150,0,-0.785242,1.72735,-0.0549475
11.8122,150,1,0.156987,-0.0837316,-0.115691
11.8122,150,2,-1.40412,-0.265585,0.0836596
11.8122,150,3,-2.94678,-0.24554,0.0869789
11.891,151,0,-0.648965,1.73055,-0.040635
11.891,151,1,0.151134,-0.0743353,-0.119321
11.891,151,2,-1.42552,-0.271761,0.0784306
11.891,151,3,-2.96663,-0.252008,0.0821335
11.9697,152,0,-0.51253,1.73255,-0.0253789
11.9697,152,1,0.146043,-0.0646432,-0.123078
11.9697,152,2,-1.44739,-0.277684,0.0752226
11.9697,152,3,-2.98698,-0.258385,0.0809741
12.0485,153,0,-0.37603,1.73338,-0.0105122
12.0485,153,1,0.141738,-0.0546636,-0.126727
12.0485,153,2,-1.4697,-0.283361,0.0720847
12.0485,153,3,-3.00781,-0.264597,0.0788812
12.1272,154,0,-0.239554,1.73307,0.00393781
12.1272,154,1,0.138242,-0.0444052,-0.130269
12.1272,154,2,-1.49245,-0.288796,0.0690238
12.1272,154,3,-3.02912,-0.270564,0.0757833
12.2059,155,0,-0.10319,1.73165,0.0179448
12.2059,155,1,0.135574,-0.0338765,-0.133702
12.2059,155,2,-1.5156,-0.293997,0.0660457
12.2059,155,3,-3.05087,-0.276204,0.0716101
12.2847,156,0,0.0330683,1.73031,0.0170662
12.2847,156,1,0.133667,-0.0242212,-0.122609
12.2847,156,2,-1.53914,-0.298971,0.0631547
12.2847,156,3,-3.07303,-0.281424,0.0662942
12.3634,157,0,0.169347,1.73057,-0.00333325
12.3634,157,1,0.132332,-0.0169465,-0.0923797
12.3634,157,2,-1.56306,-0.303724,0.0603538
12.3634,157,3,-3.09556,-0.286131,0.0597733
12.4422,158,0,0.305996,1.73526,-0.0595601
12.4422,158,1,0.131163,-0.0148417,-0.0267288
12.4422,158,2,-1.58733,-0.308263,0.0576445
12.4422,158,3,-3.11842,-0.290225,0.0519923
12.5209,159,0,0.443253,1.74299,-0.098139
12.5209,159,1,0.129865,-0.0164833,0.0208474
12.5209,159,2,-1.61195,-0.312596,0.0550265
12.5209,159,3,-3.14154,-0.293604,0.0429058
12.5997,160,0,0.581226,1.75208,-0.115405
12.5997,160,1,0.128278,-0.0201582,0.0466664
12.5997,160,2,-1.63689,-0.31673,0.0524976
12.5997,160,3,3.11832,-0.296162,0.0324809
12.6784,161,0,0.719831,1.76011,-0.101994
12.6784,161,1,0.126418,-0.0236213,0.043976
12.6784,161,2,-1.66211,-0.320194,0.0439915
12.6784,161,3,3.09486,-0.297894,0.021992
12.7572,162,0,0.858982,1.76704,-0.0879856
12.7572,162,1,0.124302,-0.0268698,0.0412528
12.7572,162,2,-1.68754,-0.322977,0.035332
12.7572,162,3,3.07133,-0.298899,0.0127693
12.8359,163,0,0.998588,1.77282,-0.0733915
12.8359,163,1,0.121947,-0.0299012,0.0384943
12.8359,163,2,-1.71314,-0.325067,0.0265427
12.8359,163,3,3.04776,-0.299281,0.00484555
12.9147,164,0,1.13855,1.7774,-0.0582214
12.9147,164,1,0.119371,-0.0327125,0.0356997
12.9147,164,2,-1.73885,-0.326456,0.0176341
12.9147,164,3,3.0242,-0.299142,-0.00176037
12.9934,165,0,1.27879,1.78075,-0.042487
12.9934,165,1,0.116591,-0.0353008,0.0328685
12.9934,165,2,-1.76461,-0.327134,0.00861682
12.9934,165,3,3.00069,-0.298588,-0.00704069
13.0722,166,0,1.41918,1.78281,-0.026202
13.0722,166,1,0.113625,-0.0376633,0.0300012
13.0722,166,2,-1.79037,-0.327095,-0.000498762
13.0722,166,3,2.97724,-0.297722,-0.0109968
13.1509,167,0,1.55963,1.78355,-0.0093816
13.1509,167,1,0.110491,-0.0397973,0.0270985
13.1509,167,2,-1.81606,-0.326331,-0.00970215
13.1509,167,3,2.95388,-0.296648,-0.0136367
13.2297,168,0,1.70003,1.78292,0.00795834
13.2297,168,1,0.107207,-0.0417,0.024162
13.2297,168,2,-1.84164,-0.324836,-0.018983
13.2297,168,3,2.93062,-0.295469,-0.014973
13.3084,169,0,1.84029,1.78105,0.0238225
13.3084,169,1,0.103793,-0.0433592,0.0210691
13.3084,169,2,-1.86706,-0.322774,-0.0261877
13.3084,169,3,2.90746,-0.293996,-0.0187039
13.3872,170,0,1.9803,1.77801,0.0385958
13.3872,170,1,0.100268,-0.0447675,0.0178838
13.3872,170,2,-1.89228,-0.320244,-0.0321234
13.3872,170,3,2.88446,-0.292078,-0.0243563
13.4659,171,0,2.11998,1.77381,0.0533392
13.4659,171,1,0.0966513,-0.0459239,0.0146847
13.4659,171,2,-1.91726,-0.317249,-0.0380342
13.4659,171,3,2.86165,-0.289716,-0.0299898
13.5447,172,0,2.25925,1.76845,0.0680413
13.5447,172,1,0.0929637,-0.0468274,0.0114742
13.5447,172,2,-1.94197,-0.313791,-0.0439155
13.5447,172,3,2.83906,-0.286913,-0.0356001
13.6234,173,0,2.398,1.76194,0.0826906
13.6234,173,1,0.0892249,-0.0474775,0.00825485
13.6234,173,2,-1.96637,-0.309872,-0.0497627
13.6234,173,3,2.81672,-0.28367,-0.0411827
13.7022,174,0,2.53614,1.75428,0.0972758
13.7022,174,1,0.085455,-0.0478735,0.00502906
13.7022,174,2,-1.99043,-0.305496,-0.0555714
13.7022,174,3,2.79467,-0.27999,-0.0467335
13.7809,175,0,2.67359,1.74548,0.111786
13.7809,175,1,0.0816739,-0.0480152,0.00179937
13.7809,175,2,-2.01411,-0.300666,-0.061337
13.7809,175,3,2.77294,-0.275875,-0.052248
13.8597,176,0,2.81059,1.73972,0.0730973
13.8597,176,1,0.0779017,-0.0479025,-0.00143171
13.8597,176,2,-2.03737,-0.295385,-0.067055
13.8597,176,3,2.75125,-0.275512,-0.00461057
13.9384,177,0,2.94751,1.73872,0.0127276
13.9384,177,1,0.0741583,-0.0475354,-0.00466168
13.9384,177,2,-2.06018,-0.289659,-0.0727211
13.9384,177,3,2.72915,-0.280604,0.0646551
14.0172,178,0,3.08469,1.74202,-0.0419438
14.0172,178,1,0.070464,-0.0469132,-0.00790144
14.0172,178,2,-2.08251,-0.28352,-0.0779585
14.0172,178,3,2.70627,-0.290616,0.127143
14.0959,179,0,-3.06108,1.74489,-0.0364998
14.0959,179,1,0.0668434,-0.0459768,-0.0118904
14.0959,179,2,-2.10446,-0.278734,-0.0607702
14.0959,179,3,2.68281,-0.29786,0.0919852
14.1746,180,0,-2.92367,1.74501,-0.00148231
14.1746,180,1,0.0633155,-0.0448004,-0.0149391
14.1746,180,2,-2.12597,-0.273223,-0.0699863
14.1746,180,3,2.65879,-0.305072,0.0915924
14.2534,181,0,-2.78626,1.74487,0.00180147
14.2534,181,1,0.0598962,-0.0434203,-0.0175248
14.2534,181,2,-2.1469,-0.265755,-0.0948362
14.2534,181,3,2.63408,-0.313779,0.110559
14.3321,182,0,-2.64896,1.74359,0.0162162
14.3321,182,1,0.0566054,-0.0417892,-0.0207131
14.3321,182,2,-2.16721,-0.257863,-0.100213
14.3321,182,3,2.60872,-0.322024,0.10471
14.4109,183,0,-2.51184,1.74118,0.0306184
14.4109,183,1,0.0534627,-0.0399083,-0.0238853
14.4109,183,2,-2.18686,-0.249554,-0.105512
14.4109,183,3,2.58275,-0.329803,0.0987792
14.4896,184,0,-2.37499,1.73786,0.0421971
14.4896,184,1,0.0504877,-0.037779,-0.027039
14.4896,184,2,-2.20584,-0.241055,-0.10793
14.4896,184,3,2.5562,-0.337109,0.0927718
14.5684,185,0,-2.23838,1.73482,0.0385462
14.5684,185,1,0.0476998,-0.0354031,-0.0301718
14.5684,185,2,-2.22423,-0.233568,-0.095067
14.5684,185,3,2.52912,-0.343935,0.0866926
14.6471,186,0,-2.10165,1.7362,-0.017445
14.6471,186,1,0.0451182,-0.0327822,-0.0332812
14.6471,186,2,-2.24244,-0.23122,-0.02982
14.6471,186,3,2.50153,-0.350278,0.0805462
14.7259,187,0,-1.96451,1.74158,-0.0683415
14.7259,187,1,0.0427622,-0.0299186,-0.0363648
14.7259,187,2,-2.26084,-0.233612,0.0303689
14.7259,187,3,2.47349,-0.356132,0.0743373
14.8046,188,0,-1.82678,1.74896,-0.0937335
14.8046,188,1,0.0406506,-0.0268143,-0.0394202
14.8046,188,2,-2.27964,-0.238737,0.0650829
14.8046,188,3,2.44502,-0.361493,0.0680708
14.8834,189,0,-1.68856,1.75522,-0.0795245
14.8834,189,1,0.0388023,-0.0234719,-0.042445
14.8834,189,2,-2.29881,-0.243479,0.0602179
14.8834,189,3,2.41617,-0.366356,0.0617516
14.9621,190,0,-1.54994,1.76034,-0.0650078
14.9621,190,1,0.0372357,-0.0198938,-0.045437
14.9621,190,2,-2.31833,-0.247815,0.0550604
14.9621,190,3,2.38698,-0.370717,0.0553845
15.0409,191,0,-1.411,1.76431,-0.0504408
15.0409,191,1,0.0359692,-0.0160829,-0.0483937
15.0409,191,2,-2.33815,-0.251741,0.0498601
15.0409,191,3,2.35748,-0.374574,0.0489744
15.1196,192,0,-1.27184,1.76714,-0.0358347
15.1196,192,1,0.0350209,-0.0120421,-0.0513129
15.1196,192,2,-2.35825,-0.255255,0.0446212
15.1196,192,3,2.32772,-0.377922,0.0425264
15.1984,193,0,-1.13255,1.7688,-0.0212008
15.1984,193,1,0.0344086,-0.00777453,-0.0541923
15.1984,193,2,-2.3786,-0.258354,0.0393477
15.1984,193,3,2.29774,-0.380761,0.0360454
15.2771,194,0,-0.993222,1.76932,-0.00655042
15.2771,194,1,0.0341501,-0.00328355,-0.0570298
15.2771,194,2,-2.39915,-0.261034,0.0340437
15.2771,194,3,2.26757,-0.383087,0.0295365
15.3559,195,0,-0.853942,1.76868,0.008105
15.3559,195,1,0.0342625,0.00142739,-0.059823
15.3559,195,2,-2.41989,-0.263296,0.0287133
15.3559,195,3,2.23726,-0.384898,0.0230047
15.4346,196,0,-0.714803,1.76689,0.0227541
15.4346,196,1,0.0347629,0.00635464,-0.0625698
15.4346,196,2,-2.44077,-0.265135,0.0233606
15.4346,196,3,2.20685,-0.386194,0.016455
15.5134,197,0,-0.575896,1.76395,0.0373856
15.5134,197,1,0.0356681,0.0114944,-0.0652682
15.5134,197,2,-2.46176,-0.266552,0.0179899
15.5134,197,3,2.17637,-0.386973,0.00989264
15.5921,198,0,-0.437311,1.75985,0.0519882
15.5921,198,1,0.0369944,0.0168426,-0.0679159
15.5921,198,2,-2.48282,-0.267544,0.0126052
15.5921,198,3,2.14588,-0.387235,0.00332257
15.6709,199,0,-0.299139,1.75461,0.0665504
15.6709,199,1,0.038758,0.0223952,-0.070511
15.6709,199,2,-2.50394,-0.268112,0.00721072
15.6709,199,3,2.1154,-0.386979,-0.00325007
15.7496,200,0,-0.161469,1.74823,0.081061
15.7496,200,1,0.0409745,0.0281479,-0.0730515
15.7496,200,2,-2.52506,-0.268255,0.00181066
15.7496,200,3,2.08499,-0.386206,-0.0098202
15.8284,201,0,-0.0243061,1.74179,0.081708
15.8284,201,1,0.043574,0.0330094,-0.0617345
15.8284,201,2,-2.54616,-0.267972,-0.00359081
15.8284,201,3,2.05468,-0.384916,-0.0163827
15.9071,202,0,0.11259,1.73841,0.0429615
15.9071,202,1,0.0462419,0.0338787,-0.0110395
15.9071,202,2,-2.56721,-0.267264,-0.00898949
15.9071,202,3,2.02451,-0.38311,-0.0229325
15.9859,203,0,0.249531,1.73897,-0.0071046
15.9859,203,1,0.0485938,0.0298665,0.0509504
15.9859,203,2,-2.58817,-0.266132,-0.0143812
15.9859,203,3,1.99452,-0.380789,-0.0294646
16.0646,204,0,0.38672,1.74212,-0.0400324
16.0646,204,1,0.0503518,0.0223249,0.0957679
16.0646,204,2,-2.609,-0.264576,-0.0197618
16.0646,204,3,1.96476,-0.377957,-0.0359738
16.1434,205,0,0.524173,1.74548,-0.0425941
16.1434,205,1,0.0514266,0.0136488,0.110176
16.1434,205,2,-2.62968,-0.262597,-0.025127
16.1434,205,3,1.93526,-0.374613,-0.0424551
16.2221,206,0,0.661805,1.74776,-0.02894
16.2221,206,1,0.0518298,0.00511908,0.108316
16.2221,206,2,-2.65017,-0.260197,-0.0304728
16.2221,206,3,1.90606,-0.370762,-0.0489035
16.3008,207,0,0.799527,1.7489,-0.0144969
16.3008,207,1,0.051578,-0.00319717,0.105606
16.3008,207,2,-2.67044,-0.257378,-0.0357949
16.3008,207,3,1.87721,-0.366406,-0.055314
16.3796,208,0,0.93725,1.7489,-4.2484e-05
16.3796,208,1,0.0506886,-0.0112935,0.102813
16.3796,208,2,-2.69045,-0.254143,-0.0410893
16.3796,208,3,1.84874,-0.361549,-0.0616816
16.4583,209,0,1.07488,1.74777,0.0144119
16.4583,209,1,0.0491795,-0.0191637,0.0999413
16.4583,209,2,-2.71018,-0.250493,-0.0463519
16.4583,209,3,1.82069,-0.356194,-0.0680014
16.5371,210,0,1.21234,1.74549,0.0288552
16.5371,210,1,0.047069,-0.0268016,0.0969918
16.5371,210,2,-2.72959,-0.246431,-0.0515785
16.5371,210,3,1.7931,-0.350346,-0.0742685
16.6158,211,0,1.34952,1.74209,0.0432761
16.6158,211,1,0.0443757,-0.0342014,0.0939671
16.6158,211,2,-2.74864,-0.241961,-0.0567651
16.6158,211,3,1.76601,-0.344008,-0.080478
16.6946,212,0,1.48635,1.73754,0.0576634
16.6946,212,1,0.0411189,-0.0413572,0.0908695
16.6946,212,2,-2.76731,-0.237086,-0.0619078
16.6946,212,3,1.73946,-0.337187,-0.0866252
16.7733,213,0,1.62278,1.7325,0.064116
16.7733,213,1,0.0373182,-0.0482635,0.0877015
16.7733,213,2,-2.78556,-0.231809,-0.0670024
16.7733,213,3,1.71343,-0.330508,-0.0848151
16.8521,214,0,1.75901,1.72986,0.0334488
16.8521,214,1,0.0329938,-0.054915,0.0844656
16.8521,214,2,-2.80337,-0.226136,-0.0720451
16.8521,214,3,1.68769,-0.326895,-0.0458693
16.9308,215,0,1.89543,1.73248,-0.0332669
16.9308,215,1,0.028166,-0.0613065,0.0811641
16.9308,215,2,-2.8207,-0.22007,-0.077032
16.9308,215,3,1.66177,-0.32919,0.0291348
17.0096,216,0,2.03227,1.73766,-0.0657244
17.0096,216,1,0.0228558,-0.0674331,0.0777997
17.0096,216,2,-2.83752,-0.213616,-0.0819592
17.0096,216,3,1.63541,-0.334693,0.0698838
17.0883,217,0,2.16953,1.74294,-0.067147
17.0883,217,1,0.0170843,-0.07329,0.0743751
17.0883,217,2,-2.85381,-0.206778,-0.0868228
17.0883,217,3,1.60856,-0.340961,0.0795947
17.1671,218,0,2.30711,1.7471,-0.0527512
17.1671,218,1,0.0108733,-0.0788726,0.0708927
17.1671,218,2,-2.86952,-0.199564,-0.0916191
17.1671,218,3,1.58125,-0.346747,0.0734776
17.2458,219,0,2.44492,1.75012,-0.0383145
17.2458,219,1,0.00424452,-0.0841767,0.0673555
17.2458,219,2,-2.88464,-0.191977,-0.0963444
17.2458,219,3,1.55353,-0.352047,0.0673035
17.3246,220,0,2.58289,1.75199,-0.0238482
17.3246,220,1,-0.00277966,-0.0891982,0.063766
17.3246,220,2,-2.89913,-0.184024,-0.100995
17.3246,220,3,1.52543,-0.356857,0.0610772
17.4033,221,0,2.72091,1.75273,-0.00936329
17.4033,221,1,-0.0101767,-0.0939331,0.0601271
17.4033,221,2,-2.91297,-0.17571,-0.105567
17.4033,221,3,1.49699,-0.361172,0.0548036
17.4821,222,0,2.85891,1.75233,0.00512884
17.4821,222,1,-0.0179238,-0.0983777,0.0564415
17.4821,222,2,-2.92612,-0.167044,-0.110058
17.4821,222,3,1.46824,-0.364991,0.0484875
17.5608,223,0,2.99678,1.75078,0.019617
17.5608,223,1,-0.0259977,-0.102529,0.0527123
17.5608,223,2,-2.93857,-0.15803,-0.114463
17.5608,223,3,1.43924,-0.368309,0.0421338
17.6396,224,0,3.13449,1.7488,0.0251817
17.6396,224,1,-0.0343758,-0.106391,0.0490487
17.6396,224,2,-2.95035,-0.149625,-0.106729
17.6396,224,3,1.41005,-0.370659,0.0298452
17.7183,225,0,-3.01125,1.7453,0.0444346
17.7183,225,1,-0.0430371,-0.109987,0.0456651
17.7183,225,2,-2.96166,-0.143626,-0.0761854
17.7183,225,3,1.38082,-0.371252,0.00752913
17.7971,226,0,-2.87383,1.74511,0.00241199
17.7971,226,1,-0.0519562,-0.113261,0.0415758
17.7971,226,2,-2.97275,-0.140783,-0.0361034
17.7971,226,3,1.3515,-0.372344,0.0138684
17.8758,227,0,-2.73604,1.74975,-0.0589511
17.8758,227,1,-0.0611081,-0.116217,0.0375393
17.8758,227,2,-2.98394,-0.14211,0.0168509
17.8758,227,3,1.32209,-0.373411,0.0135496
17.9546,228,0,-2.59766,1.75732,-0.096062
17.9546,228,1,-0.0704691,-0.118873,0.0337185
17.9546,228,2,-2.99555,-0.147477,0.0681575
17.9546,228,3,1.29265,-0.373884,0.00600966
18.0333,229,0,-2.45878,1.76358,-0.0795382
18.0333,229,1,-0.0800154,-0.121227,0.0298933
18.0333,229,2,-3.00757,-0.15263,0.0654449
18.0333,229,3,1.26321,-0.373764,-0.00152365
18.1121,230,0,-2.31951,1.76855,-0.0631289
18.1121,230,1,-0.0897235,-0.12328,0.0260685
18.1121,230,2,-3.01998,-0.157544,0.0623973
18.1121,230,3,1.23384,-0.373052,-0.00903944
18.1908,231,0,-2.17995,1.77224,-0.046864
18.1908,231,1,-0.0995695,-0.125032,0.0222487
18.1908,231,2,-3.03275,-0.162189,0.0589815
18.1908,231,3,1.20456,-0.371751,-0.0165271
18.2695,232,0,-2.04019,1.77467,-0.0307729
18.2695,232,1,-0.10953,-0.126484,0.018438
18.2695,232,2,-3.04586,-0.166533,0.0551654
18.2695,232,3,1.17544,-0.369863,-0.0239762
18.3483,233,0,-1.90035,1.77584,-0.0148839
18.3483,233,1,-0.119581,-0.127636,0.0146407
18.3483,233,2,-3.05929,-0.170543,0.0509189
18.3483,233,3,1.14651,-0.367392,-0.0313768
18.427,234,0,-1.76051,1.77578,0.000775511
18.427,234,1,-0.129699,-0.128492,0.0108604
18.427,234,2,-3.07301,-0.174182,0.0462143
18.427,234,3,1.11781,-0.364343,-0.0387191
18.5058,235,0,-1.62077,1.7745,0.0161794
18.5058,235,1,-0.139862,-0.129051,0.00710043
18.5058,235,2,-3.08698,-0.177413,0.0410268
18.5058,235,3,1.08941,-0.360721,-0.0459937
18.5845,236,0,-1.48123,1.77204,0.0313029
18.5845,236,1,-0.150045,-0.129316,0.00336396
18.5845,236,2,-3.10117,-0.180195,0.0353355
18.5845,236,3,1.06133,-0.356532,-0.0531918
18.6633,237,0,-1.34197,1.76841,0.0461229
18.6633,237,1,-0.160226,-0.129288,-0.000346386
18.6633,237,2,-3.11554,-0.182489,0.029124
18.6633,237,3,1.03363,-0.351783,-0.0603049
18.742,238,0,-1.20309,1.76363,0.060618
18.742,238,1,-0.170383,-0.128971,-0.00402836
18.742,238,2,-3.13005,-0.184251,0.0223809
18.742,238,3,1.00634,-0.346482,-0.0673248
18.8208,239,0,-1.06467,1.75774,0.0747687
18.8208,239,1,-0.180491,-0.128366,-0.00768016
18.8208,239,2,3.13853,-0.185441,0.0151011
18.8208,239,3,0.97952,-0.340635,-0.0742443
18.8995,240,0,-0.926795,1.75081,0.088039
18.8995,240,1,-0.190529,-0.12747,-0.0113883
18.8995,240,2,3.12388,-0.186016,0.00730822
18.8995,240,3,0.953196,-0.33429,-0.0805791
18.9783,241,0,-0.789539,1.74299,0.0993577
18.9783,241,1,-0.200472,-0.126255,-0.0154252
18.9783,241,2,3.10924,-0.185992,-0.000307327
18.9783,241,3,0.927399,-0.327591,-0.0850681
19.057,242,0,-0.65297,1.73425,0.110929
19.057,242,1,-0.210293,-0.124721,-0.019475
19.057,242,2,3.09464,-0.185408,-0.00741036
19.057,242,3,0.902157,-0.320538,-0.0895598
19.1358,243,0,-0.517162,1.72459,0.122743
19.1358,243,1,-0.219969,-0.122868,-0.0235347
19.1358,243,2,3.08012,-0.184307,-0.013991
19.1358,243,3,0.877498,-0.313132,-0.0940532
19.2145,244,0,-0.382163,1.71431,0.130466
19.2145,244,1,-0.2295,-0.121035,-0.023277
19.2145,244,2,3.06573,-0.182728,-0.0200459
19.2145,244,3,0.853451,-0.305371,-0.0985464
19.2933,245,0,-0.247941,1.70445,0.125215
19.2933,245,1,-0.23897,-0.120261,-0.00982898
19.2933,245,2,3.0515,-0.180714,-0.0255781
19.2933,245,3,0.830043,-0.297257,-0.103037
19.372,246,0,-0.114127,1.69927,0.0658564
19.372,246,1,-0.2488,-0.124823,0.0579314
19.372,246,2,3.03746,-0.178304,-0.0305956
19.372,246,3,0.807301,-0.28879,-0.10752
19.4508,247,0,0.0195768,1.69787,0.0177593
19.4508,247,1,-0.25934,-0.133849,0.114623
19.4508,247,2,3.02364,-0.175539,-0.0351115
19.4508,247,3,0.785254,-0.279971,-0.111994
19.5295,248,0,0.153349,1.69874,-0.0110355
19.5295,248,1,-0.270824,-0.145834,0.152189
19.5295,248,2,3.01006,-0.172457,-0.0391426
19.5295,248,3,0.763929,-0.270801,-0.116452
19.6083,249,0,0.287107,1.69856,0.00228649
19.6083,249,1,-0.283225,-0.157473,0.147802
19.6083,249,2,2.99674,-0.169094,-0.0427095
19.6083,249,3,0.743353,-0.261281,-0.12089
19.687,250,0,0.420766,1.69731,0.0158873
19.687,250,1,-0.296514,-0.168756,0.143283
19.687,250,2,2.98371,-0.165484,-0.0458351
19.687,250,3,0.723555,-0.251414,-0.125301
19.7658,251,0,0.554269,1.69531,0.0253275
19.7658,251,1,-0.310663,-0.179673,0.138633
19.7658,251,2,2.97098,-0.161661,-0.0485449
19.7658,251,3,0.704534,-0.24155,-0.12526
19.8445,252,0,0.687706,1.69448,0.0105803
19.8445,252,1,-0.325642,-0.190214,0.133855
19.8445,252,2,2.95856,-0.157656,-0.0508657
19.8445,252,3,0.686137,-0.233615,-0.100753
19.9233,253,0,0.821395,1.69769,-0.0407616
19.9233,253,1,-0.341421,-0.200369,0.128953
19.9233,253,2,2.94648,-0.153496,-0.0528255
19.9233,253,3,0.667984,-0.230514,-0.0393873
20.002,254,0,0.955651,1.70488,-0.0913
20.002,254,1,-0.357968,-0.210128,0.123929
20.002,254,2,2.93473,-0.149208,-0.0544532
20.002,254,3,0.649699,-0.232201,0.021424
20.0808,255,0,1.09056,1.71318,-0.105379
20.0808,255,1,-0.375254,-0.219506,0.119087
20.0808,255,2,2.92334,-0.144611,-0.0583743
20.0808,255,3,0.631137,-0.235718,0.0446657
20.1595,256,0,1.22606,1.72068,-0.0952855
20.1595,256,1,-0.393248,-0.228498,0.114187
20.1595,256,2,2.91234,-0.139686,-0.0625376
20.1595,256,3,0.612304,-0.239154,0.0436361
20.2382,257,0,1.36206,1.72706,-0.0810877
20.2382,257,1,-0.411919,-0.237097,0.109198
20.2382,257,2,2.90175,-0.134438,-0.0666524
20.2382,257,3,0.593232,-0.24219,0.0385422
20.317,258,0,1.49848,1.73233,-0.0668272
20.317,258,1,-0.431235,-0.245297,0.104124
20.317,258,2,2.8916,-0.128869,-0.0707155
20.317,258,3,0.573952,-0.244821,0.0334184
20.3957,259,0,1.63522,1.73646,-0.0525148
20.3957,259,1,-0.451166,-0.25309,0.0989698
20.3957,259,2,2.88192,-0.122985,-0.0747238
20.3957,259,3,0.554498,-0.247047,0.0282688
20.4745,260,0,1.7722,1.73947,-0.0381617
20.4745,260,1,-0.471677,-0.260472,0.0937387
20.4745,260,2,2.87272,-0.116789,-0.0786742
20.4745,260,3,0.5349,-0.248866,0.0230971
20.5532,261,0,1.90933,1.74134,-0.023779
20.5532,261,1,-0.492737,-0.267436,0.088435
