t,n,i,position,velocity,E_i
10.5522,134,3,2.11406,0.398998,-0.0725214
10.631,135,0,2.32587,0.87128,-0.18202
10.631,135,1,0.364847,-0.256179,0.132316
10.631,135,2,2.07707,1.30363,0.103544
10.631,135,3,2.14582,0.403238,-0.0538408
10.7097,136,0,2.3957,0.886792,-0.19699
10.7097,136,1,0.343904,-0.26595,0.12408
10.7097,136,2,2.17929,1.29818,0.0691889
10.7097,136,3,2.17755,0.402945,0.00372122
10.7885,137,0,2.46679,0.902698,-0.201987
10.7885,137,1,0.322243,-0.275065,0.115748
10.7885,137,2,2.28126,1.29488,0.0420067
10.7885,137,3,2.20901,0.399462,0.0442318
10.8672,138,0,2.53897,0.91659,-0.176403
10.8672,138,1,0.299917,-0.283517,0.107327
10.8672,138,2,2.38326,1.29527,-0.00496446
10.8672,138,3,2.24,0.393631,0.0740411
10.946,139,0,2.61231,0.931335,-0.187251
10.946,139,1,0.276978,-0.291299,0.0988217
10.946,139,2,2.48538,1.29678,-0.0192284
10.946,139,3,2.27033,0.385154,0.107658
11.0247,140,0,2.68665,0.944089,-0.161959
11.0247,140,1,0.253479,-0.298405,0.0902403
11.0247,140,2,2.58783,1.30091,-0.0524452
11.0247,140,3,2.29989,0.375376,0.124164
11.1035,141,0,2.76196,0.95626,-0.154551
11.1035,141,1,0.229474,-0.30483,0.0815888
11.1035,141,2,2.69069,1.30627,-0.0680785
11.1035,141,3,2.32858,0.364269,0.141041
11.1822,142,0,2.8381,0.966902,-0.135135
11.1822,142,1,0.205018,-0.310569,0.0728741
11.1822,142,2,2.79403,1.31231,-0.0766517
11.1822,142,3,2.3564,0.35333,0.138913
11.261,143,0,2.91498,0.976325,-0.119667
11.261,143,1,0.180163,-0.315617,0.064103
11.261,143,2,2.89788,1.3187,-0.0811122
11.261,143,3,2.38338,0.342567,0.136677
11.3397,144,0,2.9925,0.98438,-0.10229
11.3397,144,1,0.154966,-0.31997,0.0552821
11.3397,144,2,3.00227,1.32557,-0.0873262
11.3397,144,3,2.40952,0.331989,0.134335
11.4185,145,0,3.07051,0.990624,-0.0792842
11.4185,145,1,0.12949,-0.323524,0.0451324
11.4185,145,2,3.10716,1.332,-0.0816221
11.4185,145,3,2.43497,0.323177,0.111893
11.4972,146,0,3.14895,0.996147,-0.070132
11.4972,146,1,0.103798,-0.326246,0.0345597
11.4972,146,2,3.21257,1.33856,-0.083306
11.4972,146,3,2.45996,0.317373,0.0737079
11.576,147,0,-3.05526,1.0028,-0.0845442
11.576,147,1,0.0779348,-0.328434,0.0277883
11.576,147,2,-2.96468,1.34522,-0.0845442
11.576,147,3,2.48463,0.313252,0.0523293
11.6547,148,0,-2.97606,1.00571,-0.0369327
11.6547,148,1,0.0519547,-0.329915,0.0188073
11.6547,148,2,-2.85821,1.3521,-0.087333
11.6547,148,3,2.50869,0.305495,0.0985008
11.7335,149,0,-2.89673,1.00742,-0.0216514
11.7335,149,1,0.0259094,-0.330741,0.0104931
11.7335,149,2,-2.75109,1.36026,-0.103712
11.7335,149,3,2.53203,0.296423,0.11521
11.8122,150,0,-2.81742,1.00713,0.00363724
11.8122,150,1,-0.000145839,-0.330869,0.00162272
11.8122,150,2,-2.64321,1.37001,-0.123799
11.8122,150,3,2.55464,0.287088,0.118539
11.891,151,0,-2.73814,1.00684,0.00365351
11.891,151,1,-0.0261554,-0.330288,-0.00737631
11.891,151,2,-2.53463,1.37882,-0.1119
11.891,151,3,2.57653,0.277983,0.115622
11.9697,152,0,-2.65905,1.00429,0.0324439
11.9697,152,1,-0.0520634,-0.328999,-0.0163696
11.9697,152,2,-2.42525,1.38896,-0.128691
11.9697,152,3,2.59772,0.269115,0.112617
12.0485,153,0,-2.58012,1.00227,0.0256771
12.0485,153,1,-0.0778142,-0.327003,-0.0253502
12.0485,153,2,-2.31519,1.39761,-0.10985
12.0485,153,3,2.61824,0.26049,0.109524
12.1272,154,0,-2.50148,0.998676,0.0455992
12.1272,154,1,-0.103352,-0.324301,-0.0343112
12.1272,154,2,-2.2044,1.40687,-0.117634
12.1272,154,3,2.63809,0.252115,0.106346
12.2059,155,0,-2.42311,0.995219,0.0438938
12.2059,155,1,-0.128622,-0.320895,-0.0432456
12.2059,155,2,-2.09297,1.41504,-0.103733
12.2059,155,3,2.6573,0.243998,0.103085
12.2847,156,0,-2.34507,0.990987,0.0537419
12.2847,156,1,-0.153569,-0.316789,-0.0521464
12.2847,156,2,-1.98091,1.42302,-0.10134
12.2847,156,3,2.6759,0.236143,0.0997448
12.3634,157,0,-2.26739,0.986478,0.0572613
12.3634,157,1,-0.178137,-0.311985,-0.0610069
12.3634,157,2,-1.86827,1.43031,-0.0925816
12.3634,157,3,2.6939,0.228557,0.0963272
12.4422,158,0,-2.19009,0.981617,0.0617229
12.4422,158,1,-0.202272,-0.306486,-0.06982
12.4422,158,2,-1.75512,1.43698,-0.0847377
12.4422,158,3,2.71132,0.221247,0.0928349
12.5209,159,0,-2.11319,0.976448,0.0656433
12.5209,159,1,-0.22592,-0.300299,-0.078579
12.5209,159,2,-1.64148,1.443,-0.0763349
12.5209,159,3,2.72819,0.214217,0.0892706
12.5997,160,0,-2.03673,0.970974,0.0695129
12.5997,160,1,-0.249027,-0.293426,-0.0872771
12.5997,160,2,-1.52743,1.44834,-0.0678728
12.5997,160,3,2.74453,0.207473,0.0856371
12.6784,161,0,-1.96072,0.9652,0.0733285
12.6784,161,1,-0.271539,-0.285873,-0.0959076
12.6784,161,2,-1.41301,1.45302,-0.0593582
12.6784,161,3,2.76036,0.201021,0.0819373
12.7572,162,0,-1.88519,0.959129,0.0770874
12.7572,162,1,-0.293403,-0.277647,-0.104464
12.7572,162,2,-1.29827,1.45702,-0.0507976
12.7572,162,3,2.7757,0.194865,0.0781739
12.8359,163,0,-1.81016,0.952767,0.0807864
12.8359,163,1,-0.314567,-0.268753,-0.112939
12.8359,163,2,-1.18327,1.46034,-0.0421975
12.8359,163,3,2.79059,0.18901,0.0743499
12.9147,164,0,-1.73566,0.946119,0.0844229
12.9147,164,1,-0.334978,-0.259199,-0.121326
12.9147,164,2,-1.06806,1.46298,-0.0335648
12.9147,164,3,2.80503,0.18346,0.0704683
12.9934,165,0,-1.6617,0.93919,0.0879939
12.9934,165,1,-0.354586,-0.248992,-0.12962
12.9934,165,2,-0.952702,1.46494,-0.0249061
12.9934,165,3,2.81907,0.178221,0.0665321
13.0722,166,0,-1.58831,0.931985,0.0914967
13.0722,166,1,-0.373339,-0.238139,-0.137813
13.0722,166,2,-0.83724,1.46622,-0.016228
13.0722,166,3,2.83272,0.173296,0.0625443
13.1509,167,0,-1.51551,0.924509,0.0949286
13.1509,167,1,-0.391187,-0.22665,-0.145899
13.1509,167,2,-0.721731,1.46681,-0.00753736
13.1509,167,3,2.846,0.168689,0.058508
13.2297,168,0,-1.44331,0.916769,0.0982869
13.2297,168,1,-0.408081,-0.214533,-0.153872
13.2297,168,2,-0.606229,1.46672,0.00115911
13.2297,168,3,2.85895,0.164403,0.0544264
13.3084,169,0,-1.37175,0.908771,0.101569
13.3084,169,1,-0.424015,-0.20235,-0.154708
13.3084,169,2,-0.490745,1.4665,0.0028368
13.3084,169,3,2.87158,0.160441,0.0503026
13.3872,170,0,-1.30083,0.90052,0.104772
13.3872,170,1,-0.439301,-0.194109,-0.10465
13.3872,170,2,-0.374975,1.47014,-0.0462617
13.3872,170,3,2.88393,0.156808,0.0461398
13.4659,171,0,-1.23059,0.892024,0.107895
13.4659,171,1,-0.454284,-0.19026,-0.0488784
13.4659,171,2,-0.258578,1.47809,-0.100957
13.4659,171,3,2.89602,0.153505,0.0419412
13.5447,172,0,-1.16103,0.883288,0.110933
13.5447,172,1,-0.469206,-0.189493,-0.00973364
13.5447,172,2,-0.141319,1.48903,-0.13891
13.5447,172,3,2.90787,0.150536,0.0377101
13.6234,173,0,-1.09218,0.87432,0.113886
13.6234,173,1,-0.484153,-0.189809,0.00401417
13.6234,173,2,-0.0231224,1.50095,-0.15135
13.6234,173,3,2.91952,0.147901,0.0334498
13.7022,174,0,-1.02405,0.865126,0.11675
13.7022,174,1,-0.499078,-0.189526,-0.00359633
13.7022,174,2,0.095957,1.51216,-0.142317
13.7022,174,3,2.93098,0.145605,0.0291635
13.7809,175,0,-0.956667,0.855714,0.119524
13.7809,175,1,-0.513933,-0.188644,-0.011204
13.7809,175,2,0.215862,1.52264,-0.133174
13.7809,175,3,2.9423,0.143648,0.0248547
13.8597,176,0,-0.890039,0.84609,0.122205
13.8597,176,1,-0.528672,-0.187163,-0.0188031
13.8597,176,2,0.336536,1.5324,-0.123928
13.8597,176,3,2.95348,0.142031,0.0205266
13.9384,177,0,-0.824189,0.836217,0.125375
13.9384,177,1,-0.543249,-0.185112,-0.0260409
13.9384,177,2,0.457922,1.54144,-0.114807
13.9384,177,3,2.96457,0.140796,0.015686
14.0172,178,0,-0.759135,0.826094,0.128548
14.0172,178,1,-0.557621,-0.182504,-0.0331163
14.0172,178,2,0.579964,1.54978,-0.105859
14.0172,178,3,2.97559,0.139947,0.0107864
14.0959,179,0,-0.694829,0.816607,0.120474
14.0959,179,1,-0.571812,-0.180212,-0.0291141
14.0959,179,2,0.702608,1.55742,-0.0970422
14.0959,179,3,2.98657,0.139472,0.00602643
14.1746,180,0,-0.631099,0.809288,0.0929423
14.1746,180,1,-0.585967,-0.179754,-0.00581622
14.1746,180,2,0.8258,1.56438,-0.0883639
14.1746,180,3,2.99755,0.139361,0.001408
14.2534,181,0,-0.567747,0.804494,0.0608786
14.2534,181,1,-0.600258,-0.181475,0.0218603
14.2534,181,2,0.949487,1.57067,-0.0798332
14.2534,181,3,3.00854,0.139603,-0.00306726
14.3321,182,0,-0.504552,0.802494,0.0254051
14.3321,182,1,-0.614877,-0.185633,0.0528002
14.3321,182,2,1.07362,1.57629,-0.0714597
14.3321,182,3,3.01958,0.140185,-0.00739795
14.4109,183,0,-0.441318,0.802987,-0.00626991
14.4109,183,1,-0.62999,-0.191917,0.0798019
14.4109,183,2,1.19814,1.58128,-0.0632539
14.4109,183,3,3.03069,0.141097,-0.0115829
14.4896,184,0,-0.377877,0.805619,-0.0334209
14.4896,184,1,-0.645736,-0.199961,0.102146
14.4896,184,2,1.323,1.58563,-0.0552269
14.4896,184,3,3.0419,0.142327,-0.0156213
14.5684,185,0,-0.314123,0.809601,-0.0505687
14.5684,185,1,-0.662192,-0.208967,0.114359
14.5684,185,2,1.44816,1.58936,-0.0473906
14.5684,185,3,3.05323,0.143864,-0.0195123
14.6471,186,0,-0.250067,0.813425,-0.0485499
14.6471,186,1,-0.679313,-0.217415,0.107282
14.6471,186,2,1.57357,1.59249,-0.0397573
14.6471,186,3,3.0647,0.145695,-0.0232557
14.7259,187,0,-0.185723,0.817095,-0.0466093
14.7259,187,1,-0.697055,-0.225303,0.100165
14.7259,187,2,1.69917,1.59503,-0.0323401
14.7259,187,3,3.07634,0.14781,-0.0268512
14.8046,188,0,-0.1211,0.820619,-0.0447511
14.8046,188,1,-0.715374,-0.232628,0.0930164
14.8046,188,2,1.82494,1.59702,-0.0251525
14.8046,188,3,3.08817,0.150196,-0.0302992
14.8834,189,0,-0.0562118,0.824004,-0.0429801
14.8834,189,1,-0.734225,-0.239388,0.0858443
14.8834,189,2,1.95081,1.59845,-0.0182086
14.8834,189,3,3.1002,0.152842,-0.0336002
14.9621,190,0,0.00893301,0.827256,-0.0413016
14.9621,190,1,-0.753564,-0.245582,0.0786571
14.9621,190,2,2.07676,1.59936,-0.0115228
14.9621,190,3,3.11247,0.155736,-0.0367551
15.0409,191,0,0.0743241,0.830384,-0.039721
15.0409,191,1,-0.773347,-0.251209,0.0714632
15.0409,191,2,2.20273,1.59976,-0.00510987
15.0409,191,3,3.12498,0.158868,-0.0397654
15.1196,192,0,0.139952,0.833396,-0.0382444
15.1196,192,1,-0.793527,-0.25627,0.0642705
15.1196,192,2,2.32871,1.59968,0.00101495
15.1196,192,3,3.13775,0.162225,-0.042633
15.1984,193,0,0.205809,0.8363,-0.0368778
15.1984,193,1,-0.814062,-0.260766,0.0570872
15.1984,193,2,2.45464,1.59914,0.00683622
15.1984,193,3,3.15081,0.165797,-0.0453602
15.2771,194,0,0.271885,0.839071,-0.0351891
15.2771,194,1,-0.834905,-0.264673,0.049612
15.2771,194,2,2.58048,1.598,0.0144268
15.2771,194,3,-3.11902,0.169579,-0.0480245
15.3559,195,0,0.338168,0.841711,-0.0335251
15.3559,195,1,-0.855994,-0.267806,0.0397814
15.3559,195,2,2.70615,1.5959,0.0267741
15.3559,195,3,-3.10537,0.173313,-0.0474258
15.4346,196,0,0.404646,0.844196,-0.0315552
15.4346,196,1,-0.877274,-0.270226,0.0307411
15.4346,196,2,2.83159,1.59291,0.0379184
15.4346,196,3,-3.09142,0.177167,-0.0489343
15.5134,197,0,0.471308,0.846512,-0.0294116
15.5134,197,1,-0.898687,-0.271928,0.0216099
15.5134,197,2,2.95672,1.58902,0.0493751
15.5134,197,3,-3.07715,0.181186,-0.0510338
15.5921,198,0,0.538139,0.848679,-0.02752
15.5921,198,1,-0.920183,-0.272969,0.0132124
15.5921,198,2,3.0815,1.58452,0.0572254
15.5921,198,3,-3.06256,0.185276,-0.0519349
15.6709,199,0,0.60516,0.851075,-0.0304192
15.6709,199,1,-0.94176,-0.273998,0.0130673
15.6709,199,2,3.20617,1.58314,0.0174668
15.6709,199,3,-3.04776,0.187985,-0.0344047
15.7496,200,0,0.672362,0.853385,-0.0293358
15.7496,200,1,-0.963401,-0.27482,0.0104392
15.7496,200,2,-2.95232,1.58354,-0.00513845
15.7496,200,3,-3.0328,0.189974,-0.0252659
15.8284,201,0,0.739685,0.854913,-0.0194124
15.8284,201,1,-0.984949,-0.273621,-0.0152152
15.8284,201,2,-2.82763,1.58341,0.0016793
15.8284,201,3,-3.01803,0.18761,0.0300263
15.9071,202,0,0.807107,0.856174,-0.0160067
15.9071,202,1,-1.00634,-0.271633,-0.0252475
15.9071,202,2,-2.70279,1.58529,-0.023786
15.9071,202,3,-3.00365,0.182583,0.0638369
15.9859,203,0,0.874609,0.857185,-0.012835
15.9859,203,1,-1.02751,-0.268898,-0.0347379
15.9859,203,2,-2.57769,1.58864,-0.0425599
15.9859,203,3,-2.98983,0.175518,0.0897184
16.0646,204,0,0.942169,0.857936,-0.0095381
16.0646,204,1,-1.04842,-0.265417,-0.0442056
16.0646,204,2,-2.45236,1.59148,-0.0361278
16.0646,204,3,-2.97656,0.168434,0.0899598
16.1434,205,0,1.00977,0.858418,-0.00612729
16.1434,205,1,-1.06898,-0.261193,-0.0536397
16.1434,205,2,-2.32685,1.59379,-0.0292842
16.1434,205,3,-2.96385,0.161395,0.0893859
16.2221,206,0,1.07738,0.858624,-0.00261364
16.2221,206,1,-1.08916,-0.256229,-0.0630296
16.2221,206,2,-2.20121,1.59552,-0.0220509
16.2221,206,3,-2.95169,0.154461,0.0880483
16.3008,207,0,1.14499,0.858546,0.000992027
16.3008,207,1,-1.10889,-0.250531,-0.0723651
16.3008,207,2,-2.07547,1.59666,-0.014451
16.3008,207,3,-2.94006,0.147689,0.0859982
16.3796,208,0,1.21257,0.858215,0.00420692
16.3796,208,1,-1.12812,-0.244138,-0.0811788
16.3796,208,2,-1.94971,1.59711,-0.00565226
16.3796,208,3,-2.92894,0.141182,0.0826241
16.4583,209,0,1.28011,0.857674,0.00686588
16.4583,209,1,-1.14679,-0.2371,-0.0893709
16.4583,209,2,-1.82396,1.59677,0.00427999
16.4583,209,3,-2.91831,0.135022,0.078225
16.5371,210,0,1.3476,0.856924,0.00951952
16.5371,210,1,-1.16485,-0.229423,-0.0974936
16.5371,210,2,-1.69831,1.59565,0.0142089
16.5371,210,3,-2.90813,0.129213,0.0737652
16.6158,211,0,1.415,0.855966,0.0121658
16.6158,211,1,-1.18227,-0.221111,-0.105541
16.6158,211,2,-1.5728,1.59375,0.0241269
16.6158,211,3,-2.89839,0.12376,0.0692482
16.6946,212,0,1.48232,0.854801,0.0148026
16.6946,212,1,-1.19897,-0.212173,-0.113506
16.6946,212,2,-1.44751,1.59107,0.0340261
16.6946,212,3,-2.88904,0.118667,0.0646776
16.7733,213,0,1.54952,0.853428,0.0174279
16.7733,213,1,-1.21497,-0.20313,-0.11483
16.7733,213,2,-1.32245,1.58813,0.0373448
16.7733,213,3,-2.88007,0.113938,0.0600568
16.8521,214,0,1.6166,0.85185,0.0200398
16.8521,214,1,-1.23044,-0.196458,-0.0847359
16.8521,214,2,-1.19744,1.5874,0.00930669
16.8521,214,3,-2.87144,0.109576,0.0553895
16.9308,215,0,1.68354,0.850068,0.0226361
16.9308,215,1,-1.24577,-0.194708,-0.022221
16.9308,215,2,-1.07212,1.59142,-0.0510942
16.9308,215,3,-2.86313,0.105585,0.0506792
17.0096,216,0,1.75033,0.848082,0.0252149
17.0096,216,1,-1.26124,-0.196451,0.0221371
17.0096,216,2,-0.946221,1.59877,-0.0932816
17.0096,216,3,-2.8551,0.101968,0.0459296
17.0883,217,0,1.81694,0.845895,0.0277741
17.0883,217,1,-1.27699,-0.199918,0.0440266
17.0883,217,2,-0.819621,1.60766,-0.112945
17.0883,217,3,-2.84732,0.0987281,0.0411445
17.1671,218,0,1.88337,0.843508,0.0303118
17.1671,218,1,-1.29295,-0.202774,0.0362698
17.1671,218,2,-0.692383,1.61577,-0.102909
17.1671,218,3,-2.83977,0.0958673,0.0363274
17.2458,219,0,1.94959,0.840923,0.0328259
17.2458,219,1,-1.3091,-0.205017,0.0284849
17.2458,219,2,-0.564569,1.62307,-0.0927931
17.2458,219,3,-2.83242,0.0933882,0.0314822
17.3246,220,0,2.01559,0.838142,0.0353147
17.3246,220,1,-1.32537,-0.206646,0.020678
17.3246,220,2,-0.436243,1.62958,-0.0826052
17.3246,220,3,-2.82523,0.0912925,0.0266126
17.4033,221,0,2.08136,0.835167,0.0377761
17.4033,221,1,-1.34172,-0.207658,0.012855
17.4033,221,2,-0.307468,1.63528,-0.0723534
17.4033,221,3,-2.81818,0.0895819,0.0217223
17.4821,222,0,2.14688,0.832001,0.0402081
17.4821,222,1,-1.35811,-0.208054,0.005022
17.4821,222,2,-0.178308,1.64016,-0.0620454
17.4821,222,3,-2.81123,0.0882577,0.0168152
17.5608,223,0,2.21213,0.828645,0.0426091
17.5608,223,1,-1.37448,-0.207832,-0.00281486
17.5608,223,2,-0.0488281,1.64423,-0.0516893
17.5608,223,3,-2.80435,0.087321,0.0118951
17.6396,224,0,2.2771,0.825103,0.044977
17.6396,224,1,-1.39078,-0.206993,-0.0106495
17.6396,224,2,0.080908,1.64748,-0.0412932
17.6396,224,3,-2.79752,0.0867725,0.00696578
17.7183,225,0,2.34179,0.821378,0.04731
17.7183,225,1,-1.40696,-0.205538,-0.018476
17.7183,225,2,0.210836,1.64991,-0.0308651
17.7183,225,3,-2.7907,0.0866125,0.00203105
17.7971,226,0,2.40616,0.817472,0.0496063
17.7971,226,1,-1.42298,-0.203468,-0.0262881
17.7971,226,2,0.34089,1.65152,-0.020413
17.7971,226,3,-2.78386,0.0868413,-0.00290527
17.8758,227,0,2.47021,0.813387,0.0518642
17.8758,227,1,-1.4388,-0.200784,-0.0340798
17.8758,227,2,0.471006,1.65231,-0.00994512
17.8758,227,3,-2.77697,0.0874587,-0.00783933
17.9546,228,0,2.53393,0.809128,0.0540819
17.9546,228,1,-1.45435,-0.197489,-0.0418451
17.9546,228,2,0.601118,1.65226,0.000530472
17.9546,228,3,-2.77,0.0884641,-0.0127673
18.0333,229,0,2.5973,0.804698,0.0562577
18.0333,229,1,-1.46959,-0.193585,-0.049578
18.0333,229,2,0.731162,1.6514,0.0110057
18.0333,229,3,-2.76293,0.0898567,-0.0176854
18.1121,230,0,2.66031,0.8001,0.0583899
18.1121,230,1,-1.48448,-0.189075,-0.0572724
18.1121,230,2,0.861074,1.64971,0.0214723
18.1121,230,3,-2.75571,0.0916357,-0.0225898
18.1908,231,0,2.72294,0.795338,0.0604768
18.1908,231,1,-1.49897,-0.183962,-0.0649225
18.1908,231,2,0.990787,1.64719,0.0319223
18.1908,231,3,-2.74832,0.0937994,-0.0274766
18.2695,232,0,2.78518,0.790415,0.0625168
18.2695,232,1,-1.513,-0.178251,-0.0725222
18.2695,232,2,1.12024,1.64386,0.0423476
18.2695,232,3,-2.74074,0.0963463,-0.0323422
18.3483,233,0,2.84702,0.785335,0.0645084
18.3483,233,1,-1.52655,-0.171946,-0.0800657
18.3483,233,2,1.24936,1.6397,0.05274
18.3483,233,3,-2.73292,0.0992743,-0.0371827
18.427,234,0,2.90846,0.780102,0.0664499
18.427,234,1,-1.53954,-0.165052,-0.0875471
18.427,234,2,1.37809,1.63474,0.0630916
18.427,234,3,-2.72484,0.102581,-0.0419944
18.5058,235,0,2.96946,0.77472,0.06834
18.5058,235,1,-1.55195,-0.157574,-0.0949607
18.5058,235,2,1.50637,1.62896,0.0733942
18.5058,235,3,-2.71647,0.106265,-0.0467735
18.5845,236,0,3.03007,0.769584,0.0652253
18.5845,236,1,-1.56374,-0.149754,-0.0993095
18.5845,236,2,1.63415,1.6226,0.0807366
18.5845,236,3,-2.70782,0.109909,-0.0462807
18.6633,237,0,3.09035,0.765482,0.0520881
18.6633,237,1,-1.57492,-0.141957,-0.0990082
18.6633,237,2,1.76141,1.61608,0.0827927
18.6633,237,3,-2.69893,0.112897,-0.0379454
18.742,238,0,3.15041,0.762694,0.0354099
18.742,238,1,-1.58549,-0.134195,-0.0985645
18.742,238,2,1.88815,1.6095,0.0836029
18.742,238,3,-2.68985,0.115239,-0.0297367
18.8208,239,0,-3.07283,0.761266,0.0181251
18.8208,239,1,-1.59545,-0.126414,-0.0988134
18.8208,239,2,2.01437,1.60282,0.084767
18.8208,239,3,-2.68063,0.11707,-0.0232535
18.8995,240,0,-3.01318,0.757529,0.0474619
18.8995,240,1,-1.60469,-0.117381,-0.114703
18.8995,240,2,2.13995,1.59467,0.103525
18.8995,240,3,-2.67115,0.120455,-0.0429837
18.9783,241,0,-2.95393,0.752305,0.0663324
18.9783,241,1,-1.61313,-0.107209,-0.129178
18.9783,241,2,2.26477,1.58504,0.122309
18.9783,241,3,-2.66129,0.125209,-0.0603706
19.057,242,0,-2.89518,0.746066,0.0792269
19.057,242,1,-1.62068,-0.0959016,-0.143589
19.057,242,2,2.38871,1.57384,0.142118
19.057,242,3,-2.65095,0.131315,-0.0775339
19.1358,243,0,-2.83686,0.740601,0.069398
19.1358,243,1,-1.6273,-0.0839757,-0.151444
19.1358,243,2,2.51169,1.56177,0.15338
19.1358,243,3,-2.64016,0.136932,-0.0713333
19.2145,244,0,-2.77891,0.735935,0.0592538
19.2145,244,1,-1.63293,-0.0715282,-0.158067
19.2145,244,2,2.63367,1.54893,0.162957
19.2145,244,3,-2.62898,0.141983,-0.0641435
19.2933,245,0,-2.72128,0.7318,0.0525069
19.2933,245,1,-1.63754,-0.0585688,-0.164567
19.2933,245,2,2.75457,1.53536,0.172408
19.2933,245,3,-2.61743,0.146736,-0.0603472
19.372,246,0,-2.6639,0.728647,0.0400426
19.372,246,1,-1.64109,-0.0451076,-0.17094
19.372,246,2,2.87435,1.52105,0.181725
19.372,246,3,-2.60556,0.150738,-0.0508273
19.4508,247,0,-2.60664,0.727177,0.0186642
19.4508,247,1,-1.64355,-0.031155,-0.17718
19.4508,247,2,2.99295,1.50601,0.190901
19.4508,247,3,-2.59349,0.153288,-0.032385
19.5295,248,0,-2.54942,0.726601,0.00732528
19.5295,248,1,-1.6449,-0.0172132,-0.177044
19.5295,248,2,3.11047,1.49232,0.173945
19.5295,248,3,-2.58139,0.153621,-0.00423035
19.6083,249,0,-2.49226,0.725815,0.00997472
19.6083,249,1,-1.64522,-0.00401332,-0.167622
19.6083,249,2,3.22732,1.48389,0.106977
19.6083,249,3,-2.56953,0.150636,0.037911
19.687,250,0,-2.4351,0.725882,-0.000848201
19.687,250,1,-1.6445,0.00911408,-0.166701
19.687,250,2,-2.93954,1.47715,0.0856222
19.687,250,3,-2.55805,0.145694,0.0627526
19.7658,251,0,-2.37754,0.730995,-0.0649294
19.7658,251,1,-1.64254,0.0249266,-0.200799
19.7658,251,2,-2.82462,1.45933,0.226289
19.7658,251,3,-2.54683,0.142589,0.03944
19.8445,252,0,-2.31942,0.737952,-0.088352
19.8445,252,1,-1.6393,0.0411768,-0.206356
19.8445,252,2,-2.71116,1.44083,0.234931
19.8445,252,3,-2.53597,0.137881,0.0597771
19.9233,253,0,-2.26073,0.74533,-0.0936839
19.9233,253,1,-1.63474,0.057852,-0.211753
19.9233,253,2,-2.5991,1.42303,0.226039
19.9233,253,3,-2.5256,0.131629,0.0793986
20.002,254,0,-2.20147,0.752572,-0.0919642
20.002,254,1,-1.62884,0.0749392,-0.216986
20.002,254,2,-2.4882,1.40831,0.186898
20.002,254,3,-2.51599,0.122017,0.122053
20.0808,255,0,-2.14167,0.75939,-0.0865864
20.0808,255,1,-1.62156,0.0924253,-0.222051
20.0808,255,2,-2.37817,1.39723,0.140686
20.0808,255,3,-2.50743,0.108791,0.167951
20.1595,256,0,-2.08127,0.766919,-0.0956073
20.1595,256,1,-1.61287,0.110297,-0.226944
20.1595,256,2,-2.26879,1.38898,0.104726
20.1595,256,3,-2.50021,0.0916382,0.217825
20.2382,257,0,-2.02046,0.772246,-0.0676466
20.2382,257,1,-1.60275,0.128539,-0.23166
20.2382,257,2,-2.15983,1.38368,0.0673543
20.2382,257,3,-2.49443,0.0733724,0.231953
20.317,258,0,-1.95925,0.777252,-0.063571
20.317,258,1,-1.59116,0.14714,-0.236197
20.317,258,2,-2.05123,1.37908,0.058377
20.317,258,3,-2.49015,0.0543633,0.241391
20.3957,259,0,-1.89781,0.78019,-0.037298
20.3957,259,1,-1.57809,0.166065,-0.240331
20.3957,259,2,-1.94289,1.37582,0.0415052
20.3957,259,3,-2.48733,0.035769,0.236124
20.4745,260,0,-1.83629,0.781285,-0.0139158
20.4745,260,1,-1.5635,0.18521,-0.243117
20.4745,260,2,-1.83471,1.37374,0.0263588
20.4745,260,3,-2.48595,0.0176039,0.230674
20.5532,261,0,-1.77484,0.7803,0.0125192
20.5532,261,1,-1.54738,0.204795,-0.248698
20.5532,261,2,-1.7266,1.37286,0.0111342
20.5532,261,3,-2.48596,-0.000117969,0.225045
20.632,262,0,-1.71362,0.777391,0.0369347
20.632,262,1,-1.52979,0.223271,-0.234628
20.632,262,2,-1.61835,1.37456,-0.0215478
20.632,262,3,-2.48733,-0.0173828,0.219241
20.7107,263,0,-1.65267,0.77409,0.0419196
20.7107,263,1,-1.51112,0.237135,-0.176056
20.7107,263,2,-1.50962,1.38079,-0.0791316
20.7107,263,3,-2.49002,-0.0341772,0.213268
20.7895,264,0,-1.59193,0.771239,0.0362004
20.7895,264,1,-1.4917,0.246647,-0.120789
20.7895,264,2,-1.40012,1.39044,-0.122541
20.7895,264,3,-2.49399,-0.0504882,0.207129
20.8682,265,0,-1.53153,0.767029,0.0534674
20.8682,265,1,-1.47186,0.251896,-0.0666561
20.8682,265,2,-1.28946,1.40522,-0.187641
20.8682,265,3,-2.49921,-0.0663032,0.20083
20.947,266,0,-1.47137,0.763917,0.0395103
20.947,266,1,-1.45184,0.254229,-0.0296232
20.947,266,2,-1.17754,1.4213,-0.204262
20.947,266,3,-2.50564,-0.0816098,0.194375
21.0257,267,0,-1.41142,0.761374,0.0322947
21.0257,267,1,-1.43191,0.253032,0.0152033
21.0257,267,2,-1.06416,1.43983,-0.235267
21.0257,267,3,-2.51323,-0.0963962,0.187769
21.1045,268,0,-1.35155,0.760274,0.0139715
21.1045,268,1,-1.41219,0.250519,0.0319071
21.1045,268,2,-0.949366,1.4577,-0.226896
21.1045,268,3,-2.52195,-0.110651,0.181018
