t,n,dt,Kinetic Energy,Electric Energy,Total Energy
0,0,0.19687,0.0016,4.71103e-31,0.0016
0.19687,1,0.19687,0.0016,2.40602e-05,0.00162406
0.39374,2,0.19687,0.00136376,8.89943e-05,0.00145276
0.59061,3,0.19687,0.000962438,0.000175245,0.00113768
0.78748,4,0.19687,0.000516905,0.000256833,0.000773739
0.984351,5,0.19687,0.000161355,0.000309187,0.000470542
1.18122,6,0.19687,2.87873e-06,0.000316538,0.000319416
1.37809,7,0.19687,8.92098e-05,0.000276671,0.000365881
1.57496,8,0.19687,0.000394348,0.000201595,0.000595942
1.77183,9,0.19687,0.000826388,0.000113922,0.00094031
1.9687,10,0.19687,0.00125521,4.00587e-05,0.00129526
2.16557,11,0.19687,0.00155165,2.25234e-06,0.0015539
2.36244,12,0.19687,0.00162642,1.18898e-05,0.00163831
2.55931,13,0.19687,0.00145702,6.60683e-05,0.00152309
2.75618,14,0.19687,0.00109445,0.00014847,0.00124292
2.95305,15,0.19687,0.000647922,0.000234275,0.000882197
3.14992,16,0.19687,0.000251924,0.000297641,0.000549565
3.34679,17,0.19687,2.57256e-05,0.000319481,0.000345207
3.54366,18,0.19687,3.74544e-05,0.000293217,0.000330672
3.74053,19,0.19687,0.000283576,0.00022676,0.000510337
3.9374,20,0.19687,0.000689959,0.000140126,0.000830085
4.13427,21,0.19687,0.0011342,5.94073e-05,0.00119361
4.33114,22,0.19687,0.0014825,8.91639e-06,0.00149142
4.52801,23,0.19687,0.00162995,3.86041e-06,0.00163381
4.72488,24,0.19687,0.00153214,4.57622e-05,0.00157791
4.92175,25,0.19687,0.00121854,0.000122001,0.00134054
5.11862,26,0.19687,0.000783583,0.000209615,0.000993198
5.31549,27,0.19687,0.000358291,0.000282216,0.000640507
5.51236,28,0.19687,7.07568e-05,0.000317936,0.000388693
5.70923,29,0.19687,7.58475e-06,0.000306018,0.000313603
5.9061,30,0.19687,0.000187804,0.000250052,0.000437855
6.10297,31,0.19687,0.000557135,0.000166893,0.000724028
6.29984,32,0.19687,0.00100434,8.15897e-05,0.00108593
6.49671,33,0.19687,0.00139472,1.98343e-05,0.00141456
6.69358,34,0.19687,0.00161071,2.27086e-07,0.00161094
6.89045,35,0.19687,0.00158725,2.86737e-05,0.00161592
7.08732,36,0.19687,0.0013314,9.66061e-05,0.001428
7.28419,37,0.19687,0.000920224,0.000183564,0.00110379
7.48106,38,0.19687,0.000477566,0.000263355,0.000740921
7.67793,39,0.19687,0.000136748,0.000311948,0.000448696
7.8748,40,0.19687,4.19257e-07,0.000314706,0.000315126
8.07168,41,0.19687,0.000109641,0.000270799,0.000380439
8.26855,42,0.19687,0.000431513,0.00019345,0.000624963
8.46542,43,0.19687,0.000869089,0.000105956,0.000975046
8.66229,44,0.19687,0.00129057,3.46703e-05,0.00132524
8.85916,45,0.19687,0.00156902,1.06246e-06,0.00157008
9.05603,46,0.19687,0.00162056,1.52551e-05,0.00163581
9.2529,47,0.19687,0.00142967,7.29735e-05,0.00150264
9.44977,48,0.19687,0.00105384,0.000156834,0.00121068
9.64664,49,0.19687,0.00060628,0.000241577,0.000847858
9.84351,50,0.19687,0.000221783,0.000301681,0.000523464
