i,x_i,v_i,E_i
0,-3.08971,-0.00183714,-0.00575782
1,-2.98576,-0.00547359,-0.0172951
2,-2.88239,-0.0100547,-0.0282646
3,-2.77894,-0.0155974,-0.0388247
4,-2.67578,-0.022162,-0.0489003
5,-2.57372,-0.0303514,-0.05855
6,-2.46877,-0.0367321,-0.0674697
7,-2.36965,-0.0443612,-0.0753067
8,-2.26637,-0.0484713,-0.0822923
9,-2.1665,-0.05219,-0.0883611
10,-2.06461,-0.0541778,-0.0940785
11,-1.9646,-0.0562569,-0.0994104
12,-1.86301,-0.05707,-0.103913
13,-1.76367,-0.0586125,-0.107757
14,-1.66378,-0.0589677,-0.110211
15,-1.56517,-0.059532,-0.11167
16,-1.46697,-0.0593504,-0.111837
17,-1.36914,-0.0588768,-0.110917
18,-1.27261,-0.0581993,-0.108957
19,-1.17557,-0.056705,-0.105767
20,-1.08052,-0.0555782,-0.101948
21,-0.984334,-0.0531592,-0.096836
22,-0.890371,-0.0514853,-0.0913876
23,-0.794767,-0.0480014,-0.0843051
24,-0.701108,-0.0449896,-0.0771517
25,-0.60504,-0.0379612,-0.0675412
26,-0.51086,-0.0319776,-0.0581195
27,-0.415983,-0.0243222,-0.0477585
28,-0.322444,-0.017449,-0.0375045
29,-0.22967,-0.0119781,-0.0270195
30,-0.137804,-0.00720628,-0.01656
31,-0.0458386,-0.00236879,-0.00561258
32,0.0458386,0.00236879,0.00561258
33,0.137804,0.00720628,0.01656
34,0.22967,0.0119781,0.0270195
35,0.322444,0.017449,0.0375045
36,0.415983,0.0243222,0.0477585
37,0.51086,0.0319776,0.0581195
38,0.60504,0.0379612,0.0675412
39,0.701108,0.0449896,0.0771517
40,0.794767,0.0480014,0.0843051
41,0.890371,0.0514853,0.0913876
42,0.984334,0.0531592,0.096836
43,1.08052,0.0555782,0.101948
44,1.17557,0.056705,0.105767
45,1.27261,0.0581993,0.108957
46,1.36914,0.0588768,0.110917
47,1.46697,0.0593504,0.111837
48,1.56517,0.059532,0.11167
49,1.66378,0.0589677,0.110211
50,1.76367,0.0586125,0.107757
51,1.86301,0.05707,0.103913
52,1.9646,0.0562569,0.0994104
53,2.06461,0.0541778,0.0940785
54,2.1665,0.05219,0.0883611
55,2.26637,0.0484713,0.0822923
56,2.36965,0.0443612,0.0753067
57,2.46877,0.0367321,0.0674697
58,2.57372,0.0303514,0.05855
59,2.67578,0.022162,0.0489003
60,2.77894,0.0155974,0.0388247
61,2.88239,0.0100547,0.0282646
62,2.98576,0.00547359,0.0172951
63,3.08971,0.00183714,0.00575782
