i,x_i,v_i,E_i
0,-3.09522,-0.00206249,0.00502913
1,-3.00224,-0.00614831,0.0151139
2,-2.91014,-0.00962122,0.0264342
3,-2.81815,-0.0118317,0.0406726
4,-2.72719,-0.01405,0.0550214
5,-2.63845,-0.0152341,0.0714173
6,-2.54352,-0.0138387,0.0889584
7,-2.45648,-0.0158675,0.0998111
8,-2.35945,-0.0137672,0.111157
9,-2.26656,-0.0152718,0.117745
10,-2.16919,-0.0158398,0.122659
11,-2.07491,-0.0183436,0.126715
12,-1.9769,-0.0196851,0.13037
13,-1.88204,-0.0219307,0.133252
14,-1.78424,-0.0228123,0.135425
15,-1.68722,-0.0235705,0.136752
16,-1.58902,-0.0236775,0.136644
17,-1.48986,-0.0231096,0.135806
18,-1.3914,-0.022609,0.133324
19,-1.29012,-0.0207812,0.130164
20,-1.19132,-0.019703,0.125475
21,-1.08842,-0.0169675,0.120196
22,-0.98902,-0.0154169,0.113983
23,-0.885705,-0.013521,0.106677
24,-0.785814,-0.0137454,0.0972206
25,-0.678637,-0.0123663,0.0858613
26,-0.57585,-0.0138524,0.0720757
27,-0.468775,-0.0128077,0.0577486
28,-0.363796,-0.0117582,0.0437617
29,-0.259597,-0.00951825,0.0305383
30,-0.156299,-0.00628601,0.0183091
31,-0.0521225,-0.002269,0.0060705
32,0.0521225,0.002269,-0.0060705
33,0.156299,0.00628601,-0.0183091
34,0.259597,0.00951825,-0.0305383
35,0.363796,0.0117582,-0.0437617
36,0.468775,0.0128077,-0.0577486
37,0.57585,0.0138524,-0.0720757
38,0.678637,0.0123663,-0.0858613
39,0.785814,0.0137454,-0.0972206
40,0.885705,0.013521,-0.106677
41,0.98902,0.0154169,-0.113983
42,1.08842,0.0169675,-0.120196
43,1.19132,0.019703,-0.125475
44,1.29012,0.0207812,-0.130164
45,1.3914,0.022609,-0.133324
46,1.48986,0.0231096,-0.135806
47,1.58902,0.0236775,-0.136644
48,1.68722,0.0235705,-0.136752
49,1.78424,0.0228123,-0.135425
50,1.88204,0.0219307,-0.133252
51,1.9769,0.0196851,-0.13037
52,2.07491,0.0183436,-0.126715
53,2.16919,0.0158398,-0.122659
54,2.26656,0.0152718,-0.117745
55,2.35945,0.0137672,-0.111157
56,2.45648,0.0158675,-0.0998111
57,2.54352,0.0138387,-0.0889584
58,2.63845,0.0152341,-0.0714173
59,2.72719,0.01405,-0.0550214
60,2.81815,0.0118317,-0.0406726
61,2.91014,0.00962122,-0.0264342
62,3.00224,0.00614831,-0.0151139
63,3.09522,0.00206249,-0.00502913
