i,x_i,v_i,E_i
0,-3.09304,0.00374168,0.000113574
1,-2.9956,0.0112983,0.000341497
2,-2.89764,0.019537,-0.00061862
3,-2.79646,0.0297138,-0.00329755
4,-2.69652,0.039186,-0.00775291
5,-2.59681,0.0489043,-0.0149355
6,-2.48622,0.0617402,-0.0235014
7,-2.3941,0.065759,-0.0313056
8,-2.28531,0.0747188,-0.03835
9,-2.18909,0.078264,-0.0419132
10,-2.08789,0.082295,-0.0441697
11,-1.99284,0.0850379,-0.0441704
12,-1.89238,0.0890328,-0.0439449
13,-1.79743,0.090996,-0.0432969
14,-1.69815,0.0937839,-0.0427178
15,-1.60077,0.0948331,-0.0424422
16,-1.50267,0.0951359,-0.0422345
17,-1.40371,0.0945343,-0.0423512
18,-1.30712,0.0923193,-0.0424149
19,-1.20674,0.0900549,-0.0420466
20,-1.11133,0.0856628,-0.041619
21,-1.00989,0.0826478,-0.0389554
22,-0.914148,0.0781151,-0.0364415
23,-0.81462,0.0738465,-0.0318493
24,-0.722612,0.0667484,-0.0275652
25,-0.622494,0.060007,-0.0221621
26,-0.532407,0.0491086,-0.0171989
27,-0.435082,0.0399026,-0.0120914
28,-0.339903,0.030511,-0.00718572
29,-0.243876,0.0215744,-0.00391266
30,-0.147337,0.0130538,-0.00162738
31,-0.0492534,0.00444206,-0.000261747
32,0.0492534,-0.00444206,0.000261747
33,0.147337,-0.0130538,0.00162738
34,0.243876,-0.0215744,0.00391266
35,0.339903,-0.030511,0.00718572
36,0.435082,-0.0399026,0.0120914
37,0.532407,-0.0491086,0.0171989
38,0.622494,-0.060007,0.0221621
39,0.722612,-0.0667484,0.0275652
40,0.81462,-0.0738465,0.0318493
41,0.914148,-0.0781151,0.0364415
42,1.00989,-0.0826478,0.0389554
43,1.11133,-0.0856628,0.041619
44,1.20674,-0.0900549,0.0420466
45,1.30712,-0.0923193,0.0424149
46,1.40371,-0.0945343,0.0423512
47,1.50267,-0.0951359,0.0422345
48,1.60077,-0.0948331,0.0424422
49,1.69815,-0.0937839,0.0427178
50,1.79743,-0.090996,0.0432969
51,1.89238,-0.0890328,0.0439449
52,1.99284,-0.0850379,0.0441704
53,2.08789,-0.082295,0.0441697
54,2.18909,-0.078264,0.0419132
55,2.28531,-0.0747188,0.03835
56,2.3941,-0.065759,0.0313056
57,2.48622,-0.0617402,0.0235014
58,2.59681,-0.0489043,0.0149355
59,2.69652,-0.039186,0.00775291
60,2.79646,-0.0297138,0.00329755
61,2.89764,-0.019537,0.00061862
62,2.9956,-0.0112983,-0.000341497
63,3.09304,-0.00374168,-0.000113574
