i,x_i,v_i,E_i
0,-3.09253,5.69461e-05,-6.03004e-05
1,-2.99439,0.000170838,-0.000180901
2,-2.89626,0.000284699,-0.000301581
3,-2.79812,0.00039852,-0.000422363
4,-2.69999,0.000512733,-0.000542399
5,-2.60185,0.000627625,-0.000661159
6,-2.50372,0.000739505,-0.000783446
7,-2.40559,0.000844325,-0.000913807
8,-2.30745,0.000958833,-0.00104383
9,-2.20927,0.00110602,-0.00117275
10,-2.11111,0.00126317,-0.00126765
11,-2.01308,0.00146738,-0.00120103
12,-1.91505,0.00163606,-0.00110646
13,-1.81736,0.00137016,-0.000778321
14,-1.71955,0.00111326,-0.000451028
15,-1.62037,0.000377692,-0.000154568
16,-1.52118,-0.000357878,0.000141892
17,-1.42251,-0.000950864,0.000453238
18,-1.32385,-0.00154502,0.000764722
19,-1.22623,-0.00155385,0.00102553
20,-1.12876,-0.00155633,0.00128262
21,-1.03057,-0.00132319,0.00126332
22,-0.932277,-0.00105765,0.00119768
23,-0.834126,-0.000937095,0.00106015
24,-0.736009,-0.000851937,0.000904025
25,-0.637878,-0.000743643,0.000777684
26,-0.539742,-0.000626971,0.000662432
27,-0.441607,-0.00051227,0.000543327
28,-0.343472,-0.000398557,0.000422267
29,-0.245337,-0.000284734,0.000301492
30,-0.147202,-0.000170837,0.000180906
31,-0.0490674,-5.69442e-05,6.03064e-05
32,0.0490674,5.69442e-05,-6.03064e-05
33,0.147202,0.000170837,-0.000180906
34,0.245337,0.000284734,-0.000301492
35,0.343472,0.000398557,-0.000422267
36,0.441607,0.00051227,-0.000543327
37,0.539742,0.000626971,-0.000662432
38,0.637878,0.000743643,-0.000777684
39,0.736009,0.000851937,-0.000904025
40,0.834126,0.000937095,-0.00106015
41,0.932277,0.00105765,-0.00119768
42,1.03057,0.00132319,-0.00126332
43,1.12876,0.00155633,-0.00128262
44,1.22623,0.00155385,-0.00102553
45,1.32385,0.00154502,-0.000764722
46,1.42251,0.000950864,-0.000453238
47,1.52118,0.000357878,-0.000141892
48,1.62037,-0.000377692,0.000154568
49,1.71955,-0.00111326,0.000451028
50,1.81736,-0.00137016,0.000778321
51,1.91505,-0.00163606,0.00110646
52,2.01308,-0.00146738,0.00120103
53,2.11111,-0.00126317,0.00126765
54,2.20927,-0.00110602,0.00117275
55,2.30745,-0.000958833,0.00104383
56,2.40559,-0.000844325,0.000913807
57,2.50372,-0.000739505,0.000783446
58,2.60185,-0.000627625,0.000661159
59,2.69999,-0.000512733,0.000542399
60,2.79812,-0.00039852,0.000422363
61,2.89626,-0.000284699,0.000301581
62,2.99439,-0.000170838,0.000180901
63,3.09253,-5.69461e-05,6.03004e-05
