i,x_i,v_i,E_i
0,-3.09452,-0.00415015,0.00359808
1,-3.00035,-0.012403,0.0107958
2,-2.90612,-0.0205371,0.0178985
3,-2.81179,-0.0284744,0.0248218
4,-2.71733,-0.0361033,0.031945
5,-2.6227,-0.0433579,0.039842
6,-2.52786,-0.050105,0.0477677
7,-2.43277,-0.0561511,0.0558857
8,-2.33739,-0.0615428,0.0640276
9,-2.2417,-0.0663532,0.0694342
10,-2.14568,-0.0703879,0.0746567
11,-2.04933,-0.0740616,0.0777183
12,-1.95261,-0.0769162,0.0803064
13,-1.85555,-0.0792361,0.0818984
14,-1.75809,-0.0806865,0.0831056
15,-1.66029,-0.0815303,0.0833987
16,-1.56209,-0.0814925,0.0831726
17,-1.46354,-0.0808086,0.0821095
18,-1.36459,-0.0792702,0.0804195
19,-1.26528,-0.0770255,0.0779667
20,-1.16559,-0.0739842,0.074818
21,-1.06556,-0.0702493,0.0709928
22,-0.965183,-0.0658022,0.0664645
23,-0.864495,-0.0607297,0.0613569
24,-0.763513,-0.0550531,0.0556016
25,-0.662269,-0.0488469,0.0493723
26,-0.56079,-0.0421629,0.0425999
27,-0.459111,-0.0350683,0.0354696
28,-0.357263,-0.0276366,0.0279355
29,-0.255283,-0.0199314,0.0201744
30,-0.153209,-0.0120396,0.0121687
31,-0.0510756,-0.00402354,0.00408271
32,0.0510756,0.00402354,-0.00408271
33,0.153209,0.0120396,-0.0121687
34,0.255283,0.0199314,-0.0201744
35,0.357263,0.0276366,-0.0279355
36,0.459111,0.0350683,-0.0354696
37,0.56079,0.0421629,-0.0425999
38,0.662269,0.0488469,-0.0493723
39,0.763513,0.0550531,-0.0556016
40,0.864495,0.0607297,-0.0613569
41,0.965183,0.0658022,-0.0664645
42,1.06556,0.0702493,-0.0709928
43,1.16559,0.0739842,-0.074818
44,1.26528,0.0770255,-0.0779667
45,1.36459,0.0792702,-0.0804195
46,1.46354,0.0808086,-0.0821095
47,1.56209,0.0814925,-0.0831726
48,1.66029,0.0815303,-0.0833987
49,1.75809,0.0806865,-0.0831056
50,1.85555,0.0792361,-0.0818984
51,1.95261,0.0769162,-0.0803064
52,2.04933,0.0740616,-0.0777183
53,2.14568,0.0703879,-0.0746567
54,2.2417,0.0663532,-0.0694342
55,2.33739,0.0615428,-0.0640276
56,2.43277,0.0561511,-0.0558857
57,2.52786,0.050105,-0.0477677
58,2.6227,0.0433579,-0.039842
59,2.71733,0.0361033,-0.031945
60,2.81179,0.0284744,-0.0248218
61,2.90612,0.0205371,-0.0178985
62,3.00035,0.012403,-0.0107958
63,3.09452,0.00415015,-0.00359808
