i,x_i,v_i,E_i
0,-3.09251,-3.2804e-05,-8.71579e-05
1,-2.99435,-9.8412e-05,-0.000261474
2,-2.89619,-0.00016402,-0.00043579
3,-2.79802,-0.000229628,-0.000610106
4,-2.69986,-0.000295236,-0.000784421
5,-2.6017,-0.000360844,-0.000958737
6,-2.50354,-0.000426452,-0.00113305
7,-2.40537,-0.00049206,-0.00130737
8,-2.30721,-0.000557668,-0.00148168
9,-2.20905,-0.000623274,-0.00165597
10,-2.11089,-0.000689015,-0.00183148
11,-2.01272,-0.000755382,-0.00201268
12,-1.91456,-0.00080753,-0.00215693
13,-1.81637,-0.000747425,-0.0020063
14,-1.71818,-0.000668808,-0.00180604
15,-1.61992,-0.000222894,-0.000601636
16,-1.52167,0.000223019,0.000602772
17,-1.42343,0.000542288,0.00146054
18,-1.3252,0.000859499,0.00231279
19,-1.22703,0.000822572,0.00220138
20,-1.12887,0.000754796,0.00200733
21,-1.03071,0.000688879,0.00183024
22,-0.932545,0.000623275,0.00165599
23,-0.834382,0.000557668,0.00148169
24,-0.736219,0.00049206,0.00130737
25,-0.638057,0.000426452,0.00113305
26,-0.539894,0.000360844,0.000958737
27,-0.441732,0.000295236,0.000784421
28,-0.343569,0.000229628,0.000610106
29,-0.245406,0.00016402,0.00043579
30,-0.147244,9.8412e-05,0.000261474
31,-0.0490813,3.2804e-05,8.71579e-05
32,0.0490813,-3.2804e-05,-8.71579e-05
33,0.147244,-9.8412e-05,-0.000261474
34,0.245406,-0.00016402,-0.00043579
35,0.343569,-0.000229628,-0.000610106
36,0.441732,-0.000295236,-0.000784421
37,0.539894,-0.000360844,-0.000958737
38,0.638057,-0.000426452,-0.00113305
39,0.736219,-0.00049206,-0.00130737
40,0.834382,-0.000557668,-0.00148169
41,0.932545,-0.000623275,-0.00165599
42,1.03071,-0.000688879,-0.00183024
43,1.12887,-0.000754796,-0.00200733
44,1.22703,-0.000822572,-0.00220138
45,1.3252,-0.000859499,-0.00231279
46,1.42343,-0.000542288,-0.00146054
47,1.52167,-0.000223019,-0.000602772
48,1.61992,0.000222894,0.000601636
49,1.71818,0.000668808,0.00180604
50,1.81637,0.000747425,0.0020063
51,1.91456,0.00080753,0.00215693
52,2.01272,0.000755382,0.00201268
53,2.11089,0.000689015,0.00183148
54,2.20905,0.000623274,0.00165597
55,2.30721,0.000557668,0.00148168
56,2.40537,0.00049206,0.00130737
57,2.50354,0.000426452,0.00113305
58,2.6017,0.000360844,0.000958737
59,2.69986,0.000295236,0.000784421
60,2.79802,0.000229628,0.000610106
61,2.89619,0.00016402,0.00043579
62,2.99435,9.8412e-05,0.000261474
63,3.09251,3.2804e-05,8.71579e-05
