i,x_i,v_i,E_i
0,-3.09238,0.00467024,-0.000744956
1,-2.99382,0.0140699,-0.00223678
2,-2.89479,0.0232416,-0.00480151
3,-2.79466,0.0322649,-0.00873594
4,-2.69375,0.0411631,-0.0138976
5,-2.59194,0.0492111,-0.0207652
6,-2.48878,0.0578911,-0.027427
7,-2.38874,0.063858,-0.033512
8,-2.28746,0.0705172,-0.0382564
9,-2.18899,0.0756277,-0.0410325
10,-2.08977,0.0808239,-0.043155
11,-1.99175,0.0849238,-0.0441962
12,-1.89285,0.0890034,-0.0451127
13,-1.79472,0.0916328,-0.0457522
14,-1.69623,0.0937441,-0.0462897
15,-1.59807,0.0947269,-0.0465444
16,-1.5,0.0948234,-0.0466969
17,-1.40193,0.0941396,-0.0464541
18,-1.30432,0.0922914,-0.0460458
19,-1.2064,0.0899707,-0.0445582
20,-1.10921,0.0863107,-0.0429576
21,-1.01159,0.0822557,-0.0392872
22,-0.914788,0.0768815,-0.035648
23,-0.817576,0.0711509,-0.0317566
24,-0.721121,0.0642709,-0.0278888
25,-0.624339,0.0571637,-0.0245977
26,-0.52816,0.0491633,-0.0214078
27,-0.431767,0.0409854,-0.0178087
28,-0.335793,0.0321962,-0.0141107
29,-0.239694,0.0232772,-0.0101854
30,-0.143845,0.0140115,-0.0061608
31,-0.0479033,0.0047125,-0.00206857
32,0.0479033,-0.0047125,0.00206857
33,0.143845,-0.0140115,0.0061608
34,0.239694,-0.0232772,0.0101854
35,0.335793,-0.0321962,0.0141107
36,0.431767,-0.0409854,0.0178087
37,0.52816,-0.0491633,0.0214078
38,0.624339,-0.0571637,0.0245977
39,0.721121,-0.0642709,0.0278888
40,0.817576,-0.0711509,0.0317566
41,0.914788,-0.0768815,0.035648
42,1.01159,-0.0822557,0.0392872
43,1.10921,-0.0863107,0.0429576
44,1.2064,-0.0899707,0.0445582
45,1.30432,-0.0922914,0.0460458
46,1.40193,-0.0941396,0.0464541
47,1.5,-0.0948234,0.0466969
48,1.59807,-0.0947269,0.0465444
49,1.69623,-0.0937441,0.0462897
50,1.79472,-0.0916328,0.0457522
51,1.89285,-0.0890034,0.0451127
52,1.99175,-0.0849238,0.0441962
53,2.08977,-0.0808239,0.043155
54,2.18899,-0.0756277,0.0410325
55,2.28746,-0.0705172,0.0382564
56,2.38874,-0.063858,0.033512
57,2.48878,-0.0578911,0.027427
58,2.59194,-0.0492111,0.0207652
59,2.69375,-0.0411631,0.0138976
60,2.79466,-0.0322649,0.00873594
61,2.89479,-0.0232416,0.00480151
62,2.99382,-0.0140699,0.00223678
63,3.09238,-0.00467024,0.000744956
