i,x_i,v_i,E_i
0,-3.09037,-0.00314622,-0.00424867
1,-2.98772,-0.00940589,-0.0127629
2,-2.88588,-0.0164203,-0.0203617
3,-2.78419,-0.0242456,-0.0271688
4,-2.68302,-0.0329342,-0.0332397
5,-2.58335,-0.0431039,-0.0385981
6,-2.48031,-0.0513245,-0.04361
7,-2.38338,-0.0605498,-0.0478602
8,-2.28138,-0.06614,-0.0520576
9,-2.18265,-0.0711551,-0.055837
10,-2.08145,-0.0744205,-0.059815
11,-1.98215,-0.0777218,-0.063838
12,-1.88092,-0.0796044,-0.0675256
13,-1.7821,-0.0820502,-0.0706124
14,-1.68239,-0.0830284,-0.072959
15,-1.58397,-0.0839395,-0.0741622
16,-1.48573,-0.083849,-0.0747158
17,-1.38775,-0.0831705,-0.0740693
18,-1.29099,-0.0820876,-0.0729449
19,-1.19346,-0.0798591,-0.07051
20,-1.098,-0.0778775,-0.0676388
21,-1.00103,-0.0742315,-0.0623944
22,-0.906453,-0.0712677,-0.0572237
23,-0.809705,-0.0659671,-0.0510278
24,-0.715024,-0.0611625,-0.0449643
25,-0.616861,-0.0521736,-0.0406495
26,-0.520859,-0.0442726,-0.0365471
27,-0.423722,-0.0346606,-0.0317105
28,-0.328126,-0.0258597,-0.0268355
29,-0.233619,-0.018116,-0.0199212
30,-0.140192,-0.0109877,-0.012377
31,-0.0466296,-0.00365691,-0.0042515
32,0.0466296,0.00365691,0.0042515
33,0.140192,0.0109877,0.012377
34,0.233619,0.018116,0.0199212
35,0.328126,0.0258597,0.0268355
36,0.423722,0.0346606,0.0317105
37,0.520859,0.0442726,0.0365471
38,0.616861,0.0521736,0.0406495
39,0.715024,0.0611625,0.0449643
40,0.809705,0.0659671,0.0510278
41,0.906453,0.0712677,0.0572237
42,1.00103,0.0742315,0.0623944
43,1.098,0.0778775,0.0676388
44,1.19346,0.0798591,0.07051
45,1.29099,0.0820876,0.0729449
46,1.38775,0.0831705,0.0740693
47,1.48573,0.083849,0.0747158
48,1.58397,0.0839395,0.0741622
49,1.68239,0.0830284,0.072959
50,1.7821,0.0820502,0.0706124
51,1.88092,0.0796044,0.0675256
52,1.98215,0.0777218,0.063838
53,2.08145,0.0744205,0.059815
54,2.18265,0.0711551,0.055837
55,2.28138,0.06614,0.0520576
56,2.38338,0.0605498,0.0478602
57,2.48031,0.0513245,0.04361
58,2.58335,0.0431039,0.0385981
59,2.68302,0.0329342,0.0332397
60,2.78419,0.0242456,0.0271688
61,2.88588,0.0164203,0.0203617
62,2.98772,0.00940589,0.0127629
63,3.09037,0.00314622,0.00424867
