i,x_i,v_i,E_i
0,-3.0926,3.15495e-05,8.79608e-05
1,-2.99462,9.46486e-05,0.000263883
2,-2.89664,0.000157747,0.000439802
3,-2.79866,0.000220845,0.000615718
4,-2.70068,0.000283961,0.000791692
5,-2.60269,0.000347108,0.000967769
6,-2.50471,0.000409895,0.001143
7,-2.40673,0.000471818,0.00131622
8,-2.30875,0.00053768,0.00149469
9,-2.21076,0.00061702,0.00169118
10,-2.11278,0.000681934,0.00189015
11,-2.01489,0.00067256,0.00210242
12,-1.91697,0.00064314,0.0022746
13,-1.81884,0.000343327,0.002025
14,-1.72062,7.04445e-05,0.00175514
15,-1.62073,3.08541e-05,0.000588121
16,-1.52084,-8.73638e-06,-0.000578894
17,-1.42155,-0.000146349,-0.00144785
18,-1.32226,-0.000287098,-0.00231461
19,-1.22446,-0.000519354,-0.00225498
20,-1.1268,-0.000782524,-0.0021482
21,-1.02884,-0.000716566,-0.00191771
22,-0.930828,-0.000602672,-0.00166982
23,-0.832842,-0.000532473,-0.00148639
24,-0.734862,-0.000472645,-0.00131821
25,-0.636881,-0.000410303,-0.001144
26,-0.538899,-0.000347079,-0.000967675
27,-0.440917,-0.000283941,-0.000791629
28,-0.342936,-0.000220846,-0.000615721
29,-0.244954,-0.000157748,-0.000439804
30,-0.146972,-9.46486e-05,-0.000263882
31,-0.0489908,-3.15495e-05,-8.79608e-05
32,0.0489908,3.15495e-05,8.79608e-05
33,0.146972,9.46486e-05,0.000263882
34,0.244954,0.000157748,0.000439804
35,0.342936,0.000220846,0.000615721
36,0.440917,0.000283941,0.000791629
37,0.538899,0.000347079,0.000967675
38,0.636881,0.000410303,0.001144
39,0.734862,0.000472645,0.00131821
40,0.832842,0.000532473,0.00148639
41,0.930828,0.000602672,0.00166982
42,1.02884,0.000716566,0.00191771
43,1.1268,0.000782524,0.0021482
44,1.22446,0.000519354,0.00225498
45,1.32226,0.000287098,0.00231461
46,1.42155,0.000146349,0.00144785
47,1.52084,8.73638e-06,0.000578894
48,1.62073,-3.08541e-05,-0.000588121
49,1.72062,-7.04445e-05,-0.00175514
50,1.81884,-0.000343327,-0.002025
51,1.91697,-0.00064314,-0.0022746
52,2.01489,-0.00067256,-0.00210242
53,2.11278,-0.000681934,-0.00189015
54,2.21076,-0.00061702,-0.00169118
55,2.30875,-0.00053768,-0.00149469
56,2.40673,-0.000471818,-0.00131622
57,2.50471,-0.000409895,-0.001143
58,2.60269,-0.000347108,-0.000967769
59,2.70068,-0.000283961,-0.000791692
60,2.79866,-0.000220845,-0.000615718
61,2.89664,-0.000157747,-0.000439802
62,2.99462,-9.46486e-05,-0.000263883
63,3.0926,-3.15495e-05,-8.79608e-05
