i,x_i,v_i,E_i
0,-3.09254,7.0461e-05,-2.48423e-05
1,-2.99444,0.000211383,-7.4527e-05
2,-2.89634,0.000348017,-0.000123067
3,-2.79826,0.000479019,-0.000170113
4,-2.70016,0.000607197,-0.000229706
5,-2.60204,0.000730346,-0.00031089
6,-2.50392,0.000879808,-0.000382458
7,-2.40577,0.00109232,-0.000431791
8,-2.30768,0.00129407,-0.000444463
9,-2.20974,0.00146246,-0.000338933
10,-2.11178,0.00159867,-0.000226283
11,-2.01376,0.00153304,-7.82876e-05
12,-1.91565,0.00146892,5.82187e-05
13,-1.8178,0.00116066,9.03386e-05
14,-1.71972,0.00087507,0.000118973
15,-1.62041,0.000297796,3.69899e-05
16,-1.52109,-0.000279477,-4.49927e-05
17,-1.42231,-0.000773444,-8.71645e-05
18,-1.32355,-0.00126998,-0.000128937
19,-1.22563,-0.00141656,-4.06872e-05
20,-1.12803,-0.00158671,5.58842e-05
21,-1.02991,-0.0015564,0.000204523
22,-0.931767,-0.00151267,0.000361255
23,-0.833815,-0.00131577,0.000424565
24,-0.735911,-0.00108365,0.000464424
25,-0.637755,-0.000890726,0.000403055
26,-0.539503,-0.000710774,0.000304078
27,-0.44139,-0.000586759,0.000228564
28,-0.343347,-0.000490552,0.000164803
29,-0.245263,-0.000360174,0.000116575
30,-0.14715,-0.000207149,7.87492e-05
31,-0.0490472,-6.56843e-05,2.95654e-05
32,0.0490472,6.56843e-05,-2.95654e-05
33,0.14715,0.000207149,-7.87492e-05
34,0.245263,0.000360174,-0.000116575
35,0.343347,0.000490552,-0.000164803
36,0.44139,0.000586759,-0.000228564
37,0.539503,0.000710774,-0.000304078
38,0.637755,0.000890726,-0.000403055
39,0.735911,0.00108365,-0.000464424
40,0.833815,0.00131577,-0.000424565
41,0.931767,0.00151267,-0.000361255
42,1.02991,0.0015564,-0.000204523
43,1.12803,0.00158671,-5.58842e-05
44,1.22563,0.00141656,4.06872e-05
45,1.32355,0.00126998,0.000128937
46,1.42231,0.000773444,8.71645e-05
47,1.52109,0.000279477,4.49927e-05
48,1.62041,-0.000297796,-3.69899e-05
49,1.71972,-0.00087507,-0.000118973
50,1.8178,-0.00116066,-9.03386e-05
51,1.91565,-0.00146892,-5.82187e-05
52,2.01376,-0.00153304,7.82876e-05
53,2.11178,-0.00159867,0.000226283
54,2.20974,-0.00146246,0.000338933
55,2.30768,-0.00129407,0.000444463
56,2.40577,-0.00109232,0.000431791
57,2.50392,-0.000879808,0.000382458
58,2.60204,-0.000730346,0.00031089
59,2.70016,-0.000607197,0.000229706
60,2.79826,-0.000479019,0.000170113
61,2.89634,-0.000348017,0.000123067
62,2.99444,-0.000211383,7.4527e-05
63,3.09254,-7.0461e-05,2.48423e-05
