i,x_i,v_i,E_i
0,-3.09085,-0.00367173,-0.00320987
1,-2.98915,-0.0109845,-0.00964276
2,-2.88835,-0.0189186,-0.0150469
3,-2.7878,-0.0275433,-0.0194738
4,-2.68789,-0.0369267,-0.0231233
5,-2.58967,-0.0476848,-0.0259246
6,-2.48781,-0.0564562,-0.0285401
7,-2.3922,-0.0661422,-0.0306614
8,-2.291,-0.0722021,-0.0329717
9,-2.193,-0.0776538,-0.0353062
10,-2.09229,-0.081393,-0.0379799
11,-1.99348,-0.0851961,-0.0410902
12,-1.89255,-0.0875474,-0.0440736
13,-1.7941,-0.0903862,-0.0465939
14,-1.69455,-0.0916755,-0.0487052
15,-1.59627,-0.0927407,-0.0497002
16,-1.49802,-0.0927342,-0.0503648
17,-1.39994,-0.0919768,-0.0498935
18,-1.30302,-0.0907617,-0.0490484
19,-1.20516,-0.088204,-0.0460038
20,-1.10939,-0.0858458,-0.042897
21,-1.01186,-0.0814277,-0.0375451
22,-0.91682,-0.0777097,-0.0323302
23,-0.81928,-0.0716886,-0.0290878
24,-0.723878,-0.0661807,-0.026022
25,-0.624442,-0.0568289,-0.0250961
26,-0.52732,-0.0486121,-0.0245698
27,-0.428814,-0.038491,-0.0223506
28,-0.33196,-0.0291491,-0.0197302
29,-0.236317,-0.0205782,-0.014998
30,-0.141831,-0.0125252,-0.00944895
31,-0.0471769,-0.00418773,-0.00329172
32,0.0471769,0.00418773,0.00329172
33,0.141831,0.0125252,0.00944895
34,0.236317,0.0205782,0.014998
35,0.33196,0.0291491,0.0197302
36,0.428814,0.038491,0.0223506
37,0.52732,0.0486121,0.0245698
38,0.624442,0.0568289,0.0250961
39,0.723878,0.0661807,0.026022
40,0.81928,0.0716886,0.0290878
41,0.91682,0.0777097,0.0323302
42,1.01186,0.0814277,0.0375451
43,1.10939,0.0858458,0.042897
44,1.20516,0.088204,0.0460038
45,1.30302,0.0907617,0.0490484
46,1.39994,0.0919768,0.0498935
47,1.49802,0.0927342,0.0503648
48,1.59627,0.0927407,0.0497002
49,1.69455,0.0916755,0.0487052
50,1.7941,0.0903862,0.0465939
51,1.89255,0.0875474,0.0440736
52,1.99348,0.0851961,0.0410902
53,2.09229,0.081393,0.0379799
54,2.193,0.0776538,0.0353062
55,2.291,0.0722021,0.0329717
56,2.3922,0.0661422,0.0306614
57,2.48781,0.0564562,0.0285401
58,2.58967,0.0476848,0.0259246
59,2.68789,0.0369267,0.0231233
60,2.7878,0.0275433,0.0194738
61,2.88835,0.0189186,0.0150469
62,2.98915,0.0109845,0.00964276
63,3.09085,0.00367173,0.00320987
