i,x_i,v_i,E_i
0,-3.09252,-4.20325e-05,-7.89024e-05
1,-2.99436,-0.000126098,-0.000236707
2,-2.89621,-0.000210479,-0.000395056
3,-2.79805,-0.000295271,-0.00055411
4,-2.6999,-0.000377983,-0.000710807
5,-2.60174,-0.000457149,-0.000863489
6,-2.50359,-0.00054324,-0.00101812
7,-2.40546,-0.000645268,-0.00117717
8,-2.30731,-0.000747524,-0.00135508
9,-2.20909,-0.000848326,-0.00159276
10,-2.11087,-0.000906962,-0.00181875
11,-2.01262,-0.000768929,-0.00199006
12,-1.91439,-0.000606985,-0.00210238
13,-1.81673,-0.000412646,-0.00175421
14,-1.71895,-0.000193467,-0.00138345
15,-1.62016,-6.31313e-05,-0.000464464
16,-1.52137,6.72041e-05,0.000454525
17,-1.42299,0.000213734,0.00119184
18,-1.32463,0.000357457,0.00192677
19,-1.22686,0.000591807,0.00203044
20,-1.12925,0.000793976,0.0020843
21,-1.03087,0.000865142,0.00185465
22,-0.932389,0.000904851,0.00157565
23,-0.834232,0.000783742,0.00136083
24,-0.736155,0.000623092,0.00116269
25,-0.638014,0.000529548,0.00100745
26,-0.539849,0.000460941,0.000868302
27,-0.441692,0.000380835,0.000714565
28,-0.343539,0.000294871,0.000553391
29,-0.245385,0.000210099,0.000394363
30,-0.147231,0.00012613,0.000236783
31,-0.0490771,4.20702e-05,7.89897e-05
32,0.0490771,-4.20702e-05,-7.89897e-05
33,0.147231,-0.00012613,-0.000236783
34,0.245385,-0.000210099,-0.000394363
35,0.343539,-0.000294871,-0.000553391
36,0.441692,-0.000380835,-0.000714565
37,0.539849,-0.000460941,-0.000868302
38,0.638014,-0.000529548,-0.00100745
39,0.736155,-0.000623092,-0.00116269
40,0.834232,-0.000783742,-0.00136083
41,0.932389,-0.000904851,-0.00157565
42,1.03087,-0.000865142,-0.00185465
43,1.12925,-0.000793976,-0.0020843
44,1.22686,-0.000591807,-0.00203044
45,1.32463,-0.000357457,-0.00192677
46,1.42299,-0.000213734,-0.00119184
47,1.52137,-6.72041e-05,-0.000454525
48,1.62016,6.31313e-05,0.000464464
49,1.71895,0.000193467,0.00138345
50,1.81673,0.000412646,0.00175421
51,1.91439,0.000606985,0.00210238
52,2.01262,0.000768929,0.00199006
53,2.11087,0.000906962,0.00181875
54,2.20909,0.000848326,0.00159276
55,2.30731,0.000747524,0.00135508
56,2.40546,0.000645268,0.00117717
57,2.50359,0.00054324,0.00101812
58,2.60174,0.000457149,0.000863489
59,2.6999,0.000377983,0.000710807
60,2.79805,0.000295271,0.00055411
61,2.89621,0.000210479,0.000395056
62,2.99436,0.000126098,0.000236707
63,3.09252,4.20325e-05,7.89024e-05
