i,x_i,v_i,E_i
0,-3.09511,-0.00143499,0.00431202
1,-3.00169,-0.00426897,0.0129778
2,-2.90948,-0.00710561,0.022667
3,-2.81312,-0.00832697,0.0353213
4,-2.72455,-0.0111628,0.0481017
5,-2.63876,-0.0111175,0.0678072
6,-2.53569,-0.00716533,0.0914841
7,-2.46791,-0.0122798,0.102694
8,-2.36054,-0.0053275,0.120225
9,-2.27254,-0.00594436,0.126601
10,-2.17184,-0.00468162,0.129244
11,-2.07859,-0.00598013,0.131334
12,-1.97591,-0.0065581,0.133289
13,-1.88413,-0.0094186,0.13494
14,-1.78338,-0.0104293,0.136622
15,-1.68743,-0.0118871,0.137529
16,-1.58926,-0.0124695,0.137243
17,-1.48902,-0.0115241,0.13639
18,-1.39274,-0.0107578,0.134371
19,-1.2883,-0.00775651,0.13177
20,-1.19531,-0.00726818,0.128504
21,-1.0897,-0.00510685,0.124481
22,-0.99324,-0.00470349,0.119879
23,-0.885576,-0.00407718,0.113109
24,-0.794113,-0.00840902,0.103105
25,-0.673204,-0.0066572,0.0879181
26,-0.580818,-0.0114924,0.0728024
27,-0.468942,-0.0111464,0.0551825
28,-0.359842,-0.00923334,0.0393105
29,-0.256734,-0.00780787,0.0260333
30,-0.153734,-0.00495684,0.0148018
31,-0.0506993,-0.00170134,0.00454691
32,0.0506993,0.00170134,-0.00454691
33,0.153734,0.00495684,-0.0148018
34,0.256734,0.00780787,-0.0260333
35,0.359842,0.00923334,-0.0393105
36,0.468942,0.0111464,-0.0551825
37,0.580818,0.0114924,-0.0728024
38,0.673204,0.0066572,-0.0879181
39,0.794113,0.00840902,-0.103105
40,0.885576,0.00407718,-0.113109
41,0.99324,0.00470349,-0.119879
42,1.0897,0.00510685,-0.124481
43,1.19531,0.00726818,-0.128504
44,1.2883,0.00775651,-0.13177
45,1.39274,0.0107578,-0.134371
46,1.48902,0.0115241,-0.13639
47,1.58926,0.0124695,-0.137243
48,1.68743,0.0118871,-0.137529
49,1.78338,0.0104293,-0.136622
50,1.88413,0.0094186,-0.13494
51,1.97591,0.0065581,-0.133289
52,2.07859,0.00598013,-0.131334
53,2.17184,0.00468162,-0.129244
54,2.27254,0.00594436,-0.126601
55,2.36054,0.0053275,-0.120225
56,2.46791,0.0122798,-0.102694
57,2.53569,0.00716533,-0.0914841
58,2.63876,0.0111175,-0.0678072
59,2.72455,0.0111628,-0.0481017
60,2.81312,0.00832697,-0.0353213
61,2.90948,0.00710561,-0.022667
62,3.00169,0.00426897,-0.0129778
63,3.09511,0.00143499,-0.00431202
