i,x_i,v_i,E_i
0,-3.09251,-2.20374e-05,-9.36582e-05
1,-2.99434,-6.61121e-05,-0.000280975
2,-2.89617,-0.000110187,-0.000468291
3,-2.798,-0.000154261,-0.000655607
4,-2.69983,-0.000198336,-0.000842924
5,-2.60166,-0.000242411,-0.00103024
6,-2.50349,-0.000286486,-0.00121756
7,-2.40532,-0.00033056,-0.00140487
8,-2.30715,-0.000374635,-0.00159219
9,-2.20898,-0.000418709,-0.0017795
10,-2.11082,-0.000462823,-0.00196737
11,-2.01265,-0.000507115,-0.00215781
12,-1.91448,-0.000541805,-0.00230782
13,-1.8163,-0.000500886,-0.00213798
14,-1.71811,-0.000447554,-0.00191521
15,-1.6199,-0.000149173,-0.000638232
16,-1.52169,0.000149209,0.000638744
17,-1.42349,0.00036312,0.00155215
18,-1.32529,0.000575652,0.00245967
19,-1.22712,0.000551643,0.00235163
20,-1.12895,0.000506948,0.0021554
21,-1.03078,0.000462784,0.00196681
22,-0.932608,0.00041871,0.0017795
23,-0.834439,0.000374635,0.00159219
24,-0.73627,0.00033056,0.00140487
25,-0.6381,0.000286486,0.00121756
26,-0.539931,0.000242411,0.00103024
27,-0.441762,0.000198336,0.000842924
28,-0.343593,0.000154261,0.000655607
29,-0.245423,0.000110187,0.000468291
30,-0.147254,6.61121e-05,0.000280975
31,-0.0490846,2.20374e-05,9.36582e-05
32,0.0490846,-2.20374e-05,-9.36582e-05
33,0.147254,-6.61121e-05,-0.000280975
34,0.245423,-0.000110187,-0.000468291
35,0.343593,-0.000154261,-0.000655607
36,0.441762,-0.000198336,-0.000842924
37,0.539931,-0.000242411,-0.00103024
38,0.6381,-0.000286486,-0.00121756
39,0.73627,-0.00033056,-0.00140487
40,0.834439,-0.000374635,-0.00159219
41,0.932608,-0.00041871,-0.0017795
42,1.03078,-0.000462784,-0.00196681
43,1.12895,-0.000506948,-0.0021554
44,1.22712,-0.000551643,-0.00235163
45,1.32529,-0.000575652,-0.00245967
46,1.42349,-0.00036312,-0.00155215
47,1.52169,-0.000149209,-0.000638744
48,1.6199,0.000149173,0.000638232
49,1.71811,0.000447554,0.00191521
50,1.8163,0.000500886,0.00213798
51,1.91448,0.000541805,0.00230782
52,2.01265,0.000507115,0.00215781
53,2.11082,0.000462823,0.00196737
54,2.20898,0.000418709,0.0017795
55,2.30715,0.000374635,0.00159219
56,2.40532,0.00033056,0.00140487
57,2.50349,0.000286486,0.00121756
58,2.60166,0.000242411,0.00103024
59,2.69983,0.000198336,0.000842924
60,2.798,0.000154261,0.000655607
61,2.89617,0.000110187,0.000468291
62,2.99434,6.61121e-05,0.000280975
63,3.09251,2.20374e-05,9.36582e-05
