i,x_i,v_i,E_i
0,-3.09216,-0.00337402,-0.00129685
1,-2.99286,-0.0101043,-0.00390174
2,-2.89424,-0.0178703,-0.00570764
3,-2.7919,-0.0261084,-0.00660226
4,-2.69531,-0.0368311,-0.00646128
5,-2.60159,-0.0490479,-0.00502359
6,-2.49307,-0.0597024,-0.00310602
7,-2.41471,-0.0736616,-0.00141439
8,-2.30636,-0.079889,0.000878858
9,-2.2147,-0.0859005,0.00268709
10,-2.11331,-0.0888379,0.00427083
11,-2.01788,-0.091458,0.00348054
12,-1.91408,-0.0927605,0.00245189
13,-1.81905,-0.0957477,0.00025785
14,-1.71698,-0.0967891,-0.00191977
15,-1.61947,-0.09823,-0.00117705
16,-1.52093,-0.09844,-0.000426519
17,-1.42196,-0.0973006,0.00229282
18,-1.32699,-0.0961371,0.00491796
19,-1.22636,-0.0924234,0.00677221
20,-1.13483,-0.090914,0.00837058
21,-1.03283,-0.0867868,0.00907837
22,-0.938615,-0.0836575,0.00948937
23,-0.834785,-0.0773888,0.00693115
24,-0.743592,-0.0736175,0.00377619
25,-0.631609,-0.0595143,-0.00119942
26,-0.541234,-0.0524752,-0.00560575
27,-0.437326,-0.0397869,-0.00801974
28,-0.336706,-0.0276226,-0.00907935
29,-0.240082,-0.0188829,-0.00775937
30,-0.143912,-0.0107547,-0.00525654
31,-0.0475673,-0.0032879,-0.00194728
32,0.0475673,0.0032879,0.00194728
33,0.143912,0.0107547,0.00525654
34,0.240082,0.0188829,0.00775937
35,0.336706,0.0276226,0.00907935
36,0.437326,0.0397869,0.00801974
37,0.541234,0.0524752,0.00560575
38,0.631609,0.0595143,0.00119942
39,0.743592,0.0736175,-0.00377619
40,0.834785,0.0773888,-0.00693115
41,0.938615,0.0836575,-0.00948937
42,1.03283,0.0867868,-0.00907837
43,1.13483,0.090914,-0.00837058
44,1.22636,0.0924234,-0.00677221
45,1.32699,0.0961371,-0.00491796
46,1.42196,0.0973006,-0.00229282
47,1.52093,0.09844,0.000426519
48,1.61947,0.09823,0.00117705
49,1.71698,0.0967891,0.00191977
50,1.81905,0.0957477,-0.00025785
51,1.91408,0.0927605,-0.00245189
52,2.01788,0.091458,-0.00348054
53,2.11331,0.0888379,-0.00427083
54,2.2147,0.0859005,-0.00268709
55,2.30636,0.079889,-0.000878858
56,2.41471,0.0736616,0.00141439
57,2.49307,0.0597024,0.00310602
58,2.60159,0.0490479,0.00502359
59,2.69531,0.0368311,0.00646128
60,2.7919,0.0261084,0.00660226
61,2.89424,0.0178703,0.00570764
62,2.99286,0.0101043,0.00390174
63,3.09216,0.00337402,0.00129685
