i,x_i,v_i,E_i
0,-3.09042,-0.000564213,-0.00521956
1,-2.98768,-0.00165179,-0.0157001
2,-2.88471,-0.00381593,-0.026982
3,-2.77763,-0.00629946,-0.0394442
4,-2.67415,-0.0116665,-0.0523606
5,-2.5722,-0.0188486,-0.0656619
6,-2.45662,-0.0244017,-0.0794774
7,-2.36825,-0.0348869,-0.0895556
8,-2.25577,-0.0379616,-0.0982915
9,-2.15977,-0.0422248,-0.104008
10,-2.0565,-0.0433303,-0.108754
11,-1.95966,-0.0439366,-0.112624
12,-1.85559,-0.0428789,-0.116674
13,-1.75916,-0.0433084,-0.120376
14,-1.6571,-0.0421691,-0.123045
15,-1.5589,-0.0423214,-0.124948
16,-1.46043,-0.0419894,-0.125093
17,-1.36188,-0.0418373,-0.124094
18,-1.26723,-0.0421974,-0.121645
19,-1.16831,-0.041516,-0.117707
20,-1.07687,-0.042846,-0.113889
21,-0.977,-0.0418068,-0.109442
22,-0.884227,-0.0416079,-0.104894
23,-0.784779,-0.0377967,-0.0989746
24,-0.696175,-0.0361961,-0.0927214
25,-0.594617,-0.0258562,-0.0791488
26,-0.509335,-0.0219141,-0.0677513
27,-0.414179,-0.0141109,-0.0530998
28,-0.321738,-0.00704049,-0.038813
29,-0.230247,-0.00386089,-0.0272184
30,-0.138557,-0.001558,-0.0162109
31,-0.0460386,-0.000181773,-0.00533482
32,0.0460386,0.000181773,0.00533482
33,0.138557,0.001558,0.0162109
34,0.230247,0.00386089,0.0272184
35,0.321738,0.00704049,0.038813
36,0.414179,0.0141109,0.0530998
37,0.509335,0.0219141,0.0677513
38,0.594617,0.0258562,0.0791488
39,0.696175,0.0361961,0.0927214
40,0.784779,0.0377967,0.0989746
41,0.884227,0.0416079,0.104894
42,0.977,0.0418068,0.109442
43,1.07687,0.042846,0.113889
44,1.16831,0.041516,0.117707
45,1.26723,0.0421974,0.121645
46,1.36188,0.0418373,0.124094
47,1.46043,0.0419894,0.125093
48,1.5589,0.0423214,0.124948
49,1.6571,0.0421691,0.123045
50,1.75916,0.0433084,0.120376
51,1.85559,0.0428789,0.116674
52,1.95966,0.0439366,0.112624
53,2.0565,0.0433303,0.108754
54,2.15977,0.0422248,0.104008
55,2.25577,0.0379616,0.0982915
56,2.36825,0.0348869,0.0895556
57,2.45662,0.0244017,0.0794774
58,2.5722,0.0188486,0.0656619
59,2.67415,0.0116665,0.0523606
60,2.77763,0.00629946,0.0394442
61,2.88471,0.00381593,0.026982
62,2.98768,0.00165179,0.0157001
63,3.09042,0.000564213,0.00521956
