i,x_i,v_i,E_i
0,-3.09289,-0.00489182,0.000634893
1,-2.99548,-0.0146282,0.00190473
2,-2.89807,-0.024224,0.0031511
3,-2.80063,-0.0335868,0.00436499
4,-2.70317,-0.0426262,0.00554172
5,-2.60568,-0.051256,0.00664578
6,-2.50814,-0.059392,0.00770847
7,-2.41057,-0.0669578,0.00865285
8,-2.31294,-0.0738781,0.00956017
9,-2.21525,-0.0800895,0.0103009
10,-2.11751,-0.0855278,0.0110953
11,-2.0197,-0.0901417,0.0123255
12,-1.92182,-0.0938801,0.0135769
13,-1.82386,-0.0966524,0.0153529
14,-1.72584,-0.0984896,0.0171302
15,-1.62773,-0.099362,0.0178505
16,-1.52955,-0.0992726,0.0185375
17,-1.4313,-0.0982994,0.0181609
18,-1.33298,-0.0963783,0.017671
19,-1.23458,-0.0935563,0.0169479
20,-1.13611,-0.0898313,0.0161807
21,-1.03757,-0.0852419,0.0152116
22,-0.938968,-0.0798278,0.0141861
23,-0.840304,-0.0736453,0.0129957
24,-0.741585,-0.0667509,0.0117429
25,-0.642814,-0.0592135,0.0103643
26,-0.543999,-0.0511041,0.00892462
27,-0.445144,-0.0425022,0.00739834
28,-0.346258,-0.0334901,0.00581946
29,-0.247345,-0.0241549,0.00419142
30,-0.148415,-0.0145868,0.00252675
31,-0.0494728,-0.0048779,0.000846828
32,0.0494728,0.0048779,-0.000846828
33,0.148415,0.0145868,-0.00252675
34,0.247345,0.0241549,-0.00419142
35,0.346258,0.0334901,-0.00581946
36,0.445144,0.0425022,-0.00739834
37,0.543999,0.0511041,-0.00892462
38,0.642814,0.0592135,-0.0103643
39,0.741585,0.0667509,-0.0117429
40,0.840304,0.0736453,-0.0129957
41,0.938968,0.0798278,-0.0141861
42,1.03757,0.0852419,-0.0152116
43,1.13611,0.0898313,-0.0161807
44,1.23458,0.0935563,-0.0169479
45,1.33298,0.0963783,-0.017671
46,1.4313,0.0982994,-0.0181609
47,1.52955,0.0992726,-0.0185375
48,1.62773,0.099362,-0.0178505
49,1.72584,0.0984896,-0.0171302
50,1.82386,0.0966524,-0.0153529
51,1.92182,0.0938801,-0.0135769
52,2.0197,0.0901417,-0.0123255
53,2.11751,0.0855278,-0.0110953
54,2.21525,0.0800895,-0.0103009
55,2.31294,0.0738781,-0.00956017
56,2.41057,0.0669578,-0.00865285
57,2.50814,0.059392,-0.00770847
58,2.60568,0.051256,-0.00664578
59,2.70317,0.0426262,-0.00554172
60,2.80063,0.0335868,-0.00436499
61,2.89807,0.024224,-0.0031511
62,2.99548,0.0146282,-0.00190473
63,3.09289,0.00489182,-0.000634893
