i,x_i,v_i,E_i
0,-3.0899,0.0024808,-0.00567951
1,-2.98635,0.00749511,-0.0170565
2,-2.8827,0.0116323,-0.0291416
3,-2.77831,0.0149155,-0.0419062
4,-2.67349,0.0173022,-0.0555266
5,-2.56861,0.0180953,-0.0696921
6,-2.46186,0.0199579,-0.08274
7,-2.35981,0.0197352,-0.0945735
8,-2.25563,0.0216396,-0.103691
9,-2.15488,0.0231227,-0.111407
10,-2.05308,0.0255198,-0.117455
11,-1.95297,0.0274328,-0.122793
12,-1.85189,0.0297611,-0.126886
13,-1.75243,0.0309636,-0.130439
14,-1.65282,0.0321524,-0.13242
15,-1.55417,0.0326049,-0.133722
16,-1.45607,0.0326581,-0.133508
17,-1.35832,0.0324028,-0.132498
18,-1.26171,0.0313962,-0.130203
19,-1.16489,0.0304926,-0.126951
20,-1.06961,0.0285713,-0.122775
21,-0.973811,0.0271342,-0.117486
22,-0.879626,0.0246453,-0.111666
23,-0.784775,0.0231577,-0.104617
24,-0.691409,0.0207038,-0.0966369
25,-0.597559,0.0196273,-0.0842266
26,-0.504912,0.0175917,-0.0719298
27,-0.412205,0.0155535,-0.0573241
28,-0.320333,0.0128398,-0.0428499
29,-0.228471,0.00951174,-0.0302458
30,-0.137098,0.00569987,-0.01811
31,-0.0456314,0.00192924,-0.00601608
32,0.0456314,-0.00192924,0.00601608
33,0.137098,-0.00569987,0.01811
34,0.228471,-0.00951174,0.0302458
35,0.320333,-0.0128398,0.0428499
36,0.412205,-0.0155535,0.0573241
37,0.504912,-0.0175917,0.0719298
38,0.597559,-0.0196273,0.0842266
39,0.691409,-0.0207038,0.0966369
40,0.784775,-0.0231577,0.104617
41,0.879626,-0.0246453,0.111666
42,0.973811,-0.0271342,0.117486
43,1.06961,-0.0285713,0.122775
44,1.16489,-0.0304926,0.126951
45,1.26171,-0.0313962,0.130203
46,1.35832,-0.0324028,0.132498
47,1.45607,-0.0326581,0.133508
48,1.55417,-0.0326049,0.133722
49,1.65282,-0.0321524,0.13242
50,1.75243,-0.0309636,0.130439
51,1.85189,-0.0297611,0.126886
52,1.95297,-0.0274328,0.122793
53,2.05308,-0.0255198,0.117455
54,2.15488,-0.0231227,0.111407
55,2.25563,-0.0216396,0.103691
56,2.35981,-0.0197352,0.0945735
57,2.46186,-0.0199579,0.08274
58,2.56861,-0.0180953,0.0696921
59,2.67349,-0.0173022,0.0555266
60,2.77831,-0.0149155,0.0419062
61,2.8827,-0.0116323,0.0291416
62,2.98635,-0.00749511,0.0170565
63,3.0899,-0.0024808,0.00567951
