i,x_i,v_i,E_i
0,-3.0939,-0.00315543,0.00217698
1,-2.99809,-0.0094465,0.00655083
2,-2.90335,-0.0162665,0.0120048
3,-2.80495,-0.0227641,0.0196203
4,-2.71345,-0.031268,0.0283223
5,-2.62534,-0.0401484,0.041407
6,-2.52149,-0.0467747,0.0567368
7,-2.44966,-0.0576156,0.0668561
8,-2.34363,-0.0593946,0.0817912
9,-2.25453,-0.0631179,0.0873672
10,-2.15409,-0.063635,0.0923369
11,-2.05994,-0.0658885,0.0938418
12,-1.95677,-0.0670725,0.094178
13,-1.86339,-0.0703911,0.0942618
14,-1.76198,-0.0718224,0.0942323
15,-1.66522,-0.0734131,0.0939096
16,-1.5668,-0.0737775,0.0933776
17,-1.46714,-0.0724414,0.0928355
18,-1.37145,-0.0710117,0.092312
19,-1.26881,-0.0670949,0.09141
20,-1.1764,-0.0654461,0.0902576
21,-1.07234,-0.0616906,0.0881471
22,-0.976621,-0.0592441,0.0851201
23,-0.870118,-0.0552755,0.0791272
24,-0.777697,-0.054613,0.0704228
25,-0.659588,-0.0453121,0.0571842
26,-0.56661,-0.0427276,0.0444794
27,-0.457045,-0.0341056,0.0311417
28,-0.350798,-0.0250275,0.0201186
29,-0.249934,-0.0179361,0.0121618
30,-0.149626,-0.0105779,0.00640558
31,-0.0493548,-0.00337391,0.00177017
32,0.0493548,0.00337391,-0.00177017
33,0.149626,0.0105779,-0.00640558
34,0.249934,0.0179361,-0.0121618
35,0.350798,0.0250275,-0.0201186
36,0.457045,0.0341056,-0.0311417
37,0.56661,0.0427276,-0.0444794
38,0.659588,0.0453121,-0.0571842
39,0.777697,0.054613,-0.0704228
40,0.870118,0.0552755,-0.0791272
41,0.976621,0.0592441,-0.0851201
42,1.07234,0.0616906,-0.0881471
43,1.1764,0.0654461,-0.0902576
44,1.26881,0.0670949,-0.09141
45,1.37145,0.0710117,-0.092312
46,1.46714,0.0724414,-0.0928355
47,1.5668,0.0737775,-0.0933776
48,1.66522,0.0734131,-0.0939096
49,1.76198,0.0718224,-0.0942323
50,1.86339,0.0703911,-0.0942618
51,1.95677,0.0670725,-0.094178
52,2.05994,0.0658885,-0.0938418
53,2.15409,0.063635,-0.0923369
54,2.25453,0.0631179,-0.0873672
55,2.34363,0.0593946,-0.0817912
56,2.44966,0.0576156,-0.0668561
57,2.52149,0.0467747,-0.0567368
58,2.62534,0.0401484,-0.041407
59,2.71345,0.031268,-0.0283223
60,2.80495,0.0227641,-0.0196203
61,2.90335,0.0162665,-0.0120048
62,2.99809,0.0094465,-0.00655083
63,3.0939,0.00315543,-0.00217698
