i,x_i,v_i,E_i
0,-3.09467,-0.00305451,0.00414148
1,-3.0006,-0.0091295,0.0124453
2,-2.90753,-0.0148496,0.0218536
3,-2.81477,-0.0198797,0.0335673
4,-2.72304,-0.0249802,0.0457667
5,-2.6337,-0.0296272,0.0612198
6,-2.53869,-0.0319245,0.0776525
7,-2.45099,-0.0363225,0.088606
8,-2.35416,-0.0367377,0.100408
9,-2.26081,-0.0396035,0.106305
10,-2.16322,-0.0411672,0.110564
11,-2.06832,-0.0444616,0.113806
12,-1.96994,-0.0465005,0.116621
13,-1.87454,-0.0492841,0.118734
14,-1.77651,-0.0505739,0.120354
15,-1.67929,-0.0515616,0.121171
16,-1.58108,-0.0516393,0.121012
17,-1.48205,-0.0508839,0.120126
18,-1.38376,-0.0498953,0.118091
19,-1.28294,-0.0474335,0.115387
20,-1.18446,-0.0454383,0.111586
21,-1.08227,-0.041656,0.10718
22,-0.983324,-0.0388662,0.101952
23,-0.88057,-0.0354722,0.0954322
24,-0.780829,-0.0337196,0.0867102
25,-0.674189,-0.0299388,0.0759795
26,-0.571371,-0.0284981,0.0628835
27,-0.464823,-0.0244415,0.0495338
28,-0.360363,-0.0204849,0.036781
29,-0.256921,-0.0155497,0.0251847
30,-0.15457,-0.00988202,0.0149323
31,-0.0515099,-0.00345261,0.00487969
32,0.0515099,0.00345261,-0.00487969
33,0.15457,0.00988202,-0.0149323
34,0.256921,0.0155497,-0.0251847
35,0.360363,0.0204849,-0.036781
36,0.464823,0.0244415,-0.0495338
37,0.571371,0.0284981,-0.0628835
38,0.674189,0.0299388,-0.0759795
39,0.780829,0.0337196,-0.0867102
40,0.88057,0.0354722,-0.0954322
41,0.983324,0.0388662,-0.101952
42,1.08227,0.041656,-0.10718
43,1.18446,0.0454383,-0.111586
44,1.28294,0.0474335,-0.115387
45,1.38376,0.0498953,-0.118091
46,1.48205,0.0508839,-0.120126
47,1.58108,0.0516393,-0.121012
48,1.67929,0.0515616,-0.121171
49,1.77651,0.0505739,-0.120354
50,1.87454,0.0492841,-0.118734
51,1.96994,0.0465005,-0.116621
52,2.06832,0.0444616,-0.113806
53,2.16322,0.0411672,-0.110564
54,2.26081,0.0396035,-0.106305
55,2.35416,0.0367377,-0.100408
56,2.45099,0.0363225,-0.088606
57,2.53869,0.0319245,-0.0776525
58,2.6337,0.0296272,-0.0612198
59,2.72304,0.0249802,-0.0457667
60,2.81477,0.0198797,-0.0335673
61,2.90753,0.0148496,-0.0218536
62,3.0006,0.0091295,-0.0124453
63,3.09467,0.00305451,-0.00414148
