i,x_i,v_i,E_i
0,-3.09041,0.00339076,-0.00464999
1,-2.9879,0.0102278,-0.013964
2,-2.88514,0.0163364,-0.0242096
3,-2.78151,0.021736,-0.0353796
4,-2.67729,0.0264185,-0.0476716
5,-2.57275,0.029634,-0.0608183
6,-2.46651,0.033739,-0.0730436
7,-2.36458,0.0355507,-0.0841366
8,-2.26087,0.0390141,-0.0926138
9,-2.16048,0.0417905,-0.0995088
10,-2.05918,0.0451915,-0.104828
11,-1.95948,0.0479704,-0.10931
12,-1.85887,0.0509691,-0.112817
13,-1.75967,0.0527442,-0.115764
14,-1.6603,0.0542657,-0.117548
15,-1.56174,0.0549285,-0.118633
16,-1.46365,0.0549604,-0.118594
17,-1.36585,0.0545399,-0.117734
18,-1.26902,0.0531718,-0.11592
19,-1.17201,0.0517358,-0.113139
20,-1.07633,0.0491397,-0.109665
21,-0.980203,0.0468306,-0.105079
22,-0.8855,0.0433783,-0.0999357
23,-0.79029,0.0406866,-0.0931528
24,-0.696381,0.0368865,-0.0857726
25,-0.602169,0.0336519,-0.0740644
26,-0.50899,0.0294821,-0.0624848
27,-0.415725,0.0250054,-0.0497804
28,-0.323176,0.0198718,-0.0371459
29,-0.230557,0.014478,-0.0262526
30,-0.13835,0.00869477,-0.015862
31,-0.046054,0.00293057,-0.00531322
32,0.046054,-0.00293057,0.00531322
33,0.13835,-0.00869477,0.015862
34,0.230557,-0.014478,0.0262526
35,0.323176,-0.0198718,0.0371459
36,0.415725,-0.0250054,0.0497804
37,0.50899,-0.0294821,0.0624848
38,0.602169,-0.0336519,0.0740644
39,0.696381,-0.0368865,0.0857726
40,0.79029,-0.0406866,0.0931528
41,0.8855,-0.0433783,0.0999357
42,0.980203,-0.0468306,0.105079
43,1.07633,-0.0491397,0.109665
44,1.17201,-0.0517358,0.113139
45,1.26902,-0.0531718,0.11592
46,1.36585,-0.0545399,0.117734
47,1.46365,-0.0549604,0.118594
48,1.56174,-0.0549285,0.118633
49,1.6603,-0.0542657,0.117548
50,1.75967,-0.0527442,0.115764
51,1.85887,-0.0509691,0.112817
52,1.95948,-0.0479704,0.10931
53,2.05918,-0.0451915,0.104828
54,2.16048,-0.0417905,0.0995088
55,2.26087,-0.0390141,0.0926138
56,2.36458,-0.0355507,0.0841366
57,2.46651,-0.033739,0.0730436
58,2.57275,-0.029634,0.0608183
59,2.67729,-0.0264185,0.0476716
60,2.78151,-0.021736,0.0353796
61,2.88514,-0.0163364,0.0242096
62,2.9879,-0.0102278,0.013964
63,3.09041,-0.00339076,0.00464999
