i,x_i,v_i,E_i
0,-3.09371,-0.00395785,0.00244044
1,-2.99771,-0.0118439,0.00733292
2,-2.90277,-0.0196279,0.0131417
3,-2.80827,-0.0271992,0.0204954
4,-2.71475,-0.0350637,0.028701
5,-2.62362,-0.0434622,0.0397328
6,-2.52745,-0.0497245,0.0512938
7,-2.43815,-0.0570344,0.060911
8,-2.34079,-0.0606268,0.071396
9,-2.24646,-0.0648954,0.0761105
10,-2.1483,-0.0675385,0.08035
11,-2.0524,-0.0715255,0.0822807
12,-1.95337,-0.0741372,0.0836677
13,-1.85715,-0.0773262,0.0845633
14,-1.75871,-0.0789343,0.0852908
15,-1.66121,-0.0800432,0.0854258
16,-1.56298,-0.0800693,0.0852181
17,-1.46419,-0.0790764,0.0844284
18,-1.36623,-0.0776414,0.0832041
19,-1.26617,-0.0745616,0.0814357
20,-1.16836,-0.0717439,0.0792252
21,-1.06735,-0.0669736,0.0764379
22,-0.969337,-0.0630182,0.0731805
23,-0.86773,-0.058056,0.0683173
24,-0.768756,-0.0541846,0.0617109
25,-0.663515,-0.0477172,0.0530192
26,-0.561529,-0.043009,0.0425062
27,-0.456537,-0.0356869,0.0322504
28,-0.353581,-0.0286646,0.0228013
29,-0.251866,-0.0210519,0.0149672
30,-0.151394,-0.0131085,0.00863765
31,-0.0504115,-0.00449246,0.00272822
32,0.0504115,0.00449246,-0.00272822
33,0.151394,0.0131085,-0.00863765
34,0.251866,0.0210519,-0.0149672
35,0.353581,0.0286646,-0.0228013
36,0.456537,0.0356869,-0.0322504
37,0.561529,0.043009,-0.0425062
38,0.663515,0.0477172,-0.0530192
39,0.768756,0.0541846,-0.0617109
40,0.86773,0.058056,-0.0683173
41,0.969337,0.0630182,-0.0731805
42,1.06735,0.0669736,-0.0764379
43,1.16836,0.0717439,-0.0792252
44,1.26617,0.0745616,-0.0814357
45,1.36623,0.0776414,-0.0832041
46,1.46419,0.0790764,-0.0844284
47,1.56298,0.0800693,-0.0852181
48,1.66121,0.0800432,-0.0854258
49,1.75871,0.0789343,-0.0852908
50,1.85715,0.0773262,-0.0845633
51,1.95337,0.0741372,-0.0836677
52,2.0524,0.0715255,-0.0822807
53,2.1483,0.0675385,-0.08035
54,2.24646,0.0648954,-0.0761105
55,2.34079,0.0606268,-0.071396
56,2.43815,0.0570344,-0.060911
57,2.52745,0.0497245,-0.0512938
58,2.62362,0.0434622,-0.0397328
59,2.71475,0.0350637,-0.028701
60,2.80827,0.0271992,-0.0204954
61,2.90277,0.0196279,-0.0131417
62,2.99771,0.0118439,-0.00733292
63,3.09371,0.00395785,-0.00244044
