i,x_i,v_i,E_i
0,-3.09256,-7.10692e-05,-8.78822e-07
1,-2.99448,-0.000213208,-2.63647e-06
2,-2.89641,-0.000355346,-4.39411e-06
3,-2.79834,-0.000497484,-6.15176e-06
4,-2.70026,-0.000639623,-7.90929e-06
5,-2.60219,-0.000781761,-9.66665e-06
6,-2.50411,-0.000923901,-1.14338e-05
7,-2.40604,-0.00106604,-1.32238e-05
8,-2.30797,-0.00120808,-1.45361e-05
9,-2.20989,-0.00134976,-1.42793e-05
10,-2.11182,-0.00149508,-2.2355e-05
11,-2.01375,-0.00165805,-7.20636e-05
12,-1.91567,-0.00179282,-0.000126661
13,-1.81741,-0.0017006,-0.000225245
14,-1.71912,-0.00156508,-0.000312288
15,-1.62024,-0.000520478,-0.000101125
16,-1.52135,0.000524122,0.000110039
17,-1.42268,0.00125336,0.000212883
18,-1.324,0.00197774,0.000314364
19,-1.2259,0.00184492,0.000179926
20,-1.12784,0.00164058,2.87023e-05
21,-1.02977,0.00149095,1.18761e-05
22,-0.931698,0.00135008,1.57461e-05
23,-0.833625,0.00120819,1.50463e-05
24,-0.735551,0.00106604,1.32035e-05
25,-0.637478,0.000923899,1.14237e-05
26,-0.539404,0.000781761,9.66681e-06
27,-0.441331,0.000639623,7.9094e-06
28,-0.343257,0.000497484,6.15176e-06
29,-0.245184,0.000355346,4.39411e-06
30,-0.14711,0.000213208,2.63647e-06
31,-0.0490368,7.10692e-05,8.78822e-07
32,0.0490368,-7.10692e-05,-8.78822e-07
33,0.14711,-0.000213208,-2.63647e-06
34,0.245184,-0.000355346,-4.39411e-06
35,0.343257,-0.000497484,-6.15176e-06
36,0.441331,-0.000639623,-7.9094e-06
37,0.539404,-0.000781761,-9.66681e-06
38,0.637478,-0.000923899,-1.14237e-05
39,0.735551,-0.00106604,-1.32035e-05
40,0.833625,-0.00120819,-1.50463e-05
41,0.931698,-0.00135008,-1.57461e-05
42,1.02977,-0.00149095,-1.18761e-05
43,1.12784,-0.00164058,-2.87023e-05
44,1.2259,-0.00184492,-0.000179926
45,1.324,-0.00197774,-0.000314364
46,1.42268,-0.00125336,-0.000212883
47,1.52135,-0.000524122,-0.000110039
48,1.62024,0.000520478,0.000101125
49,1.71912,0.00156508,0.000312288
50,1.81741,0.0017006,0.000225245
51,1.91567,0.00179282,0.000126661
52,2.01375,0.00165805,7.20636e-05
53,2.11182,0.00149508,2.2355e-05
54,2.20989,0.00134976,1.42793e-05
55,2.30797,0.00120808,1.45361e-05
56,2.40604,0.00106604,1.32238e-05
57,2.50411,0.000923901,1.14338e-05
58,2.60219,0.000781761,9.66665e-06
59,2.70026,0.000639623,7.90929e-06
60,2.79834,0.000497484,6.15176e-06
61,2.89641,0.000355346,4.39411e-06
62,2.99448,0.000213208,2.63647e-06
63,3.09256,7.10692e-05,8.78822e-07
