i,x_i,v_i,E_i
0,-3.0925,1.38563e-05,-9.84293e-05
1,-2.99432,4.15688e-05,-0.000295288
2,-2.89615,6.82474e-05,-0.000484869
3,-2.798,9.35187e-05,-0.000665018
4,-2.69984,0.000103799,-0.000860618
5,-2.60167,8.82876e-05,-0.00108245
6,-2.50346,9.87988e-05,-0.0013164
7,-2.40519,0.000171761,-0.00157785
8,-2.30696,0.000265439,-0.00180576
9,-2.20888,0.000425012,-0.00192959
10,-2.11079,0.000573473,-0.00201369
11,-2.01277,0.000620113,-0.00191345
12,-1.91466,0.000675912,-0.0017843
13,-1.81701,0.000547867,-0.00142459
14,-1.71911,0.000446568,-0.00105158
15,-1.6202,0.000151475,-0.000355423
16,-1.52129,-0.000143619,0.000340738
17,-1.42284,-0.000385636,0.000931398
18,-1.32442,-0.000630626,0.00152067
19,-1.22658,-0.000630771,0.00175323
20,-1.12906,-0.000662746,0.00195796
21,-1.03087,-0.000555083,0.00198227
22,-0.932661,-0.000444349,0.00197559
23,-0.834553,-0.000295515,0.0018064
24,-0.736475,-0.000141356,0.00159413
25,-0.638208,-9.14528e-05,0.00133782
26,-0.539868,-7.9053e-05,0.00106472
27,-0.441701,-8.84067e-05,0.000849306
28,-0.34362,-0.000108265,0.000663245
29,-0.245465,-8.49426e-05,0.000481153
30,-0.147261,-3.29073e-05,0.000301749
31,-0.04908,-4.17087e-06,0.000105512
32,0.04908,4.17087e-06,-0.000105512
33,0.147261,3.29073e-05,-0.000301749
34,0.245465,8.49426e-05,-0.000481153
35,0.34362,0.000108265,-0.000663245
36,0.441701,8.84067e-05,-0.000849306
37,0.539868,7.9053e-05,-0.00106472
38,0.638208,9.14528e-05,-0.00133782
39,0.736475,0.000141356,-0.00159413
40,0.834553,0.000295515,-0.0018064
41,0.932661,0.000444349,-0.00197559
42,1.03087,0.000555083,-0.00198227
43,1.12906,0.000662746,-0.00195796
44,1.22658,0.000630771,-0.00175323
45,1.32442,0.000630626,-0.00152067
46,1.42284,0.000385636,-0.000931398
47,1.52129,0.000143619,-0.000340738
48,1.6202,-0.000151475,0.000355423
49,1.71911,-0.000446568,0.00105158
50,1.81701,-0.000547867,0.00142459
51,1.91466,-0.000675912,0.0017843
52,2.01277,-0.000620113,0.00191345
53,2.11079,-0.000573473,0.00201369
54,2.20888,-0.000425012,0.00192959
55,2.30696,-0.000265439,0.00180576
56,2.40519,-0.000171761,0.00157785
57,2.50346,-9.87988e-05,0.0013164
58,2.60167,-8.82876e-05,0.00108245
59,2.69984,-0.000103799,0.000860618
60,2.798,-9.35187e-05,0.000665018
61,2.89615,-6.82474e-05,0.000484869
62,2.99432,-4.15688e-05,0.000295288
63,3.0925,-1.38563e-05,9.84293e-05
