i,x_i,v_i,E_i
0,-3.09257,-6.97371e-05,1.9794e-05
1,-2.99451,-0.000209211,5.93821e-05
2,-2.89646,-0.000349721,9.76628e-05
3,-2.79841,-0.000491579,0.000134231
4,-2.70036,-0.000629185,0.000173517
5,-2.60229,-0.00075952,0.000217516
6,-2.50425,-0.000895752,0.000266986
7,-2.40623,-0.00104552,0.000329292
8,-2.3082,-0.00121369,0.000368166
9,-2.21013,-0.00143935,0.000329069
10,-2.11202,-0.00162892,0.000263255
11,-2.01372,-0.00165234,6.16622e-05
12,-1.9154,-0.00161992,-0.000126127
13,-1.81751,-0.00129659,-0.000192666
14,-1.71947,-0.000934703,-0.000251337
15,-1.62033,-0.000310906,-8.19606e-05
16,-1.5212,0.00031289,8.74159e-05
17,-1.42251,0.000835834,0.000179598
18,-1.32384,0.00135451,0.000270926
19,-1.22588,0.00157066,0.00011975
20,-1.12811,0.00172496,-4.79821e-05
21,-1.02975,0.00162248,-0.000214689
22,-0.931319,0.00146724,-0.00038119
23,-0.833312,0.00124813,-0.00037918
24,-0.735408,0.0010138,-0.00033622
25,-0.637373,0.000873668,-0.000275997
26,-0.539291,0.000768506,-0.000209527
27,-0.441231,0.0006362,-0.00016693
28,-0.343182,0.000490159,-0.00013621
29,-0.245131,0.000348351,-9.95945e-05
30,-0.147079,0.000209382,-5.90599e-05
31,-0.0490262,6.99342e-05,-1.94245e-05
32,0.0490262,-6.99342e-05,1.94245e-05
33,0.147079,-0.000209382,5.90599e-05
34,0.245131,-0.000348351,9.95945e-05
35,0.343182,-0.000490159,0.00013621
36,0.441231,-0.0006362,0.00016693
37,0.539291,-0.000768506,0.000209527
38,0.637373,-0.000873668,0.000275997
39,0.735408,-0.0010138,0.00033622
40,0.833312,-0.00124813,0.00037918
41,0.931319,-0.00146724,0.00038119
42,1.02975,-0.00162248,0.000214689
43,1.12811,-0.00172496,4.79821e-05
44,1.22588,-0.00157066,-0.00011975
45,1.32384,-0.00135451,-0.000270926
46,1.42251,-0.000835834,-0.000179598
47,1.5212,-0.00031289,-8.74159e-05
48,1.62033,0.000310906,8.19606e-05
49,1.71947,0.000934703,0.000251337
50,1.81751,0.00129659,0.000192666
51,1.9154,0.00161992,0.000126127
52,2.01372,0.00165234,-6.16622e-05
53,2.11202,0.00162892,-0.000263255
54,2.21013,0.00143935,-0.000329069
55,2.3082,0.00121369,-0.000368166
56,2.40623,0.00104552,-0.000329292
57,2.50425,0.000895752,-0.000266986
58,2.60229,0.00075952,-0.000217516
59,2.70036,0.000629185,-0.000173517
60,2.79841,0.000491579,-0.000134231
61,2.89646,0.000349721,-9.76628e-05
62,2.99451,0.000209211,-5.93821e-05
63,3.09257,6.97371e-05,-1.9794e-05
