i,x_i,v_i,E_i
0,-3.0925,-0.00347399,-0.00059287
1,-2.99388,-0.0104051,-0.00178379
2,-2.89602,-0.0182888,-0.00206684
3,-2.7945,-0.026544,-0.0011656
4,-2.69896,-0.0371831,0.0007259
5,-2.60643,-0.0491801,0.00413801
6,-2.49894,-0.0595595,0.0082347
7,-2.42195,-0.0732946,0.0113703
8,-2.3142,-0.0792207,0.0155944
9,-2.22312,-0.0850141,0.0184095
10,-2.122,-0.0877428,0.0213825
11,-2.02684,-0.0904117,0.0219799
12,-1.92317,-0.0917742,0.0226053
13,-1.82844,-0.0948825,0.0221648
14,-1.72648,-0.0960476,0.0216906
15,-1.62911,-0.0974199,0.0216439
16,-1.53058,-0.09756,0.0216127
17,-1.43149,-0.0962508,0.0224811
18,-1.33639,-0.0949211,0.0234164
19,-1.23539,-0.0910545,0.0245662
20,-1.1437,-0.0894083,0.0256429
21,-1.0413,-0.085236,0.0257329
22,-0.94677,-0.0820952,0.0254115
23,-0.842339,-0.0761161,0.0219193
24,-0.750795,-0.072706,0.01749
25,-0.637456,-0.0591709,0.0105521
26,-0.546417,-0.0526383,0.004307
27,-0.441277,-0.0402782,-0.00040465
28,-0.339469,-0.0282981,-0.00349751
29,-0.24198,-0.0194993,-0.00398726
30,-0.144997,-0.0111867,-0.00306973
31,-0.0479012,-0.0034526,-0.00125575
32,0.0479012,0.0034526,0.00125575
33,0.144997,0.0111867,0.00306973
34,0.24198,0.0194993,0.00398726
35,0.339469,0.0282981,0.00349751
36,0.441277,0.0402782,0.00040465
37,0.546417,0.0526383,-0.004307
38,0.637456,0.0591709,-0.0105521
39,0.750795,0.072706,-0.01749
40,0.842339,0.0761161,-0.0219193
41,0.94677,0.0820952,-0.0254115
42,1.0413,0.085236,-0.0257329
43,1.1437,0.0894083,-0.0256429
44,1.23539,0.0910545,-0.0245662
45,1.33639,0.0949211,-0.0234164
46,1.43149,0.0962508,-0.0224811
47,1.53058,0.09756,-0.0216127
48,1.62911,0.0974199,-0.0216439
49,1.72648,0.0960476,-0.0216906
50,1.82844,0.0948825,-0.0221648
51,1.92317,0.0917742,-0.0226053
52,2.02684,0.0904117,-0.0219799
53,2.122,0.0877428,-0.0213825
54,2.22312,0.0850141,-0.0184095
55,2.3142,0.0792207,-0.0155944
56,2.42195,0.0732946,-0.0113703
57,2.49894,0.0595595,-0.0082347
58,2.60643,0.0491801,-0.00413801
59,2.69896,0.0371831,-0.0007259
60,2.7945,0.026544,0.0011656
61,2.89602,0.0182888,0.00206684
62,2.99388,0.0104051,0.00178379
63,3.0925,0.00347399,0.00059287
