i,x_i,v_i,E_i
0,-3.09429,-0.00349943,0.00348283
1,-2.99946,-0.0104664,0.0104656
2,-2.90565,-0.0171946,0.0183263
3,-2.81224,-0.0234648,0.0278853
4,-2.71983,-0.0298861,0.0382843
5,-2.62986,-0.0362889,0.052675
6,-2.53449,-0.0404497,0.0679278
7,-2.4462,-0.0461382,0.0788295
8,-2.34926,-0.0479574,0.0907618
9,-2.25554,-0.0514687,0.0958771
10,-2.15774,-0.0534983,0.0995786
11,-2.06243,-0.0571336,0.102194
12,-1.96379,-0.0594664,0.104439
13,-1.86806,-0.0624652,0.106046
14,-1.76986,-0.0639216,0.107303
15,-1.67253,-0.0649845,0.107811
16,-1.5743,-0.0650418,0.107628
17,-1.47537,-0.0641814,0.106744
18,-1.37721,-0.062974,0.105028
19,-1.27669,-0.0602156,0.102667
20,-1.17847,-0.057814,0.0994955
21,-1.07675,-0.0535533,0.0957151
22,-0.978163,-0.050197,0.091247
23,-0.875847,-0.0460747,0.0853521
24,-0.776361,-0.0433419,0.07739
25,-0.67023,-0.0383402,0.0673714
26,-0.567656,-0.0354109,0.0551688
27,-0.461662,-0.0298492,0.0429137
28,-0.357741,-0.0244661,0.031368
29,-0.254947,-0.0182552,0.0211841
30,-0.153322,-0.0114788,0.0124541
31,-0.0510755,-0.00397138,0.0040263
32,0.0510755,0.00397138,-0.0040263
33,0.153322,0.0114788,-0.0124541
34,0.254947,0.0182552,-0.0211841
35,0.357741,0.0244661,-0.031368
36,0.461662,0.0298492,-0.0429137
37,0.567656,0.0354109,-0.0551688
38,0.67023,0.0383402,-0.0673714
39,0.776361,0.0433419,-0.07739
40,0.875847,0.0460747,-0.0853521
41,0.978163,0.050197,-0.091247
42,1.07675,0.0535533,-0.0957151
43,1.17847,0.057814,-0.0994955
44,1.27669,0.0602156,-0.102667
45,1.37721,0.062974,-0.105028
46,1.47537,0.0641814,-0.106744
47,1.5743,0.0650418,-0.107628
48,1.67253,0.0649845,-0.107811
49,1.76986,0.0639216,-0.107303
50,1.86806,0.0624652,-0.106046
51,1.96379,0.0594664,-0.104439
52,2.06243,0.0571336,-0.102194
53,2.15774,0.0534983,-0.0995786
54,2.25554,0.0514687,-0.0958771
55,2.34926,0.0479574,-0.0907618
56,2.4462,0.0461382,-0.0788295
57,2.53449,0.0404497,-0.0679278
58,2.62986,0.0362889,-0.052675
59,2.71983,0.0298861,-0.0382843
60,2.81224,0.0234648,-0.0278853
61,2.90565,0.0171946,-0.0183263
62,2.99946,0.0104664,-0.0104656
63,3.09429,0.00349943,-0.00348283
