i,x_i,v_i,E_i
0,-3.09205,-0.0042823,-0.000728898
1,-2.99274,-0.0128188,-0.00218988
2,-2.89446,-0.0216581,-0.00255517
3,-2.79659,-0.0308516,-0.001616
4,-2.69954,-0.0405827,2.09406e-08
5,-2.60455,-0.0514049,0.00268473
6,-2.50532,-0.0602107,0.00543109
7,-2.4126,-0.0698893,0.00786115
8,-2.31323,-0.0760081,0.0101703
9,-2.2169,-0.0817017,0.0110836
10,-2.11738,-0.0857753,0.011833
11,-2.0198,-0.0901965,0.0110047
12,-1.91968,-0.0931575,0.0102347
13,-1.82217,-0.0965039,0.0107474
14,-1.72307,-0.098242,0.0112684
15,-1.62514,-0.0993616,0.0124573
16,-1.52691,-0.099361,0.0136515
17,-1.42856,-0.0982232,0.0139211
18,-1.33122,-0.0965954,0.01412
19,-1.23245,-0.0932489,0.0146034
20,-1.13584,-0.0901174,0.0151209
21,-1.03683,-0.0848796,0.0155263
22,-0.940532,-0.0803725,0.0158878
23,-0.841155,-0.074177,0.0145154
24,-0.744082,-0.0686101,0.0124907
25,-0.641915,-0.0596672,0.00868435
26,-0.542415,-0.0519925,0.0041385
27,-0.440898,-0.0419854,0.000727278
28,-0.341238,-0.0325926,-0.00196805
29,-0.242919,-0.0233479,-0.00260596
30,-0.145867,-0.0143227,-0.00202062
31,-0.0485328,-0.00483257,-0.000839075
32,0.0485328,0.00483257,0.000839075
33,0.145867,0.0143227,0.00202062
34,0.242919,0.0233479,0.00260596
35,0.341238,0.0325926,0.00196805
36,0.440898,0.0419854,-0.000727278
37,0.542415,0.0519925,-0.0041385
38,0.641915,0.0596672,-0.00868435
39,0.744082,0.0686101,-0.0124907
40,0.841155,0.074177,-0.0145154
41,0.940532,0.0803725,-0.0158878
42,1.03683,0.0848796,-0.0155263
43,1.13584,0.0901174,-0.0151209
44,1.23245,0.0932489,-0.0146034
45,1.33122,0.0965954,-0.01412
46,1.42856,0.0982232,-0.0139211
47,1.52691,0.099361,-0.0136515
48,1.62514,0.0993616,-0.0124573
49,1.72307,0.098242,-0.0112684
50,1.82217,0.0965039,-0.0107474
51,1.91968,0.0931575,-0.0102347
52,2.0198,0.0901965,-0.0110047
53,2.11738,0.0857753,-0.011833
54,2.2169,0.0817017,-0.0110836
55,2.31323,0.0760081,-0.0101703
56,2.4126,0.0698893,-0.00786115
57,2.50532,0.0602107,-0.00543109
58,2.60455,0.0514049,-0.00268473
59,2.69954,0.0405827,-2.09406e-08
60,2.79659,0.0308516,0.001616
61,2.89446,0.0216581,0.00255517
62,2.99274,0.0128188,0.00218988
63,3.09205,0.0042823,0.000728898
