i,x_i,v_i,E_i
0,-3.0908,0.002063,-0.00456164
1,-2.98883,0.00625011,-0.0137191
2,-2.88623,0.0100289,-0.0245108
3,-2.77954,0.0143379,-0.0372879
4,-2.67512,0.0164376,-0.0520527
5,-2.57138,0.0172104,-0.068311
6,-2.45495,0.0200515,-0.0857767
7,-2.3627,0.0159039,-0.0993167
8,-2.24988,0.0180401,-0.110199
9,-2.15254,0.0173324,-0.117663
10,-2.04932,0.0187496,-0.122407
11,-1.95267,0.0201292,-0.125933
12,-1.84963,0.023068,-0.12898
13,-1.75342,0.0243076,-0.131587
14,-1.65224,0.0265821,-0.13334
15,-1.55418,0.0272661,-0.134623
16,-1.45588,0.0275612,-0.134535
17,-1.35728,0.0272253,-0.133716
18,-1.26213,0.0256311,-0.131679
19,-1.16308,0.0244651,-0.128625
20,-1.07049,0.0212592,-0.125414
21,-0.97059,0.0200764,-0.12153
22,-0.877327,0.0178669,-0.116965
23,-0.779063,0.0185046,-0.110489
24,-0.690391,0.0163573,-0.102704
25,-0.592211,0.0186787,-0.086203
26,-0.507321,0.015777,-0.0719354
27,-0.41406,0.0148402,-0.05454
28,-0.323196,0.013403,-0.0375805
29,-0.231782,0.0102505,-0.0255682
30,-0.139828,0.00671728,-0.0148331
31,-0.0466196,0.00250188,-0.00475661
32,0.0466196,-0.00250188,0.00475661
33,0.139828,-0.00671728,0.0148331
34,0.231782,-0.0102505,0.0255682
35,0.323196,-0.013403,0.0375805
36,0.41406,-0.0148402,0.05454
37,0.507321,-0.015777,0.0719354
38,0.592211,-0.0186787,0.086203
39,0.690391,-0.0163573,0.102704
40,0.779063,-0.0185046,0.110489
41,0.877327,-0.0178669,0.116965
42,0.97059,-0.0200764,0.12153
43,1.07049,-0.0212592,0.125414
44,1.16308,-0.0244651,0.128625
45,1.26213,-0.0256311,0.131679
46,1.35728,-0.0272253,0.133716
47,1.45588,-0.0275612,0.134535
48,1.55418,-0.0272661,0.134623
49,1.65224,-0.0265821,0.13334
50,1.75342,-0.0243076,0.131587
51,1.84963,-0.023068,0.12898
52,1.95267,-0.0201292,0.125933
53,2.04932,-0.0187496,0.122407
54,2.15254,-0.0173324,0.117663
55,2.24988,-0.0180401,0.110199
56,2.3627,-0.0159039,0.0993167
57,2.45495,-0.0200515,0.0857767
58,2.57138,-0.0172104,0.068311
59,2.67512,-0.0164376,0.0520527
60,2.77954,-0.0143379,0.0372879
61,2.88623,-0.0100289,0.0245108
62,2.98883,-0.00625011,0.0137191
63,3.0908,-0.002063,0.00456164
