i,x_i,v_i,E_i
0,-3.09261,-6.46753e-07,9.9436e-05
1,-2.99464,-1.94026e-06,0.000298308
2,-2.89667,-6.01261e-06,0.000495089
3,-2.7987,-1.37283e-05,0.000689112
4,-2.70073,-1.57923e-05,0.000882237
5,-2.60274,-8.14199e-06,0.00107378
6,-2.50476,4.54377e-06,0.00128161
7,-2.40682,2.97958e-05,0.00152859
8,-2.30889,2.09412e-05,0.00177177
9,-2.21101,-9.87532e-05,0.00200185
10,-2.11307,-0.000220337,0.0021895
11,-2.01488,-0.000379065,0.00214346
12,-1.91662,-0.000495318,0.00206339
13,-1.81852,-0.000451735,0.0016415
14,-1.72023,-0.000372235,0.00120915
15,-1.62058,-0.000119755,0.000407402
16,-1.52094,0.000132724,-0.000394348
17,-1.42184,0.000312491,-0.00107421
18,-1.32277,0.000488259,-0.00175295
19,-1.2247,0.000478495,-0.00200024
20,-1.12689,0.000413806,-0.00222258
21,-1.02867,0.000256593,-0.00215792
22,-0.930434,7.05749e-05,-0.00205268
23,-0.832593,-6.38193e-06,-0.00179959
24,-0.734848,-5.79689e-05,-0.00151253
25,-0.636882,-3.09855e-05,-0.00127977
26,-0.538835,2.54711e-05,-0.00106612
27,-0.440849,3.02472e-05,-0.000874451
28,-0.342894,9.23491e-06,-0.000693492
29,-0.244929,1.58579e-06,-0.000499545
30,-0.146956,2.80036e-06,-0.000297054
31,-0.0489849,1.62795e-06,-9.80154e-05
32,0.0489849,-1.62795e-06,9.80154e-05
33,0.146956,-2.80036e-06,0.000297054
34,0.244929,-1.58579e-06,0.000499545
35,0.342894,-9.23491e-06,0.000693492
36,0.440849,-3.02472e-05,0.000874451
37,0.538835,-2.54711e-05,0.00106612
38,0.636882,3.09855e-05,0.00127977
39,0.734848,5.79689e-05,0.00151253
40,0.832593,6.38193e-06,0.00179959
41,0.930434,-7.05749e-05,0.00205268
42,1.02867,-0.000256593,0.00215792
43,1.12689,-0.000413806,0.00222258
44,1.2247,-0.000478495,0.00200024
45,1.32277,-0.000488259,0.00175295
46,1.42184,-0.000312491,0.00107421
47,1.52094,-0.000132724,0.000394348
48,1.62058,0.000119755,-0.000407402
49,1.72023,0.000372235,-0.00120915
50,1.81852,0.000451735,-0.0016415
51,1.91662,0.000495318,-0.00206339
52,2.01488,0.000379065,-0.00214346
53,2.11307,0.000220337,-0.0021895
54,2.21101,9.87532e-05,-0.00200185
55,2.30889,-2.09412e-05,-0.00177177
56,2.40682,-2.97958e-05,-0.00152859
57,2.50476,-4.54377e-06,-0.00128161
58,2.60274,8.14199e-06,-0.00107378
59,2.70073,1.57923e-05,-0.000882237
60,2.7987,1.37283e-05,-0.000689112
61,2.89667,6.01261e-06,-0.000495089
62,2.99464,1.94026e-06,-0.000298308
63,3.09261,6.46753e-07,-9.9436e-05
