i,x_i,v_i,E_i
0,-3.09251,-3.88321e-05,-8.20569e-05
1,-2.99436,-0.000116496,-0.000246171
2,-2.8962,-0.000194456,-0.0004108
3,-2.79804,-0.0002728,-0.000576099
4,-2.69988,-0.000349155,-0.000739094
5,-2.60172,-0.00042212,-0.000898172
6,-2.50357,-0.000501925,-0.00105942
7,-2.40543,-0.000597478,-0.0012256
8,-2.30728,-0.000692536,-0.00141003
9,-2.20906,-0.000783845,-0.00165221
10,-2.11084,-0.000833502,-0.0018809
11,-2.01259,-0.000688888,-0.00204662
12,-1.91436,-0.000522718,-0.00215228
13,-1.81671,-0.000342499,-0.00179027
14,-1.71894,-0.000138331,-0.00140559
15,-1.62016,-4.46163e-05,-0.000472047
16,-1.52137,4.90985e-05,0.000461496
17,-1.423,0.000166164,0.0012133
18,-1.32464,0.000280517,0.00196272
19,-1.22689,0.00051044,0.00207805
20,-1.12928,0.000710153,0.00214324
21,-1.03091,0.000790301,0.00191569
22,-0.932424,0.000840987,0.00163704
23,-0.834263,0.000728506,0.00141649
24,-0.736179,0.000575875,0.00121105
25,-0.638034,0.000488651,0.00104882
26,-0.539867,0.000425727,0.000902822
27,-0.441707,0.000351863,0.000742718
28,-0.343551,0.000272427,0.00057542
29,-0.245394,0.000194102,0.000410147
30,-0.147236,0.000116526,0.00024624
31,-0.0490787,3.88665e-05,8.21376e-05
32,0.0490787,-3.88665e-05,-8.21376e-05
33,0.147236,-0.000116526,-0.00024624
34,0.245394,-0.000194102,-0.000410147
35,0.343551,-0.000272427,-0.00057542
36,0.441707,-0.000351863,-0.000742718
37,0.539867,-0.000425727,-0.000902822
38,0.638034,-0.000488651,-0.00104882
39,0.736179,-0.000575875,-0.00121105
40,0.834263,-0.000728506,-0.00141649
41,0.932424,-0.000840987,-0.00163704
42,1.03091,-0.000790301,-0.00191569
43,1.12928,-0.000710153,-0.00214324
44,1.22689,-0.00051044,-0.00207805
45,1.32464,-0.000280517,-0.00196272
46,1.423,-0.000166164,-0.0012133
47,1.52137,-4.90985e-05,-0.000461496
48,1.62016,4.46163e-05,0.000472047
49,1.71894,0.000138331,0.00140559
50,1.81671,0.000342499,0.00179027
51,1.91436,0.000522718,0.00215228
52,2.01259,0.000688888,0.00204662
53,2.11084,0.000833502,0.0018809
54,2.20906,0.000783845,0.00165221
55,2.30728,0.000692536,0.00141003
56,2.40543,0.000597478,0.0012256
57,2.50357,0.000501925,0.00105942
58,2.60172,0.00042212,0.000898172
59,2.69988,0.000349155,0.000739094
60,2.79804,0.0002728,0.000576099
61,2.8962,0.000194456,0.0004108
62,2.99436,0.000116496,0.000246171
63,3.09251,3.88321e-05,8.20569e-05
