i,x_i,v_i,E_i
0,-3.09253,-6.36699e-05,-4.27796e-05
1,-2.99442,-0.00019101,-0.000128339
2,-2.8963,-0.000318349,-0.000213898
3,-2.79818,-0.000445689,-0.000299457
4,-2.70007,-0.000573029,-0.000385017
5,-2.60195,-0.000700368,-0.000470576
6,-2.50383,-0.000827708,-0.000556137
7,-2.40572,-0.000955048,-0.000641701
8,-2.3076,-0.00108237,-0.000727123
9,-2.20948,-0.00120961,-0.000812087
10,-2.11137,-0.00133837,-0.000902357
11,-2.01325,-0.00147429,-0.00101829
12,-1.91512,-0.00158369,-0.00111979
13,-1.8169,-0.00148062,-0.00109892
14,-1.71866,-0.00134074,-0.00104938
15,-1.62008,-0.000446429,-0.000348038
16,-1.52151,0.000447877,0.000353307
17,-1.42305,0.00108142,0.000827063
18,-1.32459,0.00171085,0.00129758
19,-1.22645,0.00161973,0.00116878
20,-1.12834,0.00146741,0.00099306
21,-1.03023,0.00133676,0.000896427
22,-0.93211,0.00120968,0.000812505
23,-0.833993,0.00108239,0.00072727
24,-0.735876,0.000955048,0.000641698
25,-0.637759,0.000827708,0.000556135
26,-0.539642,0.000700368,0.000470576
27,-0.441526,0.000573029,0.000385017
28,-0.343409,0.000445689,0.000299457
29,-0.245292,0.000318349,0.000213898
30,-0.147175,0.00019101,0.000128339
31,-0.0490584,6.36699e-05,4.27796e-05
32,0.0490584,-6.36699e-05,-4.27796e-05
33,0.147175,-0.00019101,-0.000128339
34,0.245292,-0.000318349,-0.000213898
35,0.343409,-0.000445689,-0.000299457
36,0.441526,-0.000573029,-0.000385017
37,0.539642,-0.000700368,-0.000470576
38,0.637759,-0.000827708,-0.000556135
39,0.735876,-0.000955048,-0.000641698
40,0.833993,-0.00108239,-0.00072727
41,0.93211,-0.00120968,-0.000812505
42,1.03023,-0.00133676,-0.000896427
43,1.12834,-0.00146741,-0.00099306
44,1.22645,-0.00161973,-0.00116878
45,1.32459,-0.00171085,-0.00129758
46,1.42305,-0.00108142,-0.000827063
47,1.52151,-0.000447877,-0.000353307
48,1.62008,0.000446429,0.000348038
49,1.71866,0.00134074,0.00104938
50,1.8169,0.00148062,0.00109892
51,1.91512,0.00158369,0.00111979
52,2.01325,0.00147429,0.00101829
53,2.11137,0.00133837,0.000902357
54,2.20948,0.00120961,0.000812087
55,2.3076,0.00108237,0.000727123
56,2.40572,0.000955048,0.000641701
57,2.50383,0.000827708,0.000556137
58,2.60195,0.000700368,0.000470576
59,2.70007,0.000573029,0.000385017
60,2.79818,0.000445689,0.000299457
61,2.8963,0.000318349,0.000213898
62,2.99442,0.00019101,0.000128339
63,3.09253,6.36699e-05,4.27796e-05
