i,x_i,v_i,E_i
0,-3.09147,-0.00291519,-0.0027826
1,-2.99079,-0.00872389,-0.00837127
2,-2.89055,-0.0157037,-0.0135007
3,-2.78648,-0.0232797,-0.0183413
4,-2.68759,-0.033558,-0.0222431
5,-2.59123,-0.0455529,-0.025343
6,-2.4804,-0.0560439,-0.0283302
7,-2.39901,-0.0699694,-0.0300633
8,-2.2893,-0.0762154,-0.0317451
9,-2.19631,-0.0823452,-0.0322615
10,-2.09427,-0.0853042,-0.0333213
11,-1.9983,-0.0876173,-0.0352499
12,-1.89425,-0.0885194,-0.0377161
13,-1.79863,-0.0909063,-0.0407861
14,-1.6964,-0.0913636,-0.0436809
15,-1.59858,-0.0925591,-0.045386
16,-1.50001,-0.0926025,-0.0465992
17,-1.40123,-0.0919771,-0.0458409
18,-1.30645,-0.0913334,-0.0446354
19,-1.20655,-0.0885229,-0.0395265
20,-1.11527,-0.0878363,-0.0348585
21,-1.01414,-0.0842453,-0.029946
22,-0.920568,-0.0815701,-0.0254022
23,-0.818131,-0.0750536,-0.0252282
24,-0.727799,-0.0709434,-0.0254574
25,-0.618941,-0.0563046,-0.0258024
26,-0.530153,-0.0487978,-0.0260951
27,-0.429005,-0.0361735,-0.0235971
28,-0.331008,-0.0242948,-0.0203492
29,-0.236219,-0.0162853,-0.0153454
30,-0.14173,-0.00908792,-0.0096187
31,-0.0469079,-0.00269982,-0.00331919
32,0.0469079,0.00269982,0.00331919
33,0.14173,0.00908792,0.0096187
34,0.236219,0.0162853,0.0153454
35,0.331008,0.0242948,0.0203492
36,0.429005,0.0361735,0.0235971
37,0.530153,0.0487978,0.0260951
38,0.618941,0.0563046,0.0258024
39,0.727799,0.0709434,0.0254574
40,0.818131,0.0750536,0.0252282
41,0.920568,0.0815701,0.0254022
42,1.01414,0.0842453,0.029946
43,1.11527,0.0878363,0.0348585
44,1.20655,0.0885229,0.0395265
45,1.30645,0.0913334,0.0446354
46,1.40123,0.0919771,0.0458409
47,1.50001,0.0926025,0.0465992
48,1.59858,0.0925591,0.045386
49,1.6964,0.0913636,0.0436809
50,1.79863,0.0909063,0.0407861
51,1.89425,0.0885194,0.0377161
52,1.9983,0.0876173,0.0352499
53,2.09427,0.0853042,0.0333213
54,2.19631,0.0823452,0.0322615
55,2.2893,0.0762154,0.0317451
56,2.39901,0.0699694,0.0300633
57,2.4804,0.0560439,0.0283302
58,2.59123,0.0455529,0.025343
59,2.68759,0.033558,0.0222431
60,2.78648,0.0232797,0.0183413
61,2.89055,0.0157037,0.0135007
62,2.99079,0.00872389,0.00837127
63,3.09147,0.00291519,0.0027826
