i,x_i,v_i,E_i
0,-3.09043,-0.00322987,-0.00410802
1,-2.98791,-0.00965715,-0.0123405
2,-2.88621,-0.0168212,-0.019638
3,-2.78468,-0.0247805,-0.0261162
4,-2.68369,-0.0335886,-0.0318483
5,-2.58422,-0.0438638,-0.0368476
6,-2.48134,-0.0521831,-0.0415265
7,-2.38459,-0.061492,-0.0454775
8,-2.2827,-0.0671649,-0.04942
9,-2.18407,-0.0722543,-0.0529997
10,-2.08294,-0.0755981,-0.0568059
11,-1.9837,-0.0789786,-0.060706
12,-1.88251,-0.0809338,-0.0643043
13,-1.78375,-0.0834403,-0.0673163
14,-1.68405,-0.0844647,-0.0696381
15,-1.58565,-0.0853995,-0.0708144
16,-1.48741,-0.0853199,-0.07139
17,-1.38942,-0.0846287,-0.0707676
18,-1.29263,-0.0835237,-0.0697096
19,-1.19506,-0.0812472,-0.067346
20,-1.09956,-0.0792091,-0.0645517
21,-1.00251,-0.0754598,-0.0591305
22,-0.907879,-0.0723943,-0.0538215
23,-0.811023,-0.0669717,-0.0478854
24,-0.716245,-0.0620477,-0.0420767
25,-0.617904,-0.0529739,-0.038368
26,-0.521744,-0.0449921,-0.0349115
27,-0.424416,-0.0352849,-0.0304471
28,-0.328646,-0.0263881,-0.0258806
29,-0.233983,-0.0185082,-0.0192606
30,-0.140413,-0.0112314,-0.0119851
31,-0.0467033,-0.00374061,-0.0041233
32,0.0467033,0.00374061,0.0041233
33,0.140413,0.0112314,0.0119851
34,0.233983,0.0185082,0.0192606
35,0.328646,0.0263881,0.0258806
36,0.424416,0.0352849,0.0304471
37,0.521744,0.0449921,0.0349115
38,0.617904,0.0529739,0.038368
39,0.716245,0.0620477,0.0420767
40,0.811023,0.0669717,0.0478854
41,0.907879,0.0723943,0.0538215
42,1.00251,0.0754598,0.0591305
43,1.09956,0.0792091,0.0645517
44,1.19506,0.0812472,0.067346
45,1.29263,0.0835237,0.0697096
46,1.38942,0.0846287,0.0707676
47,1.48741,0.0853199,0.07139
48,1.58565,0.0853995,0.0708144
49,1.68405,0.0844647,0.0696381
50,1.78375,0.0834403,0.0673163
51,1.88251,0.0809338,0.0643043
52,1.9837,0.0789786,0.060706
53,2.08294,0.0755981,0.0568059
54,2.18407,0.0722543,0.0529997
55,2.2827,0.0671649,0.04942
56,2.38459,0.061492,0.0454775
57,2.48134,0.0521831,0.0415265
58,2.58422,0.0438638,0.0368476
59,2.68369,0.0335886,0.0318483
60,2.78468,0.0247805,0.0261162
61,2.88621,0.0168212,0.019638
62,2.98791,0.00965715,0.0123405
63,3.09043,0.00322987,0.00410802
