i,x_i,v_i,E_i
0,-3.09251,-0.000490677,-9.89665e-05
1,-2.99433,-0.0014673,-0.0002969
2,-2.89616,-0.0024298,-0.000494833
3,-2.79798,-0.0033689,-0.000692766
4,-2.69981,-0.00427555,-0.000890699
5,-2.60163,-0.00514103,-0.00108863
6,-2.50346,-0.00595699,-0.00128656
7,-2.40528,-0.00671559,-0.0014845
8,-2.30711,-0.00740951,-0.00168243
9,-2.20893,-0.00803208,-0.00188036
10,-2.11076,-0.00857729,-0.0020783
11,-2.01258,-0.00903989,-0.00227623
12,-1.91441,-0.00941544,-0.00243086
13,-1.81623,-0.00970031,-0.0022453
14,-1.71806,-0.00989177,-0.00200407
15,-1.61988,-0.00998795,-0.000668024
16,-1.52171,-0.00998795,0.000668024
17,-1.42353,-0.00989177,0.00162676
18,-1.32536,-0.00970031,0.00257931
19,-1.22718,-0.00941544,0.00247416
20,-1.12901,-0.00903989,0.00227623
21,-1.03084,-0.00857729,0.0020783
22,-0.93266,-0.00803208,0.00188036
23,-0.834486,-0.00740951,0.00168243
24,-0.736311,-0.00671559,0.0014845
25,-0.638136,-0.00595699,0.00128656
26,-0.539961,-0.00514103,0.00108863
27,-0.441786,-0.00427555,0.000890699
28,-0.343612,-0.0033689,0.000692766
29,-0.245437,-0.0024298,0.000494833
30,-0.147262,-0.0014673,0.0002969
31,-0.0490874,-0.000490677,9.89665e-05
32,0.0490874,0.000490677,-9.89665e-05
33,0.147262,0.0014673,-0.0002969
34,0.245437,0.0024298,-0.000494833
35,0.343612,0.0033689,-0.000692766
36,0.441786,0.00427555,-0.000890699
37,0.539961,0.00514103,-0.00108863
38,0.638136,0.00595699,-0.00128656
39,0.736311,0.00671559,-0.0014845
40,0.834486,0.00740951,-0.00168243
41,0.93266,0.00803208,-0.00188036
42,1.03084,0.00857729,-0.0020783
43,1.12901,0.00903989,-0.00227623
44,1.22718,0.00941544,-0.00247416
45,1.32536,0.00970031,-0.00257931
46,1.42353,0.00989177,-0.00162676
47,1.52171,0.00998795,-0.000668024
48,1.61988,0.00998795,0.000668024
49,1.71806,0.00989177,0.00200407
50,1.81623,0.00970031,0.0022453
51,1.91441,0.00941544,0.00243086
52,2.01258,0.00903989,0.00227623
53,2.11076,0.00857729,0.0020783
54,2.20893,0.00803208,0.00188036
55,2.30711,0.00740951,0.00168243
56,2.40528,0.00671559,0.0014845
57,2.50346,0.00595699,0.00128656
58,2.60163,0.00514103,0.00108863
59,2.69981,0.00427555,0.000890699
60,2.79798,0.0033689,0.000692766
61,2.89616,0.0024298,0.000494833
62,2.99433,0.0014673,0.0002969
63,3.09251,0.000490677,9.89665e-05
