i,x_i,v_i,E_i
0,-3.09039,6.23447e-05,-0.00534202
1,-2.98758,0.000232823,-0.0160679
2,-2.88442,-0.000560283,-0.0278574
3,-2.77712,-0.00151589,-0.0410761
4,-2.67308,-0.00527317,-0.0551588
5,-2.57036,-0.0107829,-0.0698746
6,-2.45421,-0.0145934,-0.0852442
7,-2.36467,-0.0237949,-0.0966393
8,-2.25187,-0.0257769,-0.106227
9,-2.15541,-0.0293122,-0.112683
10,-2.05203,-0.0298407,-0.117643
11,-1.95514,-0.0299802,-0.121636
12,-1.85123,-0.0284474,-0.125621
13,-1.75477,-0.0284465,-0.12921
14,-1.65286,-0.0270045,-0.131694
15,-1.55465,-0.0269375,-0.133513
16,-1.45622,-0.0266,-0.133498
17,-1.35769,-0.0265668,-0.132489
18,-1.26297,-0.0272241,-0.129942
19,-1.16411,-0.0270043,-0.126068
20,-1.07249,-0.0287882,-0.12222
21,-0.972718,-0.0282803,-0.117703
22,-0.879942,-0.0286279,-0.113031
23,-0.780909,-0.0255166,-0.107093
24,-0.692458,-0.0246931,-0.100282
25,-0.592038,-0.0160559,-0.085325
26,-0.507153,-0.0135491,-0.0726818
27,-0.412829,-0.00760683,-0.056232
28,-0.321135,-0.0023484,-0.0402299
29,-0.229951,-0.000585793,-0.0279945
30,-0.138468,0.000385536,-0.0165713
31,-0.0460484,0.000455736,-0.00542329
32,0.0460484,-0.000455736,0.00542329
33,0.138468,-0.000385536,0.0165713
34,0.229951,0.000585793,0.0279945
35,0.321135,0.0023484,0.0402299
36,0.412829,0.00760683,0.056232
37,0.507153,0.0135491,0.0726818
38,0.592038,0.0160559,0.085325
39,0.692458,0.0246931,0.100282
40,0.780909,0.0255166,0.107093
41,0.879942,0.0286279,0.113031
42,0.972718,0.0282803,0.117703
43,1.07249,0.0287882,0.12222
44,1.16411,0.0270043,0.126068
45,1.26297,0.0272241,0.129942
46,1.35769,0.0265668,0.132489
47,1.45622,0.0266,0.133498
48,1.55465,0.0269375,0.133513
49,1.65286,0.0270045,0.131694
50,1.75477,0.0284465,0.12921
51,1.85123,0.0284474,0.125621
52,1.95514,0.0299802,0.121636
53,2.05203,0.0298407,0.117643
54,2.15541,0.0293122,0.112683
55,2.25187,0.0257769,0.106227
56,2.36467,0.0237949,0.0966393
57,2.45421,0.0145934,0.0852442
58,2.57036,0.0107829,0.0698746
59,2.67308,0.00527317,0.0551588
60,2.77712,0.00151589,0.0410761
61,2.88442,0.000560283,0.0278574
62,2.98758,-0.000232823,0.0160679
63,3.09039,-6.23447e-05,0.00534202
