i,x_i,v_i,E_i
0,-3.09355,0.0036433,0.00115923
1,-2.99714,0.0110025,0.00348545
2,-2.90032,0.0191906,0.0048391
3,-2.80056,0.029536,0.00470603
4,-2.70195,0.0393986,0.00309206
5,-2.60363,0.0498876,-0.00129095
6,-2.49487,0.0636655,-0.00679866
7,-2.40336,0.0685915,-0.0124389
8,-2.29585,0.078386,-0.0177089
9,-2.20015,0.0823155,-0.0199007
10,-2.09952,0.0865906,-0.0212834
11,-2.00484,0.0892645,-0.0204054
12,-1.90493,0.0931661,-0.0193826
13,-1.81025,0.0949866,-0.0180613
14,-1.71134,0.0976376,-0.016697
15,-1.6141,0.098608,-0.0154746
16,-1.51605,0.0988334,-0.0142469
17,-1.417,0.0981575,-0.013121
18,-1.3201,0.0958666,-0.0120196
19,-1.2194,0.0935374,-0.0124225
20,-1.12338,0.089084,-0.0128466
21,-1.02151,0.0859271,-0.0131671
22,-0.925133,0.0812604,-0.0134591
23,-0.824992,0.0766226,-0.0117565
24,-0.731981,0.0691613,-0.00989586
25,-0.630898,0.0618808,-0.00704346
26,-0.539275,0.0504664,-0.00424147
27,-0.440647,0.0407448,-0.00154905
28,-0.344141,0.0308664,0.000929219
29,-0.246863,0.021656,0.00193015
30,-0.149139,0.0130032,0.00188013
31,-0.0498641,0.00438599,0.000913063
32,0.0498641,-0.00438599,-0.000913063
33,0.149139,-0.0130032,-0.00188013
34,0.246863,-0.021656,-0.00193015
35,0.344141,-0.0308664,-0.000929219
36,0.440647,-0.0407448,0.00154905
37,0.539275,-0.0504664,0.00424147
38,0.630898,-0.0618808,0.00704346
39,0.731981,-0.0691613,0.00989586
40,0.824992,-0.0766226,0.0117565
41,0.925133,-0.0812604,0.0134591
42,1.02151,-0.0859271,0.0131671
43,1.12338,-0.089084,0.0128466
44,1.2194,-0.0935374,0.0124225
45,1.3201,-0.0958666,0.0120196
46,1.417,-0.0981575,0.013121
47,1.51605,-0.0988334,0.0142469
48,1.6141,-0.098608,0.0154746
49,1.71134,-0.0976376,0.016697
50,1.81025,-0.0949866,0.0180613
51,1.90493,-0.0931661,0.0193826
52,2.00484,-0.0892645,0.0204054
53,2.09952,-0.0865906,0.0212834
54,2.20015,-0.0823155,0.0199007
55,2.29585,-0.078386,0.0177089
56,2.40336,-0.0685915,0.0124389
57,2.49487,-0.0636655,0.00679866
58,2.60363,-0.0498876,0.00129095
59,2.70195,-0.0393986,-0.00309206
60,2.80056,-0.029536,-0.00470603
61,2.90032,-0.0191906,-0.0048391
62,2.99714,-0.0110025,-0.00348545
63,3.09355,-0.0036433,-0.00115923
