i,x_i,v_i,E_i
0,-3.09056,0.00140399,-0.00503699
1,-2.98812,0.0042681,-0.0151493
2,-2.88512,0.00650567,-0.0267623
3,-2.77798,0.00900753,-0.0402189
4,-2.67343,0.0090439,-0.055344
5,-2.56976,0.00756559,-0.0716558
6,-2.45313,0.00800111,-0.0889735
7,-2.3616,0.00200055,-0.102199
8,-2.2486,0.00264532,-0.112889
9,-2.15144,0.000910483,-0.120271
10,-2.04808,0.00166096,-0.125215
11,-1.95127,0.00253439,-0.129055
12,-1.84787,0.00502673,-0.132534
13,-1.75151,0.00587989,-0.135582
14,-1.65004,0.00789623,-0.13761
15,-1.55191,0.00838956,-0.13912
16,-1.45356,0.00870021,-0.138986
17,-1.355,0.00848377,-0.138062
18,-1.26004,0.00719016,-0.135712
19,-1.16112,0.00646925,-0.132268
20,-1.06894,0.00372865,-0.128699
21,-0.969155,0.0031047,-0.124444
22,-0.876146,0.0015367,-0.119676
23,-0.777724,0.00305826,-0.11328
24,-0.689264,0.00198424,-0.105513
25,-0.590585,0.006578,-0.0892013
26,-0.50594,0.00563514,-0.0751901
27,-0.412617,0.00713067,-0.0574319
28,-0.321765,0.0080629,-0.0401438
29,-0.230654,0.00660378,-0.027543
30,-0.139068,0.00459759,-0.0160279
31,-0.0463278,0.00182062,-0.00515869
32,0.0463278,-0.00182062,0.00515869
33,0.139068,-0.00459759,0.0160279
34,0.230654,-0.00660378,0.027543
35,0.321765,-0.0080629,0.0401438
36,0.412617,-0.00713067,0.0574319
37,0.50594,-0.00563514,0.0751901
38,0.590585,-0.006578,0.0892013
39,0.689264,-0.00198424,0.105513
40,0.777724,-0.00305826,0.11328
41,0.876146,-0.0015367,0.119676
42,0.969155,-0.0031047,0.124444
43,1.06894,-0.00372865,0.128699
44,1.16112,-0.00646925,0.132268
45,1.26004,-0.00719016,0.135712
46,1.355,-0.00848377,0.138062
47,1.45356,-0.00870021,0.138986
48,1.55191,-0.00838956,0.13912
49,1.65004,-0.00789623,0.13761
50,1.75151,-0.00587989,0.135582
51,1.84787,-0.00502673,0.132534
52,1.95127,-0.00253439,0.129055
53,2.04808,-0.00166096,0.125215
54,2.15144,-0.000910483,0.120271
55,2.2486,-0.00264532,0.112889
56,2.3616,-0.00200055,0.102199
57,2.45313,-0.00800111,0.0889735
58,2.56976,-0.00756559,0.0716558
59,2.67343,-0.0090439,0.055344
60,2.77798,-0.00900753,0.0402189
61,2.88512,-0.00650567,0.0267623
62,2.98812,-0.0042681,0.0151493
63,3.09056,-0.00140399,0.00503699
