i,x_i,v_i,E_i
0,-3.09435,0.00412748,0.00297782
1,-2.99975,0.0124404,0.00893984
2,-2.90468,0.0209319,0.0141214
3,-2.80856,0.0298896,0.0179026
4,-2.71171,0.0391483,0.020972
5,-2.61376,0.0484213,0.0218651
6,-2.51473,0.0583207,0.0226861
7,-2.41762,0.0654592,0.0231491
8,-2.31949,0.0729844,0.0240189
9,-2.22333,0.0781089,0.0278771
10,-2.12642,0.0831941,0.0317756
11,-2.03014,0.0866794,0.0362131
12,-1.93297,0.0901282,0.0406917
13,-1.83593,0.0922514,0.04241
14,-1.73831,0.0938551,0.0439075
15,-1.64053,0.094575,0.0441361
16,-1.54246,0.0944253,0.0441252
17,-1.44404,0.0936227,0.04334
18,-1.34557,0.0916739,0.0423272
19,-1.24655,0.0892756,0.0406734
20,-1.14769,0.0855705,0.0387707
21,-1.04822,0.0815329,0.0363853
22,-0.949008,0.0762059,0.0337736
23,-0.849245,0.0705987,0.0308237
24,-0.749745,0.0638609,0.0276919
25,-0.649806,0.0568696,0.0243343
26,-0.550081,0.0489845,0.0208406
27,-0.450047,0.0408774,0.0172074
28,-0.350161,0.0321455,0.0134811
29,-0.250083,0.023256,0.00968051
30,-0.1501,0.0140053,0.00582621
31,-0.0500075,0.00471273,0.00194746
32,0.0500075,-0.00471273,-0.00194746
33,0.1501,-0.0140053,-0.00582621
34,0.250083,-0.023256,-0.00968051
35,0.350161,-0.0321455,-0.0134811
36,0.450047,-0.0408774,-0.0172074
37,0.550081,-0.0489845,-0.0208406
38,0.649806,-0.0568696,-0.0243343
39,0.749745,-0.0638609,-0.0276919
40,0.849245,-0.0705987,-0.0308237
41,0.949008,-0.0762059,-0.0337736
42,1.04822,-0.0815329,-0.0363853
43,1.14769,-0.0855705,-0.0387707
44,1.24655,-0.0892756,-0.0406734
45,1.34557,-0.0916739,-0.0423272
46,1.44404,-0.0936227,-0.04334
47,1.54246,-0.0944253,-0.0441252
48,1.64053,-0.094575,-0.0441361
49,1.73831,-0.0938551,-0.0439075
50,1.83593,-0.0922514,-0.04241
51,1.93297,-0.0901282,-0.0406917
52,2.03014,-0.0866794,-0.0362131
53,2.12642,-0.0831941,-0.0317756
54,2.22333,-0.0781089,-0.0278771
55,2.31949,-0.0729844,-0.0240189
56,2.41762,-0.0654592,-0.0231491
57,2.51473,-0.0583207,-0.0226861
58,2.61376,-0.0484213,-0.0218651
59,2.71171,-0.0391483,-0.020972
60,2.80856,-0.0298896,-0.0179026
61,2.90468,-0.0209319,-0.0141214
62,2.99975,-0.0124404,-0.00893984
63,3.09435,-0.00412748,-0.00297782
