i,x_i,v_i,E_i
0,-3.09213,-0.00429665,-0.000560101
1,-2.99299,-0.0128619,-0.00168276
2,-2.89488,-0.0217084,-0.0017128
3,-2.7972,-0.0308834,-0.000420607
4,-2.70034,-0.0405827,0.00153471
5,-2.60556,-0.051352,0.004569
6,-2.50651,-0.0601038,0.00766892
7,-2.41397,-0.0697346,0.0103877
8,-2.31472,-0.0758078,0.0130184
9,-2.21851,-0.0814835,0.014144
10,-2.11906,-0.0855424,0.0151809
11,-2.02157,-0.0899799,0.0149688
12,-1.92151,-0.092956,0.014785
13,-1.82406,-0.0962923,0.0154047
14,-1.725,-0.0980202,0.0160346
15,-1.62709,-0.0991163,0.01678
16,-1.52886,-0.0990922,0.0175306
17,-1.43049,-0.0979491,0.0177133
18,-1.33311,-0.0963174,0.0178393
19,-1.23428,-0.0929615,0.0181854
20,-1.13761,-0.0898198,0.0185641
21,-1.0385,-0.0845739,0.0187898
22,-0.942108,-0.0800598,0.0189619
23,-0.842609,-0.0738912,0.0173871
24,-0.745428,-0.0683642,0.0151089
25,-0.643086,-0.0594962,0.0110169
26,-0.543437,-0.051911,0.00613685
27,-0.441724,-0.0419711,0.00234818
28,-0.341881,-0.0326313,-0.000709224
29,-0.24338,-0.0233992,-0.0017224
30,-0.14615,-0.0143625,-0.00148827
31,-0.0486282,-0.00484909,-0.000662364
32,0.0486282,0.00484909,0.000662364
33,0.14615,0.0143625,0.00148827
34,0.24338,0.0233992,0.0017224
35,0.341881,0.0326313,0.000709224
36,0.441724,0.0419711,-0.00234818
37,0.543437,0.051911,-0.00613685
38,0.643086,0.0594962,-0.0110169
39,0.745428,0.0683642,-0.0151089
40,0.842609,0.0738912,-0.0173871
41,0.942108,0.0800598,-0.0189619
42,1.0385,0.0845739,-0.0187898
43,1.13761,0.0898198,-0.0185641
44,1.23428,0.0929615,-0.0181854
45,1.33311,0.0963174,-0.0178393
46,1.43049,0.0979491,-0.0177133
47,1.52886,0.0990922,-0.0175306
48,1.62709,0.0991163,-0.01678
49,1.725,0.0980202,-0.0160346
50,1.82406,0.0962923,-0.0154047
51,1.92151,0.092956,-0.014785
52,2.02157,0.0899799,-0.0149688
53,2.11906,0.0855424,-0.0151809
54,2.21851,0.0814835,-0.014144
55,2.31472,0.0758078,-0.0130184
56,2.41397,0.0697346,-0.0103877
57,2.50651,0.0601038,-0.00766892
58,2.60556,0.051352,-0.004569
59,2.70034,0.0405827,-0.00153471
60,2.7972,0.0308834,0.000420607
61,2.89488,0.0217084,0.0017128
62,2.99299,0.0128619,0.00168276
63,3.09213,0.00429665,0.000560101
