i,x_i,v_i,E_i
0,-3.09099,-0.00231516,-0.00384103
1,-2.98938,-0.00691881,-0.0115549
2,-2.88799,-0.0127397,-0.0191773
3,-2.78266,-0.0191578,-0.0270185
4,-2.68202,-0.0284186,-0.0342117
5,-2.5836,-0.0394991,-0.040997
6,-2.47097,-0.0490725,-0.0478974
7,-2.38715,-0.0624063,-0.0525188
8,-2.27637,-0.0680708,-0.0570109
9,-2.18232,-0.0739226,-0.0594083
10,-2.07978,-0.0765192,-0.0621723
11,-1.98343,-0.0784071,-0.0649274
12,-1.87926,-0.0787828,-0.0682557
13,-1.78326,-0.0805839,-0.0717267
14,-1.68098,-0.0805161,-0.0747152
15,-1.58298,-0.0813906,-0.0765962
16,-1.48441,-0.0812441,-0.0775151
17,-1.38574,-0.0807473,-0.0767205
18,-1.29105,-0.0803346,-0.075219
19,-1.19159,-0.0782176,-0.0716326
20,-1.10038,-0.0781895,-0.0681448
21,-0.999808,-0.0755639,-0.0631284
22,-0.906643,-0.0737802,-0.0585053
23,-0.805331,-0.0677832,-0.0538955
24,-0.715704,-0.0641186,-0.0498174
25,-0.609421,-0.0498886,-0.0448466
26,-0.521949,-0.0427049,-0.0407486
27,-0.422984,-0.0308949,-0.0344465
28,-0.327029,-0.0199086,-0.0280421
29,-0.233576,-0.013043,-0.020499
30,-0.14027,-0.00708611,-0.0125422
31,-0.0464808,-0.00201887,-0.00422998
32,0.0464808,0.00201887,0.00422998
33,0.14027,0.00708611,0.0125422
34,0.233576,0.013043,0.020499
35,0.327029,0.0199086,0.0280421
36,0.422984,0.0308949,0.0344465
37,0.521949,0.0427049,0.0407486
38,0.609421,0.0498886,0.0448466
39,0.715704,0.0641186,0.0498174
40,0.805331,0.0677832,0.0538955
41,0.906643,0.0737802,0.0585053
42,0.999808,0.0755639,0.0631284
43,1.10038,0.0781895,0.0681448
44,1.19159,0.0782176,0.0716326
45,1.29105,0.0803346,0.075219
46,1.38574,0.0807473,0.0767205
47,1.48441,0.0812441,0.0775151
48,1.58298,0.0813906,0.0765962
49,1.68098,0.0805161,0.0747152
50,1.78326,0.0805839,0.0717267
51,1.87926,0.0787828,0.0682557
52,1.98343,0.0784071,0.0649274
53,2.07978,0.0765192,0.0621723
54,2.18232,0.0739226,0.0594083
55,2.27637,0.0680708,0.0570109
56,2.38715,0.0624063,0.0525188
57,2.47097,0.0490725,0.0478974
58,2.5836,0.0394991,0.040997
59,2.68202,0.0284186,0.0342117
60,2.78266,0.0191578,0.0270185
61,2.88799,0.0127397,0.0191773
62,2.98938,0.00691881,0.0115549
63,3.09099,0.00231516,0.00384103
