i,x_i,v_i,E_i
0,-3.09252,4.86493e-05,-7.50783e-05
1,-2.99436,0.000145948,-0.000225235
2,-2.89621,0.000240025,-0.000371337
3,-2.79808,0.000329857,-0.000512175
4,-2.69994,0.000410811,-0.000668214
5,-2.60178,0.000476371,-0.00085017
6,-2.5036,0.00057037,-0.00103294
7,-2.40537,0.000732307,-0.00121758
8,-2.30719,0.000900269,-0.00136278
9,-2.20918,0.00108828,-0.00138406
10,-2.11115,0.00125167,-0.0013774
11,-2.01314,0.00124986,-0.0012378
12,-1.91505,0.00124927,-0.00108696
13,-1.81732,0.00100061,-0.000843779
14,-1.71936,0.000774962,-0.000594936
15,-1.62028,0.000262839,-0.000202847
16,-1.52121,-0.000249284,0.000189241
17,-1.42263,-0.000678502,0.000536615
18,-1.32408,-0.00111031,0.000883421
19,-1.22622,-0.00119556,0.00107515
20,-1.12867,-0.00130483,0.0012552
21,-1.03052,-0.00122091,0.00134697
22,-0.932351,-0.00112482,0.00142401
23,-0.834312,-0.000928513,0.00135328
24,-0.736309,-0.000710551,0.0012441
25,-0.638079,-0.000571815,0.00105561
26,-0.539762,-0.000461066,0.00083709
27,-0.441607,-0.000391951,0.000661744
28,-0.343532,-0.000343437,0.000508263
29,-0.245399,-0.000254842,0.00036577
30,-0.147227,-0.000139629,0.000230689
31,-0.049071,-4.15493e-05,8.11315e-05
32,0.049071,4.15493e-05,-8.11315e-05
33,0.147227,0.000139629,-0.000230689
34,0.245399,0.000254842,-0.00036577
35,0.343532,0.000343437,-0.000508263
36,0.441607,0.000391951,-0.000661744
37,0.539762,0.000461066,-0.00083709
38,0.638079,0.000571815,-0.00105561
39,0.736309,0.000710551,-0.0012441
40,0.834312,0.000928513,-0.00135328
41,0.932351,0.00112482,-0.00142401
42,1.03052,0.00122091,-0.00134697
43,1.12867,0.00130483,-0.0012552
44,1.22622,0.00119556,-0.00107515
45,1.32408,0.00111031,-0.000883421
46,1.42263,0.000678502,-0.000536615
47,1.52121,0.000249284,-0.000189241
48,1.62028,-0.000262839,0.000202847
49,1.71936,-0.000774962,0.000594936
50,1.81732,-0.00100061,0.000843779
51,1.91505,-0.00124927,0.00108696
52,2.01314,-0.00124986,0.0012378
53,2.11115,-0.00125167,0.0013774
54,2.20918,-0.00108828,0.00138406
55,2.30719,-0.000900269,0.00136278
56,2.40537,-0.000732307,0.00121758
57,2.5036,-0.00057037,0.00103294
58,2.60178,-0.000476371,0.00085017
59,2.69994,-0.000410811,0.000668214
60,2.79808,-0.000329857,0.000512175
61,2.89621,-0.000240025,0.000371337
62,2.99436,-0.000145948,0.000225235
63,3.09252,-4.86493e-05,7.50783e-05
