i,x_i,v_i,E_i
0,-3.0943,0.00320878,0.00268272
1,-2.99941,0.00969613,0.0080655
2,-2.90431,0.0171825,0.0128158
3,-2.80676,0.0270963,0.0165317
4,-2.71028,0.0367915,0.0192414
5,-2.61429,0.0477004,0.0193261
6,-2.5086,0.0620779,0.0188489
7,-2.41825,0.0677969,0.016862
8,-2.31295,0.0783458,0.0149616
9,-2.21813,0.0824794,0.0150745
10,-2.11844,0.086841,0.0156436
11,-2.02431,0.0890294,0.0201105
12,-1.92521,0.0923994,0.0248118
13,-1.83086,0.0935604,0.028831
14,-1.73247,0.0955219,0.0330227
15,-1.6354,0.0961164,0.033529
16,-1.53735,0.0959828,0.0336352
17,-1.43815,0.0953803,0.032454
18,-1.34076,0.0932012,0.0310283
19,-1.23959,0.0913006,0.0284858
20,-1.14265,0.0872991,0.0257447
21,-1.04012,0.0844777,0.0232774
22,-0.94275,0.080099,0.0210874
23,-0.841593,0.0754605,0.0197194
24,-0.746948,0.0679213,0.0188089
25,-0.644257,0.0604787,0.0178235
26,-0.550131,0.0488902,0.0169217
27,-0.449371,0.0390583,0.0155868
28,-0.350705,0.0291195,0.0140055
29,-0.251439,0.0201344,0.0112473
30,-0.151871,0.0119365,0.00744142
31,-0.05078,0.00396876,0.00276093
32,0.05078,-0.00396876,-0.00276093
33,0.151871,-0.0119365,-0.00744142
34,0.251439,-0.0201344,-0.0112473
35,0.350705,-0.0291195,-0.0140055
36,0.449371,-0.0390583,-0.0155868
37,0.550131,-0.0488902,-0.0169217
38,0.644257,-0.0604787,-0.0178235
39,0.746948,-0.0679213,-0.0188089
40,0.841593,-0.0754605,-0.0197194
41,0.94275,-0.080099,-0.0210874
42,1.04012,-0.0844777,-0.0232774
43,1.14265,-0.0872991,-0.0257447
44,1.23959,-0.0913006,-0.0284858
45,1.34076,-0.0932012,-0.0310283
46,1.43815,-0.0953803,-0.032454
47,1.53735,-0.0959828,-0.0336352
48,1.6354,-0.0961164,-0.033529
49,1.73247,-0.0955219,-0.0330227
50,1.83086,-0.0935604,-0.028831
51,1.92521,-0.0923994,-0.0248118
52,2.02431,-0.0890294,-0.0201105
53,2.11844,-0.086841,-0.0156436
54,2.21813,-0.0824794,-0.0150745
55,2.31295,-0.0783458,-0.0149616
56,2.41825,-0.0677969,-0.016862
57,2.5086,-0.0620779,-0.0188489
58,2.61429,-0.0477004,-0.0193261
59,2.71028,-0.0367915,-0.0192414
60,2.80676,-0.0270963,-0.0165317
61,2.90431,-0.0171825,-0.0128158
62,2.99941,-0.00969613,-0.0080655
63,3.0943,-0.00320878,-0.00268272
