i,x_i,v_i,E_i
0,-3.09466,0.00386411,0.00355925
1,-3.00071,0.0116497,0.0106851
2,-2.90629,0.019672,0.0170989
3,-2.81087,0.0282691,0.0221495
4,-2.71473,0.0372176,0.0265989
5,-2.61751,0.046353,0.0288529
6,-2.51926,0.0561134,0.0312086
7,-2.42271,0.0631133,0.0339738
8,-2.32517,0.0704779,0.0369149
9,-2.2294,0.0752193,0.0421381
10,-2.13288,0.0799183,0.0474022
11,-2.03687,0.083065,0.0514088
12,-1.93996,0.0861738,0.0553886
13,-1.84308,0.0881719,0.0570805
14,-1.74558,0.0896793,0.0583795
15,-1.64786,0.0903805,0.0586633
16,-1.54978,0.0902324,0.0586376
17,-1.45129,0.0894976,0.0577364
18,-1.35268,0.0876418,0.0564564
19,-1.25347,0.0853924,0.0544316
20,-1.15433,0.0818631,0.0520025
21,-1.05454,0.0780449,0.0489836
22,-0.954919,0.0729621,0.0455928
23,-0.854722,0.067631,0.0417607
24,-0.7547,0.0611896,0.0376205
25,-0.654219,0.0545172,0.0331638
26,-0.553882,0.0469665,0.0284695
27,-0.45322,0.0392084,0.0235648
28,-0.352656,0.0308364,0.0184929
29,-0.251889,0.0223149,0.0133014
30,-0.151188,0.0134386,0.00801134
31,-0.0503734,0.00452317,0.0026806
32,0.0503734,-0.00452317,-0.0026806
33,0.151188,-0.0134386,-0.00801134
34,0.251889,-0.0223149,-0.0133014
35,0.352656,-0.0308364,-0.0184929
36,0.45322,-0.0392084,-0.0235648
37,0.553882,-0.0469665,-0.0284695
38,0.654219,-0.0545172,-0.0331638
39,0.7547,-0.0611896,-0.0376205
40,0.854722,-0.067631,-0.0417607
41,0.954919,-0.0729621,-0.0455928
42,1.05454,-0.0780449,-0.0489836
43,1.15433,-0.0818631,-0.0520025
44,1.25347,-0.0853924,-0.0544316
45,1.35268,-0.0876418,-0.0564564
46,1.45129,-0.0894976,-0.0577364
47,1.54978,-0.0902324,-0.0586376
48,1.64786,-0.0903805,-0.0586633
49,1.74558,-0.0896793,-0.0583795
50,1.84308,-0.0881719,-0.0570805
51,1.93996,-0.0861738,-0.0553886
52,2.03687,-0.083065,-0.0514088
53,2.13288,-0.0799183,-0.0474022
54,2.2294,-0.0752193,-0.0421381
55,2.32517,-0.0704779,-0.0369149
56,2.42271,-0.0631133,-0.0339738
57,2.51926,-0.0561134,-0.0312086
58,2.61751,-0.046353,-0.0288529
59,2.71473,-0.0372176,-0.0265989
60,2.81087,-0.0282691,-0.0221495
61,2.90629,-0.019672,-0.0170989
62,3.00071,-0.0116497,-0.0106851
63,3.09466,-0.00386411,-0.00355925
