i,x_i,v_i,E_i
0,-3.09256,7.20077e-05,1.02073e-05
1,-2.99449,0.000216023,3.06218e-05
2,-2.89644,0.000355641,5.09046e-05
3,-2.79838,0.000489484,7.1015e-05
4,-2.70032,0.000623409,8.08417e-05
5,-2.60224,0.000757322,7.28588e-05
6,-2.50415,0.000914453,7.88567e-05
7,-2.40606,0.00112743,0.000117529
8,-2.30801,0.00132098,0.000187346
9,-2.21012,0.00145293,0.000359485
10,-2.11219,0.00155273,0.000525335
11,-2.01415,0.00145092,0.000658757
12,-1.91602,0.00135522,0.000769104
13,-1.81809,0.00105787,0.000662589
14,-1.71994,0.000784702,0.000548375
15,-1.62048,0.000268144,0.000181701
16,-1.52102,-0.000248414,-0.000184974
17,-1.42211,-0.000698443,-0.000465145
18,-1.32323,-0.0011512,-0.000744473
19,-1.22528,-0.00130985,-0.000733599
20,-1.12763,-0.00149557,-0.000704744
21,-1.02951,-0.00150603,-0.000538516
22,-0.931377,-0.00150692,-0.000351541
23,-0.833472,-0.0013369,-0.000212073
24,-0.735626,-0.00112726,-8.42377e-05
25,-0.637519,-0.000930294,-6.09342e-05
26,-0.539316,-0.000736527,-7.59246e-05
27,-0.441236,-0.000603069,-7.92098e-05
28,-0.343219,-0.000499602,-7.66767e-05
29,-0.245169,-0.000366122,-5.74539e-05
30,-0.147096,-0.000212771,-2.71106e-05
31,-0.0490299,-6.83312e-05,-6.26748e-06
32,0.0490299,6.83312e-05,6.26748e-06
33,0.147096,0.000212771,2.71106e-05
34,0.245169,0.000366122,5.74539e-05
35,0.343219,0.000499602,7.66767e-05
36,0.441236,0.000603069,7.92098e-05
37,0.539316,0.000736527,7.59246e-05
38,0.637519,0.000930294,6.09342e-05
39,0.735626,0.00112726,8.42377e-05
40,0.833472,0.0013369,0.000212073
41,0.931377,0.00150692,0.000351541
42,1.02951,0.00150603,0.000538516
43,1.12763,0.00149557,0.000704744
44,1.22528,0.00130985,0.000733599
45,1.32323,0.0011512,0.000744473
46,1.42211,0.000698443,0.000465145
47,1.52102,0.000248414,0.000184974
48,1.62048,-0.000268144,-0.000181701
49,1.71994,-0.000784702,-0.000548375
50,1.81809,-0.00105787,-0.000662589
51,1.91602,-0.00135522,-0.000769104
52,2.01415,-0.00145092,-0.000658757
53,2.11219,-0.00155273,-0.000525335
54,2.21012,-0.00145293,-0.000359485
55,2.30801,-0.00132098,-0.000187346
56,2.40606,-0.00112743,-0.000117529
57,2.50415,-0.000914453,-7.88567e-05
58,2.60224,-0.000757322,-7.28588e-05
59,2.70032,-0.000623409,-8.08417e-05
60,2.79838,-0.000489484,-7.1015e-05
61,2.89644,-0.000355641,-5.09046e-05
62,2.99449,-0.000216023,-3.06218e-05
63,3.09256,-7.20077e-05,-1.02073e-05
