i,x_i,v_i,E_i
0,-3.0926,4.48932e-05,7.7557e-05
1,-2.9946,0.00013468,0.000232671
2,-2.89661,0.000220702,0.000386018
3,-2.79863,0.000301782,0.000537039
4,-2.70063,0.000387194,0.000683235
5,-2.60261,0.00048,0.000820969
6,-2.5046,0.000586458,0.000976821
7,-2.40662,0.000726144,0.0011759
8,-2.30867,0.000833737,0.00138794
9,-2.21082,0.000837403,0.00164417
10,-2.11291,0.000820407,0.00186895
11,-2.01479,0.00066318,0.0019229
12,-1.9166,0.000530299,0.00193955
13,-1.81853,0.000374275,0.00158193
14,-1.72026,0.000248443,0.00121224
15,-1.62059,8.89195e-05,0.000406595
16,-1.52092,-7.06037e-05,-0.000399055
17,-1.42183,-0.000234243,-0.00105912
18,-1.32276,-0.000401265,-0.0017179
19,-1.22472,-0.000514728,-0.00187561
20,-1.12696,-0.00066946,-0.00200464
21,-1.02882,-0.000773214,-0.00185766
22,-0.930652,-0.000885497,-0.00167139
23,-0.832815,-0.000833605,-0.00141788
24,-0.735059,-0.000743633,-0.00114869
25,-0.637052,-0.00061018,-0.000967214
26,-0.538951,-0.000459659,-0.000816964
27,-0.44094,-0.000369227,-0.000677142
28,-0.342974,-0.000308688,-0.000542427
29,-0.244989,-0.000227634,-0.00039175
30,-0.146991,-0.000133008,-0.00023054
31,-0.048996,-4.29945e-05,-7.51537e-05
32,0.048996,4.29945e-05,7.51537e-05
33,0.146991,0.000133008,0.00023054
34,0.244989,0.000227634,0.00039175
35,0.342974,0.000308688,0.000542427
36,0.44094,0.000369227,0.000677142
37,0.538951,0.000459659,0.000816964
38,0.637052,0.00061018,0.000967214
39,0.735059,0.000743633,0.00114869
40,0.832815,0.000833605,0.00141788
41,0.930652,0.000885497,0.00167139
42,1.02882,0.000773214,0.00185766
43,1.12696,0.00066946,0.00200464
44,1.22472,0.000514728,0.00187561
45,1.32276,0.000401265,0.0017179
46,1.42183,0.000234243,0.00105912
47,1.52092,7.06037e-05,0.000399055
48,1.62059,-8.89195e-05,-0.000406595
49,1.72026,-0.000248443,-0.00121224
50,1.81853,-0.000374275,-0.00158193
51,1.9166,-0.000530299,-0.00193955
52,2.01479,-0.00066318,-0.0019229
53,2.11291,-0.000820407,-0.00186895
54,2.21082,-0.000837403,-0.00164417
55,2.30867,-0.000833737,-0.00138794
56,2.40662,-0.000726144,-0.0011759
57,2.5046,-0.000586458,-0.000976821
58,2.60261,-0.00048,-0.000820969
59,2.70063,-0.000387194,-0.000683235
60,2.79863,-0.000301782,-0.000537039
61,2.89661,-0.000220702,-0.000386018
62,2.9946,-0.00013468,-0.000232671
63,3.0926,-4.48932e-05,-7.7557e-05
