i,x_i,v_i,E_i
0,-3.0926,-0.00490774,8.58187e-05
1,-2.99462,-0.014676,0.000257458
2,-2.89663,-0.0243029,0.000422982
3,-2.79864,-0.0336958,0.000580448
4,-2.70065,-0.0427643,0.000727821
5,-2.60264,-0.051421,0.00085748
6,-2.50463,-0.0595826,0.000975232
7,-2.4066,-0.0671705,0.00106451
8,-2.30857,-0.0741117,0.0011421
9,-2.21051,-0.0803393,0.00117995
10,-2.11245,-0.0857933,0.00120809
11,-2.01436,-0.0904213,0.00118542
12,-1.91626,-0.0941783,0.00123722
13,-1.81814,-0.0970252,0.00200633
14,-1.72001,-0.0989374,0.00279239
15,-1.62185,-0.0998861,0.00415048
16,-1.52368,-0.099873,0.00550882
17,-1.42548,-0.0989016,0.00595136
18,-1.32727,-0.0969777,0.00635962
19,-1.22904,-0.0941301,0.00609418
20,-1.13079,-0.0903765,0.00575379
21,-1.03252,-0.0857524,0.00535957
22,-0.934241,-0.0803022,0.00495481
23,-0.835944,-0.0740786,0.00450631
24,-0.737633,-0.0671413,0.00404503
25,-0.639309,-0.0595573,0.0035507
26,-0.540973,-0.0513996,0.00304302
27,-0.442628,-0.0427467,0.00251287
28,-0.344275,-0.0336822,0.0019707
29,-0.245915,-0.0242931,0.00141597
30,-0.147551,-0.0146701,0.000852538
31,-0.049184,-0.00490579,0.000285302
32,0.049184,0.00490579,-0.000285302
33,0.147551,0.0146701,-0.000852538
34,0.245915,0.0242931,-0.00141597
35,0.344275,0.0336822,-0.0019707
36,0.442628,0.0427467,-0.00251287
37,0.540973,0.0513996,-0.00304302
38,0.639309,0.0595573,-0.0035507
39,0.737633,0.0671413,-0.00404503
40,0.835944,0.0740786,-0.00450631
41,0.934241,0.0803022,-0.00495481
42,1.03252,0.0857524,-0.00535957
43,1.13079,0.0903765,-0.00575379
44,1.22904,0.0941301,-0.00609418
45,1.32727,0.0969777,-0.00635962
46,1.42548,0.0989016,-0.00595136
47,1.52368,0.099873,-0.00550882
48,1.62185,0.0998861,-0.00415048
49,1.72001,0.0989374,-0.00279239
50,1.81814,0.0970252,-0.00200633
51,1.91626,0.0941783,-0.00123722
52,2.01436,0.0904213,-0.00118542
53,2.11245,0.0857933,-0.00120809
54,2.21051,0.0803393,-0.00117995
55,2.30857,0.0741117,-0.0011421
56,2.4066,0.0671705,-0.00106451
57,2.50463,0.0595826,-0.000975232
58,2.60264,0.051421,-0.00085748
59,2.70065,0.0427643,-0.000727821
60,2.79864,0.0336958,-0.000580448
61,2.89663,0.0243029,-0.000422982
62,2.99462,0.014676,-0.000257458
63,3.0926,0.00490774,-8.58187e-05
