i,x_i,v_i,E_i
0,-3.09251,1.90579e-05,-9.56822e-05
1,-2.99434,5.71736e-05,-0.000287047
2,-2.89616,9.51973e-05,-0.00047861
3,-2.79799,0.000133101,-0.00067043
4,-2.69982,0.000171883,-0.000860886
5,-2.60165,0.000212168,-0.00104903
6,-2.50348,0.000247645,-0.00124109
7,-2.40532,0.000271976,-0.00144201
8,-2.30714,0.000304544,-0.00165015
9,-2.20891,0.000365217,-0.00188098
10,-2.1107,0.000452209,-0.00207874
11,-2.01257,0.00066269,-0.00212384
12,-1.91445,0.000857551,-0.0021138
13,-1.81684,0.000778071,-0.0016712
14,-1.71911,0.000710592,-0.00121478
15,-1.62022,0.000241183,-0.000410102
16,-1.52132,-0.000228226,0.000394581
17,-1.42288,-0.000578629,0.00108677
18,-1.32445,-0.000930494,0.00177754
19,-1.2268,-0.000817064,0.00202145
20,-1.1293,-0.000706271,0.00223094
21,-1.03101,-0.000510269,0.00209234
22,-0.932606,-0.000307707,0.00189276
23,-0.834418,-0.000275349,0.00166465
24,-0.736282,-0.000284972,0.00142901
25,-0.638118,-0.000255083,0.0012328
26,-0.539943,-0.000210668,0.00105147
27,-0.441771,-0.000170793,0.000862724
28,-0.3436,-0.000133213,0.000670183
29,-0.245429,-9.5302e-05,0.000478376
30,-0.147257,-5.71671e-05,0.000287065
31,-0.0490857,-1.90504e-05,9.5703e-05
32,0.0490857,1.90504e-05,-9.5703e-05
33,0.147257,5.71671e-05,-0.000287065
34,0.245429,9.5302e-05,-0.000478376
35,0.3436,0.000133213,-0.000670183
36,0.441771,0.000170793,-0.000862724
37,0.539943,0.000210668,-0.00105147
38,0.638118,0.000255083,-0.0012328
39,0.736282,0.000284972,-0.00142901
40,0.834418,0.000275349,-0.00166465
41,0.932606,0.000307707,-0.00189276
42,1.03101,0.000510269,-0.00209234
43,1.1293,0.000706271,-0.00223094
44,1.2268,0.000817064,-0.00202145
45,1.32445,0.000930494,-0.00177754
46,1.42288,0.000578629,-0.00108677
47,1.52132,0.000228226,-0.000394581
48,1.62022,-0.000241183,0.000410102
49,1.71911,-0.000710592,0.00121478
50,1.81684,-0.000778071,0.0016712
51,1.91445,-0.000857551,0.0021138
52,2.01257,-0.00066269,0.00212384
53,2.1107,-0.000452209,0.00207874
54,2.20891,-0.000365217,0.00188098
55,2.30714,-0.000304544,0.00165015
56,2.40532,-0.000271976,0.00144201
57,2.50348,-0.000247645,0.00124109
58,2.60165,-0.000212168,0.00104903
59,2.69982,-0.000171883,0.000860886
60,2.79799,-0.000133101,0.00067043
61,2.89616,-9.51973e-05,0.00047861
62,2.99434,-5.71736e-05,0.000287047
63,3.09251,-1.90579e-05,9.56822e-05
