i,x_i,v_i,E_i
0,-3.09613,-0.000969294,0.0063052
1,-3.00517,-0.00285792,0.0189226
2,-2.91405,-0.00447607,0.0320891
3,-2.82266,-0.00551455,0.0467067
4,-2.73091,-0.00614815,0.0613401
5,-2.63854,-0.00596845,0.0753687
6,-2.54565,-0.00525219,0.0894779
7,-2.45244,-0.00544371,0.0994081
8,-2.35857,-0.00510932,0.108773
9,-2.26467,-0.00600284,0.116162
10,-2.17007,-0.00656541,0.122768
11,-2.0752,-0.00752581,0.128285
12,-1.97955,-0.00804903,0.132963
13,-1.88344,-0.00866942,0.136631
14,-1.78654,-0.00897369,0.13899
15,-1.68911,-0.0092295,0.140495
16,-1.59092,-0.00930689,0.140359
17,-1.49216,-0.00923216,0.139496
18,-1.39268,-0.0091116,0.136777
19,-1.29256,-0.00873122,0.133408
20,-1.19181,-0.00841469,0.128095
21,-1.09042,-0.00781057,0.122178
22,-0.98847,-0.00732868,0.114411
23,-0.885947,-0.00658901,0.106068
24,-0.782963,-0.0059827,0.0961215
25,-0.679494,-0.0051718,0.0856328
26,-0.575661,-0.0044754,0.0738827
27,-0.471458,-0.00363591,0.0616591
28,-0.366998,-0.00287957,0.0485594
29,-0.262293,-0.00203448,0.035116
30,-0.157447,-0.00124417,0.0211815
31,-0.0524878,-0.000400637,0.00710848
32,0.0524878,0.000400637,-0.00710848
33,0.157447,0.00124417,-0.0211815
34,0.262293,0.00203448,-0.035116
35,0.366998,0.00287957,-0.0485594
36,0.471458,0.00363591,-0.0616591
37,0.575661,0.0044754,-0.0738827
38,0.679494,0.0051718,-0.0856328
39,0.782963,0.0059827,-0.0961215
40,0.885947,0.00658901,-0.106068
41,0.98847,0.00732868,-0.114411
42,1.09042,0.00781057,-0.122178
43,1.19181,0.00841469,-0.128095
44,1.29256,0.00873122,-0.133408
45,1.39268,0.0091116,-0.136777
46,1.49216,0.00923216,-0.139496
47,1.59092,0.00930689,-0.140359
48,1.68911,0.0092295,-0.140495
49,1.78654,0.00897369,-0.13899
50,1.88344,0.00866942,-0.136631
51,1.97955,0.00804903,-0.132963
52,2.0752,0.00752581,-0.128285
53,2.17007,0.00656541,-0.122768
54,2.26467,0.00600284,-0.116162
55,2.35857,0.00510932,-0.108773
56,2.45244,0.00544371,-0.0994081
57,2.54565,0.00525219,-0.0894779
58,2.63854,0.00596845,-0.0753687
59,2.73091,0.00614815,-0.0613401
60,2.82266,0.00551455,-0.0467067
61,2.91405,0.00447607,-0.0320891
62,3.00517,0.00285792,-0.0189226
63,3.09613,0.000969294,-0.0063052
