i,x_i,v_i,E_i
0,-3.09254,-6.82459e-05,-2.5901e-05
1,-2.99444,-0.000204738,-7.77029e-05
2,-2.89634,-0.000341891,-0.000130459
3,-2.79825,-0.000479903,-0.000184461
4,-2.70014,-0.000614601,-0.000235659
5,-2.60204,-0.000743645,-0.000282037
6,-2.50394,-0.000879753,-0.000326594
7,-2.40587,-0.00103212,-0.000366936
8,-2.30779,-0.00119491,-0.000430938
9,-2.20965,-0.00138896,-0.000571927
10,-2.11147,-0.00154057,-0.000724555
11,-2.01318,-0.00149431,-0.000934025
12,-1.91489,-0.00140082,-0.00110742
13,-1.8171,-0.00108912,-0.000983272
14,-1.71918,-0.000742992,-0.000842976
15,-1.62024,-0.000247231,-0.000281355
16,-1.52129,0.000248529,0.000280265
17,-1.42277,0.000681135,0.000701004
18,-1.32426,0.00110992,0.00112002
19,-1.22638,0.00135913,0.00107071
20,-1.12867,0.00155533,0.000986701
21,-1.03028,0.00151824,0.00077045
22,-0.931813,0.0014322,0.000532311
23,-0.833734,0.00123175,0.000427168
24,-0.735752,0.0010036,0.000355363
25,-0.637669,0.000860979,0.000316105
26,-0.53955,0.00075016,0.000288825
27,-0.441445,0.000619609,0.000241107
28,-0.343348,0.000479031,0.000183107
29,-0.245249,0.000341054,0.000129146
30,-0.147149,0.000204827,7.78868e-05
31,-0.0490497,6.83493e-05,2.61126e-05
32,0.0490497,-6.83493e-05,-2.61126e-05
33,0.147149,-0.000204827,-7.78868e-05
34,0.245249,-0.000341054,-0.000129146
35,0.343348,-0.000479031,-0.000183107
36,0.441445,-0.000619609,-0.000241107
37,0.53955,-0.00075016,-0.000288825
38,0.637669,-0.000860979,-0.000316105
39,0.735752,-0.0010036,-0.000355363
40,0.833734,-0.00123175,-0.000427168
41,0.931813,-0.0014322,-0.000532311
42,1.03028,-0.00151824,-0.00077045
43,1.12867,-0.00155533,-0.000986701
44,1.22638,-0.00135913,-0.00107071
45,1.32426,-0.00110992,-0.00112002
46,1.42277,-0.000681135,-0.000701004
47,1.52129,-0.000248529,-0.000280265
48,1.62024,0.000247231,0.000281355
49,1.71918,0.000742992,0.000842976
50,1.8171,0.00108912,0.000983272
51,1.91489,0.00140082,0.00110742
52,2.01318,0.00149431,0.000934025
53,2.11147,0.00154057,0.000724555
54,2.20965,0.00138896,0.000571927
55,2.30779,0.00119491,0.000430938
56,2.40587,0.00103212,0.000366936
57,2.50394,0.000879753,0.000326594
58,2.60204,0.000743645,0.000282037
59,2.70014,0.000614601,0.000235659
60,2.79825,0.000479903,0.000184461
61,2.89634,0.000341891,0.000130459
62,2.99444,0.000204738,7.77029e-05
63,3.09254,6.82459e-05,2.5901e-05
