i,x_i,v_i,E_i
0,-3.09369,0.00358906,0.00144987
1,-2.99757,0.0108395,0.00435924
2,-2.90107,0.0189551,0.0063588
3,-2.80172,0.0292845,0.00694658
4,-2.7035,0.0391868,0.00614132
5,-2.60559,0.0498243,0.00257354
6,-2.49738,0.0637923,-0.00202868
7,-2.40606,0.0689212,-0.00702022
8,-2.29894,0.0789067,-0.011726
9,-2.2034,0.0829104,-0.0135077
10,-2.10294,0.0872316,-0.0146092
11,-2.00836,0.0898635,-0.01348
12,-1.90861,0.0937179,-0.0122218
13,-1.814,0.0954809,-0.0107151
14,-1.71519,0.0980703,-0.00908973
15,-1.61799,0.0989634,-0.00687972
16,-1.51994,0.0991111,-0.00465285
17,-1.42087,0.0983948,-0.0036584
18,-1.32387,0.0960643,-0.00268487
19,-1.22309,0.0937837,-0.00418933
20,-1.12689,0.0893817,-0.0057889
21,-1.0249,0.0862513,-0.0065845
22,-0.928336,0.0816063,-0.00722262
23,-0.828012,0.0769185,-0.00609724
24,-0.734707,0.0693985,-0.00472887
25,-0.633336,0.0620265,-0.00258095
26,-0.541263,0.0505209,-0.000430137
27,-0.442251,0.0407145,0.00154517
28,-0.345356,0.0307598,0.00330113
29,-0.247715,0.0215298,0.00362976
30,-0.14965,0.0128991,0.00289765
31,-0.0500364,0.00434001,0.00125262
32,0.0500364,-0.00434001,-0.00125262
33,0.14965,-0.0128991,-0.00289765
34,0.247715,-0.0215298,-0.00362976
35,0.345356,-0.0307598,-0.00330113
36,0.442251,-0.0407145,-0.00154517
37,0.541263,-0.0505209,0.000430137
38,0.633336,-0.0620265,0.00258095
39,0.734707,-0.0693985,0.00472887
40,0.828012,-0.0769185,0.00609724
41,0.928336,-0.0816063,0.00722262
42,1.0249,-0.0862513,0.0065845
43,1.12689,-0.0893817,0.0057889
44,1.22309,-0.0937837,0.00418933
45,1.32387,-0.0960643,0.00268487
46,1.42087,-0.0983948,0.0036584
47,1.51994,-0.0991111,0.00465285
48,1.61799,-0.0989634,0.00687972
49,1.71519,-0.0980703,0.00908973
50,1.814,-0.0954809,0.0107151
51,1.90861,-0.0937179,0.0122218
52,2.00836,-0.0898635,0.01348
53,2.10294,-0.0872316,0.0146092
54,2.2034,-0.0829104,0.0135077
55,2.29894,-0.0789067,0.011726
56,2.40606,-0.0689212,0.00702022
57,2.49738,-0.0637923,0.00202868
58,2.60559,-0.0498243,-0.00257354
59,2.7035,-0.0391868,-0.00614132
60,2.80172,-0.0292845,-0.00694658
61,2.90107,-0.0189551,-0.0063588
62,2.99757,-0.0108395,-0.00435924
63,3.09369,-0.00358906,-0.00144987
