i,x_i,v_i,E_i
0,-3.09138,-0.00404789,-0.00207601
1,-2.99076,-0.0121146,-0.0062368
2,-2.8911,-0.0206567,-0.0093094
3,-2.79179,-0.0297447,-0.0112387
4,-2.6932,-0.0394847,-0.0124097
5,-2.59649,-0.0504755,-0.0126155
6,-2.49585,-0.0594605,-0.0127353
7,-2.40159,-0.0693114,-0.0126998
8,-2.30124,-0.0755682,-0.012923
9,-2.20401,-0.0812526,-0.0137431
10,-2.10385,-0.0852729,-0.0149034
11,-2.00559,-0.0894459,-0.017006
12,-1.90502,-0.0921583,-0.0191104
13,-1.80699,-0.0953067,-0.0209788
14,-1.70763,-0.0968657,-0.0226983
15,-1.60951,-0.0980536,-0.023442
16,-1.51127,-0.0981337,-0.0239448
17,-1.41308,-0.0972752,-0.0220086
18,-1.31598,-0.0959236,-0.0200718
19,-1.21773,-0.0928734,-0.0166493
20,-1.1216,-0.0900289,-0.013301
21,-1.0234,-0.0850025,-0.0109553
22,-0.927801,-0.0806926,-0.00874993
23,-0.829408,-0.074431,-0.0083625
24,-0.733226,-0.0687269,-0.00833381
25,-0.632499,-0.0593935,-0.00976011
26,-0.534246,-0.0512427,-0.0115917
27,-0.43433,-0.0409675,-0.011965
28,-0.336167,-0.0314065,-0.0117751
29,-0.239299,-0.0223243,-0.00946405
30,-0.14365,-0.0136357,-0.00614076
31,-0.0477864,-0.00457832,-0.00220244
32,0.0477864,0.00457832,0.00220244
33,0.14365,0.0136357,0.00614076
34,0.239299,0.0223243,0.00946405
35,0.336167,0.0314065,0.0117751
36,0.43433,0.0409675,0.011965
37,0.534246,0.0512427,0.0115917
38,0.632499,0.0593935,0.00976011
39,0.733226,0.0687269,0.00833381
40,0.829408,0.074431,0.0083625
41,0.927801,0.0806926,0.00874993
42,1.0234,0.0850025,0.0109553
43,1.1216,0.0900289,0.013301
44,1.21773,0.0928734,0.0166493
45,1.31598,0.0959236,0.0200718
46,1.41308,0.0972752,0.0220086
47,1.51127,0.0981337,0.0239448
48,1.60951,0.0980536,0.023442
49,1.70763,0.0968657,0.0226983
50,1.80699,0.0953067,0.0209788
51,1.90502,0.0921583,0.0191104
52,2.00559,0.0894459,0.017006
53,2.10385,0.0852729,0.0149034
54,2.20401,0.0812526,0.0137431
55,2.30124,0.0755682,0.012923
56,2.40159,0.0693114,0.0126998
57,2.49585,0.0594605,0.0127353
58,2.59649,0.0504755,0.0126155
59,2.6932,0.0394847,0.0124097
60,2.79179,0.0297447,0.0112387
61,2.8911,0.0206567,0.0093094
62,2.99076,0.0121146,0.0062368
63,3.09138,0.00404789,0.00207601
