i,x_i,v_i,E_i
0,-3.09257,6.62314e-05,3.46526e-05
1,-2.99454,0.000198694,0.000103958
2,-2.8965,0.000331153,0.00017325
3,-2.79846,0.000463606,0.000242525
4,-2.70043,0.000596141,0.000312006
5,-2.60239,0.000728815,0.000381847
6,-2.50435,0.000860442,0.000449829
7,-2.40632,0.000989566,0.000513428
8,-2.30828,0.00112564,0.000582692
9,-2.21022,0.0012854,0.000670893
10,-2.11219,0.00143575,0.00077645
11,-2.01427,0.00153799,0.000970945
12,-1.91633,0.00160315,0.00114512
13,-1.81839,0.00122398,0.0011219
14,-1.72034,0.00086148,0.00108143
15,-1.62063,0.000295404,0.000360409
16,-1.52092,-0.000270672,-0.00036061
17,-1.42181,-0.000788736,-0.000852218
18,-1.32271,-0.00130882,-0.00134194
19,-1.22503,-0.00148039,-0.00117165
20,-1.12748,-0.00165968,-0.000964415
21,-1.02946,-0.00148445,-0.000800213
22,-0.931353,-0.00125766,-0.000642468
23,-0.833307,-0.00111484,-0.000569837
24,-0.735275,-0.000992059,-0.000518021
25,-0.637239,-0.00086171,-0.000452265
26,-0.539202,-0.000728685,-0.000381508
27,-0.441166,-0.000596052,-0.000311771
28,-0.343129,-0.000463611,-0.00024254
29,-0.245092,-0.000331157,-0.000173264
30,-0.147055,-0.000198694,-0.000103957
31,-0.0490184,-6.62312e-05,-3.4652e-05
32,0.0490184,6.62312e-05,3.4652e-05
33,0.147055,0.000198694,0.000103957
34,0.245092,0.000331157,0.000173264
35,0.343129,0.000463611,0.00024254
36,0.441166,0.000596052,0.000311771
37,0.539202,0.000728685,0.000381508
38,0.637239,0.00086171,0.000452265
39,0.735275,0.000992059,0.000518021
40,0.833307,0.00111484,0.000569837
41,0.931353,0.00125766,0.000642468
42,1.02946,0.00148445,0.000800213
43,1.12748,0.00165968,0.000964415
44,1.22503,0.00148039,0.00117165
45,1.32271,0.00130882,0.00134194
46,1.42181,0.000788736,0.000852218
47,1.52092,0.000270672,0.00036061
48,1.62063,-0.000295404,-0.000360409
49,1.72034,-0.00086148,-0.00108143
50,1.81839,-0.00122398,-0.0011219
51,1.91633,-0.00160315,-0.00114512
52,2.01427,-0.00153799,-0.000970945
53,2.11219,-0.00143575,-0.00077645
54,2.21022,-0.0012854,-0.000670893
55,2.30828,-0.00112564,-0.000582692
56,2.40632,-0.000989566,-0.000513428
57,2.50435,-0.000860442,-0.000449829
58,2.60239,-0.000728815,-0.000381847
59,2.70043,-0.000596141,-0.000312006
60,2.79846,-0.000463606,-0.000242525
61,2.8965,-0.000331153,-0.00017325
62,2.99454,-0.000198694,-0.000103958
63,3.09257,-6.62314e-05,-3.46526e-05
