i,x_i,v_i,E_i
0,-3.09261,1.31554e-05,9.6864e-05
1,-2.99463,3.94662e-05,0.000290592
2,-2.89666,6.57767e-05,0.000484319
3,-2.79869,9.20869e-05,0.000678044
4,-2.70072,0.000118406,0.000871803
5,-2.60274,0.000144742,0.00106562
6,-2.50477,0.000170855,0.00125886
7,-2.4068,0.000196431,0.0014507
8,-2.30883,0.000224979,0.00164714
9,-2.21085,0.000263681,0.00185944
10,-2.11288,0.000287966,0.00206977
11,-2.01499,0.000238001,0.00226945
12,-1.91705,0.000176229,0.00242621
13,-1.81887,-6.86273e-05,0.00212624
14,-1.7206,-0.000282575,0.00180621
15,-1.62073,-8.75184e-05,0.000605975
16,-1.52085,0.000107538,-0.000594257
17,-1.42154,0.000146345,-0.00150344
18,-1.32224,0.000181583,-0.00241044
19,-1.2244,-5.78237e-05,-0.00239298
20,-1.12668,-0.000337436,-0.00232859
21,-1.02873,-0.000317221,-0.00209674
22,-0.93074,-0.000253162,-0.00184159
23,-0.832765,-0.000221228,-0.00164047
24,-0.734793,-0.000196937,-0.00145205
25,-0.636821,-0.000171103,-0.00125953
26,-0.538848,-0.000144728,-0.00106557
27,-0.440876,-0.000118397,-0.000871767
28,-0.342903,-9.20872e-05,-0.000678046
29,-0.244931,-6.5777e-05,-0.00048432
30,-0.146959,-3.94662e-05,-0.000290592
31,-0.0489862,-1.31554e-05,-9.6864e-05
32,0.0489862,1.31554e-05,9.6864e-05
33,0.146959,3.94662e-05,0.000290592
34,0.244931,6.5777e-05,0.00048432
35,0.342903,9.20872e-05,0.000678046
36,0.440876,0.000118397,0.000871767
37,0.538848,0.000144728,0.00106557
38,0.636821,0.000171103,0.00125953
39,0.734793,0.000196937,0.00145205
40,0.832765,0.000221228,0.00164047
41,0.93074,0.000253162,0.00184159
42,1.02873,0.000317221,0.00209674
43,1.12668,0.000337436,0.00232859
44,1.2244,5.78237e-05,0.00239298
45,1.32224,-0.000181583,0.00241044
46,1.42154,-0.000146345,0.00150344
47,1.52085,-0.000107538,0.000594257
48,1.62073,8.75184e-05,-0.000605975
49,1.7206,0.000282575,-0.00180621
50,1.81887,6.86273e-05,-0.00212624
51,1.91705,-0.000176229,-0.00242621
52,2.01499,-0.000238001,-0.00226945
53,2.11288,-0.000287966,-0.00206977
54,2.21085,-0.000263681,-0.00185944
55,2.30883,-0.000224979,-0.00164714
56,2.4068,-0.000196431,-0.0014507
57,2.50477,-0.000170855,-0.00125886
58,2.60274,-0.000144742,-0.00106562
59,2.70072,-0.000118406,-0.000871803
60,2.79869,-9.20869e-05,-0.000678044
61,2.89666,-6.57767e-05,-0.000484319
62,2.99463,-3.94662e-05,-0.000290592
63,3.09261,-1.31554e-05,-9.6864e-05
