i,x_i,v_i,E_i
0,-3.09252,-5.08379e-05,-6.80565e-05
1,-2.99438,-0.000152514,-0.000204169
2,-2.89624,-0.000254575,-0.000340916
3,-2.79809,-0.000357135,-0.000478488
4,-2.69995,-0.000457329,-0.000613548
5,-2.6018,-0.00055349,-0.000744325
6,-2.50366,-0.000656769,-0.000876289
7,-2.40554,-0.000776426,-0.00101096
8,-2.30741,-0.000898623,-0.00116615
9,-2.20921,-0.00102671,-0.00138672
10,-2.11099,-0.00111152,-0.00160124
11,-2.01272,-0.000994479,-0.00178725
12,-1.91447,-0.000846746,-0.00191837
13,-1.81679,-0.000613511,-0.00161699
14,-1.71898,-0.000352795,-0.00129373
15,-1.62017,-0.0001166,-0.000433893
16,-1.52136,0.000119595,0.000425941
17,-1.42296,0.000350648,0.00110756
18,-1.32457,0.000578616,0.00178687
19,-1.22678,0.000823432,0.00185397
20,-1.12914,0.00103027,0.00187324
21,-1.03076,0.0010741,0.00164026
22,-0.93227,0.00108093,0.00136378
23,-0.834129,0.000935412,0.00116968
24,-0.736072,0.000752554,0.000996828
25,-0.637943,0.000641808,0.000865474
26,-0.539788,0.000557875,0.000749633
27,-0.441642,0.000460645,0.000617719
28,-0.3435,0.000356644,0.000477636
29,-0.245358,0.000254106,0.000340095
30,-0.147214,0.000152556,0.000204265
31,-0.0490715,5.0887e-05,6.81667e-05
32,0.0490715,-5.0887e-05,-6.81667e-05
33,0.147214,-0.000152556,-0.000204265
34,0.245358,-0.000254106,-0.000340095
35,0.3435,-0.000356644,-0.000477636
36,0.441642,-0.000460645,-0.000617719
37,0.539788,-0.000557875,-0.000749633
38,0.637943,-0.000641808,-0.000865474
39,0.736072,-0.000752554,-0.000996828
40,0.834129,-0.000935412,-0.00116968
41,0.93227,-0.00108093,-0.00136378
42,1.03076,-0.0010741,-0.00164026
43,1.12914,-0.00103027,-0.00187324
44,1.22678,-0.000823432,-0.00185397
45,1.32457,-0.000578616,-0.00178687
46,1.42296,-0.000350648,-0.00110756
47,1.52136,-0.000119595,-0.000425941
48,1.62017,0.0001166,0.000433893
49,1.71898,0.000352795,0.00129373
50,1.81679,0.000613511,0.00161699
51,1.91447,0.000846746,0.00191837
52,2.01272,0.000994479,0.00178725
53,2.11099,0.00111152,0.00160124
54,2.20921,0.00102671,0.00138672
55,2.30741,0.000898623,0.00116615
56,2.40554,0.000776426,0.00101096
57,2.50366,0.000656769,0.000876289
58,2.6018,0.00055349,0.000744325
59,2.69995,0.000457329,0.000613548
60,2.79809,0.000357135,0.000478488
61,2.89624,0.000254575,0.000340916
62,2.99438,0.000152514,0.000204169
63,3.09252,5.08379e-05,6.80565e-05
