i,x_i,v_i,E_i
0,-3.09051,0.00120466,-0.00513417
1,-2.98797,0.0036686,-0.0154418
2,-2.88489,0.00544741,-0.0271977
3,-2.77767,0.00741842,-0.0407456
4,-2.67314,0.00685929,-0.0558531
5,-2.56955,0.00473962,-0.0720604
6,-2.45292,0.00449474,-0.0892161
7,-2.36164,-0.00202488,-0.102261
8,-2.24863,-0.00180004,-0.112846
9,-2.15154,-0.00382482,-0.12015
10,-2.04816,-0.0032694,-0.12513
11,-1.95133,-0.00254779,-0.129031
12,-1.84782,-0.000193479,-0.132615
13,-1.75144,0.000538561,-0.135771
14,-1.64989,0.00247431,-0.137874
15,-1.55174,0.0029076,-0.139441
16,-1.45338,0.00322358,-0.139306
17,-1.35483,0.00304373,-0.13836
18,-1.25992,0.00184334,-0.135944
19,-1.16102,0.00125897,-0.132408
20,-1.06894,-0.00134036,-0.128764
21,-0.969177,-0.00179598,-0.124432
22,-0.876225,-0.00317589,-0.119635
23,-0.777736,-0.00140276,-0.113269
24,-0.689309,-0.0021715,-0.105566
25,-0.590429,0.0030632,-0.089394
26,-0.505805,0.00267062,-0.0755299
27,-0.412404,0.00486499,-0.0578211
28,-0.321495,0.00647753,-0.0405848
29,-0.230426,0.00551544,-0.0279066
30,-0.138905,0.00396408,-0.01626
31,-0.0462622,0.00161666,-0.00524045
32,0.0462622,-0.00161666,0.00524045
33,0.138905,-0.00396408,0.01626
34,0.230426,-0.00551544,0.0279066
35,0.321495,-0.00647753,0.0405848
36,0.412404,-0.00486499,0.0578211
37,0.505805,-0.00267062,0.0755299
38,0.590429,-0.0030632,0.089394
39,0.689309,0.0021715,0.105566
40,0.777736,0.00140276,0.113269
41,0.876225,0.00317589,0.119635
42,0.969177,0.00179598,0.124432
43,1.06894,0.00134036,0.128764
44,1.16102,-0.00125897,0.132408
45,1.25992,-0.00184334,0.135944
46,1.35483,-0.00304373,0.13836
47,1.45338,-0.00322358,0.139306
48,1.55174,-0.0029076,0.139441
49,1.64989,-0.00247431,0.137874
50,1.75144,-0.000538561,0.135771
51,1.84782,0.000193479,0.132615
52,1.95133,0.00254779,0.129031
53,2.04816,0.0032694,0.12513
54,2.15154,0.00382482,0.12015
55,2.24863,0.00180004,0.112846
56,2.36164,0.00202488,0.102261
57,2.45292,-0.00449474,0.0892161
58,2.56955,-0.00473962,0.0720604
59,2.67314,-0.00685929,0.0558531
60,2.77767,-0.00741842,0.0407456
61,2.88489,-0.00544741,0.0271977
62,2.98797,-0.0036686,0.0154418
63,3.09051,-0.00120466,0.00513417
