i,x_i,v_i,E_i
0,-3.09339,0.00460104,0.00119509
1,-2.99687,0.0138621,0.00358809
2,-2.89985,0.023115,0.00502636
3,-2.80173,0.0325257,0.00502951
4,-2.70282,0.0420533,0.00402447
5,-2.60287,0.0511377,0.0010112
6,-2.50171,0.0608369,-0.00200693
7,-2.40307,0.0677477,-0.00488249
8,-2.30331,0.0751419,-0.00708807
9,-2.20599,0.0805702,-0.00744341
10,-2.10792,0.0859945,-0.00756266
11,-2.0108,0.0901039,-0.00677217
12,-1.91278,0.0941872,-0.00597136
13,-1.81523,0.0968083,-0.00515344
14,-1.7172,0.0989032,-0.00427929
15,-1.61926,0.0998061,-0.00254567
16,-1.52121,0.09981,-0.000810164
17,-1.42297,0.0989211,0.00032802
18,-1.32495,0.0968551,0.00145706
19,-1.22648,0.0942217,0.0011995
20,-1.12846,0.0902539,0.000828766
21,-1.02991,0.0858915,0.000457123
22,-0.9319,0.0802181,8.77073e-05
23,-0.833407,0.0742297,-0.000192957
24,-0.735424,0.0670954,-0.00044946
25,-0.637061,0.0596903,-0.000587877
26,-0.539106,0.0513823,-0.000683041
27,-0.440893,0.042845,-0.00067263
28,-0.342963,0.0336788,-0.000610305
29,-0.244878,0.0243524,-0.00047981
30,-0.146966,0.0146635,-0.00030481
31,-0.0489531,0.00493212,-0.000107848
32,0.0489531,-0.00493212,0.000107848
33,0.146966,-0.0146635,0.00030481
34,0.244878,-0.0243524,0.00047981
35,0.342963,-0.0336788,0.000610305
36,0.440893,-0.042845,0.00067263
37,0.539106,-0.0513823,0.000683041
38,0.637061,-0.0596903,0.000587877
39,0.735424,-0.0670954,0.00044946
40,0.833407,-0.0742297,0.000192957
41,0.9319,-0.0802181,-8.77073e-05
42,1.02991,-0.0858915,-0.000457123
43,1.12846,-0.0902539,-0.000828766
44,1.22648,-0.0942217,-0.0011995
45,1.32495,-0.0968551,-0.00145706
46,1.42297,-0.0989211,-0.00032802
47,1.52121,-0.09981,0.000810164
48,1.61926,-0.0998061,0.00254567
49,1.7172,-0.0989032,0.00427929
50,1.81523,-0.0968083,0.00515344
51,1.91278,-0.0941872,0.00597136
52,2.0108,-0.0901039,0.00677217
53,2.10792,-0.0859945,0.00756266
54,2.20599,-0.0805702,0.00744341
55,2.30331,-0.0751419,0.00708807
56,2.40307,-0.0677477,0.00488249
57,2.50171,-0.0608369,0.00200693
58,2.60287,-0.0511377,-0.0010112
59,2.70282,-0.0420533,-0.00402447
60,2.80173,-0.0325257,-0.00502951
61,2.89985,-0.023115,-0.00502636
62,2.99687,-0.0138621,-0.00358809
63,3.09339,-0.00460104,-0.00119509
